Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,Health_Score,KM_Range_Before_Defect
V04658,Truck,1,188314,103,2985,43,6.1,11.77,39,103,Good,High,2,Yes,60,"50,001–80,000"
V04659,Truck,6,22952,95,1802,48,12.0,11.04,34,48,Moderate,High,8,No,80,"80,001+"
V04660,Sedan,10,162337,104,2838,33,13.0,11.7,37,109,Worn,Medium,2,No,80,"80,001+"
V04661,Sedan,7,155073,86,1929,28,18.3,11.82,36,37,Worn,High,2,No,60,"50,001–80,000"
V04662,Sedan,8,111941,94,2761,28,16.1,12.14,35,94,Moderate,Medium,11,Yes,70,"50,001–80,000"
V04663,Truck,10,13900,90,1816,39,6.9,11.35,31,97,Critical,Medium,11,Yes,70,"50,001–80,000"
V04664,Truck,6,175808,103,2321,32,11.7,12.17,33,92,Critical,Medium,4,Yes,60,"50,001–80,000"
V04665,Hatchback,11,132867,90,2595,49,19.2,12.48,39,39,Moderate,High,5,Yes,70,"50,001–80,000"
V04666,Sedan,11,10348,106,1856,39,9.2,11.04,43,73,Moderate,Low,8,No,70,"50,001–80,000"
V04667,Hatchback,13,177488,106,2293,21,6.7,12.34,43,89,Moderate,Medium,8,No,50,"25,001–50,000"
V04668,Truck,11,196331,88,2095,34,8.9,12.22,36,71,Critical,Low,6,Yes,70,"50,001–80,000"
V04669,Truck,12,115456,85,2380,48,17.7,11.95,38,67,Critical,High,9,No,40,"25,001–50,000"
V04670,SUV,10,114305,98,1723,32,14.7,11.36,30,46,Critical,Low,11,No,70,"50,001–80,000"
V04671,Truck,14,127424,95,2339,29,17.5,12.81,43,59,Worn,Medium,2,Yes,70,"50,001–80,000"
V04672,Hatchback,15,151468,97,1518,22,7.6,12.55,39,85,Worn,Low,6,Yes,70,"50,001–80,000"
V04673,SUV,9,94814,110,1675,38,19.2,12.07,30,43,Critical,Medium,12,No,50,"25,001–50,000"
V04674,Hatchback,7,65455,108,2511,20,15.0,12.12,34,78,Worn,Low,8,No,60,"50,001–80,000"
V04675,Hatchback,6,87592,93,1931,28,14.1,12.17,32,94,Critical,High,9,No,30,"10,001–25,000"
V04676,SUV,1,119344,105,1943,45,17.0,11.08,41,73,Critical,Low,8,No,60,"50,001–80,000"
V04677,Hatchback,10,51173,104,1524,40,12.6,12.3,39,33,Good,High,4,No,60,"50,001–80,000"
V04678,Sedan,9,133204,99,2821,50,8.2,11.11,39,46,Good,Low,6,No,100,"80,001+"
V04679,Hatchback,14,86913,110,2556,27,18.7,11.26,42,72,Worn,Low,5,No,50,"25,001–50,000"
V04680,Sedan,12,64793,90,2214,24,11.2,12.13,36,91,Worn,Low,4,Yes,70,"50,001–80,000"
V04681,Sedan,8,177385,109,2526,21,19.8,11.1,44,43,Worn,Medium,8,No,60,"50,001–80,000"
V04682,Sedan,2,47062,109,2422,29,8.6,11.26,40,64,Good,High,5,Yes,40,"25,001–50,000"
V04683,Hatchback,9,46068,106,2899,36,19.2,11.21,34,68,Good,High,7,Yes,60,"50,001–80,000"
V04684,Hatchback,15,144993,95,2751,29,6.9,12.08,35,31,Good,Medium,11,Yes,60,"50,001–80,000"
V04685,Sedan,7,23827,95,2664,33,7.1,11.13,40,56,Worn,Low,4,Yes,100,"80,001+"
V04686,SUV,4,70453,88,2433,34,8.0,11.58,45,51,Moderate,Low,6,Yes,100,"80,001+"
V04687,Hatchback,11,78015,95,2740,48,7.1,12.1,33,52,Moderate,Low,2,No,90,"80,001+"
V04688,Sedan,14,60150,86,2399,22,9.7,11.71,34,66,Good,Medium,9,No,60,"50,001–80,000"
V04689,SUV,8,23605,87,1619,41,10.2,12.75,44,70,Good,Low,3,No,100,"80,001+"
V04690,SUV,14,15403,87,2949,43,14.3,11.1,35,47,Worn,Medium,5,No,90,"80,001+"
V04691,SUV,3,48190,98,2365,38,10.8,11.85,38,66,Moderate,Low,11,Yes,90,"80,001+"
V04692,Hatchback,7,56382,90,2797,26,7.8,12.1,45,87,Moderate,High,9,No,50,"25,001–50,000"
V04693,Hatchback,4,178663,95,2664,20,9.7,12.66,30,87,Critical,Medium,11,No,50,"25,001–50,000"
V04694,Truck,4,17297,103,1674,46,16.0,12.04,40,46,Worn,High,3,No,60,"50,001–80,000"
V04695,Sedan,6,165780,100,1998,49,16.3,12.26,39,62,Worn,Medium,8,Yes,100,"80,001+"
V04696,Hatchback,10,156287,96,2438,38,8.3,12.36,35,31,Good,Medium,10,Yes,90,"80,001+"
V04697,SUV,4,93027,103,2736,41,7.5,12.12,44,106,Critical,Low,8,No,60,"50,001–80,000"
V04698,SUV,10,59911,100,2434,42,7.9,11.27,33,72,Good,High,8,Yes,80,"80,001+"
V04699,Sedan,11,57281,87,1524,50,15.1,12.35,30,96,Good,High,2,Yes,70,"50,001–80,000"
V04700,Truck,13,115047,94,2388,45,6.2,11.95,40,33,Critical,Medium,6,Yes,70,"50,001–80,000"
V04701,Truck,14,137287,102,2884,50,17.5,11.04,35,49,Moderate,Low,8,No,70,"50,001–80,000"
V04702,Hatchback,2,194649,107,1516,24,14.8,12.78,30,110,Moderate,Medium,6,Yes,60,"50,001–80,000"
V04703,SUV,5,11493,96,2049,36,16.2,11.9,32,82,Good,High,1,No,80,"80,001+"
V04704,SUV,8,21131,99,2650,42,8.6,11.47,31,109,Good,High,6,Yes,80,"80,001+"
V04705,Hatchback,2,73573,110,2245,37,15.9,12.3,44,31,Critical,High,3,No,40,"25,001–50,000"
V04706,Hatchback,9,162826,86,2840,47,17.7,11.3,37,63,Worn,Low,12,Yes,90,"80,001+"
V04707,SUV,8,9811,90,1556,43,9.3,11.31,38,108,Critical,High,5,No,60,"50,001–80,000"
V04708,Hatchback,9,69514,109,2698,24,5.9,12.95,39,53,Worn,High,1,No,40,"25,001–50,000"
V04709,Truck,10,116645,109,2281,36,14.8,12.55,40,64,Worn,High,2,No,60,"50,001–80,000"
V04710,SUV,8,180137,109,2498,40,19.8,11.16,30,100,Critical,Medium,2,No,60,"50,001–80,000"
V04711,Sedan,8,192111,106,2393,50,14.2,12.74,30,34,Critical,Low,4,Yes,60,"50,001–80,000"
V04712,Sedan,11,120527,100,2285,44,5.6,11.6,34,63,Worn,Medium,11,No,80,"80,001+"
V04713,Hatchback,2,176146,99,1631,42,12.2,11.9,37,106,Critical,Medium,5,Yes,80,"80,001+"
V04714,Truck,14,101331,102,1953,43,5.6,11.04,32,90,Worn,High,2,No,50,"25,001–50,000"
V04715,Truck,5,111111,108,2492,47,8.1,11.75,32,48,Worn,High,11,Yes,50,"25,001–50,000"
V04716,Truck,6,130141,102,2386,40,10.7,11.14,38,78,Worn,High,8,No,60,"50,001–80,000"
V04717,Hatchback,6,93178,95,2159,37,5.6,12.9,30,70,Moderate,Medium,7,Yes,100,"80,001+"
V04718,Sedan,13,187446,87,2746,23,15.4,11.35,33,42,Worn,Low,7,No,70,"50,001–80,000"
V04719,Truck,3,6013,102,2011,20,18.6,11.86,35,32,Critical,High,10,No,10,"0–10,000"
V04720,SUV,9,26283,86,2502,35,16.6,11.6,33,100,Critical,Low,2,No,80,"80,001+"
V04721,Truck,2,26739,92,2967,26,18.2,11.23,30,43,Critical,High,2,Yes,40,"25,001–50,000"
V04722,Sedan,4,58395,85,2793,30,9.3,11.09,40,98,Worn,High,3,No,80,"80,001+"
V04723,Hatchback,8,143318,101,2424,44,14.7,12.34,32,51,Moderate,Medium,6,No,80,"80,001+"
V04724,Hatchback,6,163617,95,2413,34,7.6,12.68,42,48,Worn,Medium,9,Yes,90,"80,001+"
V04725,Truck,13,92495,85,2675,21,10.1,11.72,45,38,Good,High,5,Yes,50,"25,001–50,000"
V04726,Truck,12,129562,95,2080,33,17.1,12.91,30,67,Moderate,High,4,No,70,"50,001–80,000"
V04727,Sedan,4,120875,97,2501,22,18.3,12.46,43,71,Moderate,Low,5,Yes,80,"80,001+"
V04728,SUV,3,82933,85,2575,20,13.1,12.7,39,94,Moderate,High,6,No,60,"50,001–80,000"
V04729,SUV,15,149698,101,2448,39,17.0,11.21,31,61,Critical,High,12,No,20,"10,001–25,000"
V04730,Hatchback,4,52646,105,2960,49,16.8,11.6,40,42,Good,Low,8,No,80,"80,001+"
V04731,SUV,4,155004,103,2787,46,14.7,11.19,35,69,Moderate,High,4,Yes,60,"50,001–80,000"
V04732,Truck,12,14758,103,2177,22,8.5,11.98,44,84,Good,Medium,6,No,50,"25,001–50,000"
V04733,Truck,7,162242,93,1839,28,9.0,12.83,33,38,Critical,Low,3,Yes,60,"50,001–80,000"
V04734,SUV,2,146718,87,2993,39,14.5,12.77,36,58,Moderate,Low,1,Yes,100,"80,001+"
V04735,Sedan,1,138079,98,1807,39,16.3,12.35,34,94,Critical,High,7,No,60,"50,001–80,000"
V04736,SUV,13,51293,107,2860,21,11.7,11.05,36,103,Worn,Medium,4,No,50,"25,001–50,000"
V04737,Hatchback,3,197181,105,1744,47,6.3,12.65,36,80,Moderate,Medium,12,Yes,70,"50,001–80,000"
V04738,Truck,4,83368,98,2922,43,9.6,12.04,33,93,Good,High,6,Yes,80,"80,001+"
V04739,Truck,8,129847,99,2788,35,13.1,12.15,33,106,Worn,Medium,1,No,100,"80,001+"
V04740,Sedan,14,85323,109,2682,27,16.8,11.38,36,39,Worn,Medium,11,No,40,"25,001–50,000"
V04741,Truck,6,156996,96,2760,45,13.4,12.28,30,55,Critical,High,1,No,60,"50,001–80,000"
V04742,Truck,13,129502,98,1550,27,14.4,11.47,44,93,Good,High,8,Yes,50,"25,001–50,000"
V04743,Truck,5,49830,98,1900,37,11.0,12.18,42,41,Moderate,Low,12,No,90,"80,001+"
V04744,SUV,12,36334,86,2707,33,7.4,12.42,34,66,Good,Low,11,Yes,80,"80,001+"
V04745,Sedan,8,54264,100,2699,21,10.2,11.92,38,94,Good,Medium,3,Yes,80,"80,001+"
V04746,SUV,13,112793,103,1843,26,7.5,12.49,33,104,Good,High,10,Yes,20,"10,001–25,000"
V04747,Sedan,8,154851,96,2304,43,8.7,12.88,40,68,Worn,Medium,10,No,90,"80,001+"
V04748,Sedan,4,131104,85,2577,27,9.9,12.89,43,60,Worn,High,5,No,60,"50,001–80,000"
V04749,Truck,2,54877,91,1706,23,11.1,11.42,32,33,Critical,High,9,Yes,30,"10,001–25,000"
V04750,SUV,3,81595,93,2334,38,15.6,12.64,33,106,Good,Low,6,No,100,"80,001+"
V04751,Sedan,3,100686,87,1746,29,9.5,12.98,40,83,Critical,High,1,Yes,40,"25,001–50,000"
V04752,Hatchback,13,42791,106,1698,31,12.9,11.96,43,69,Moderate,Low,11,Yes,60,"50,001–80,000"
V04753,Truck,9,168231,103,2903,41,19.8,12.12,44,75,Moderate,Medium,2,No,80,"80,001+"
V04754,SUV,2,99228,94,2970,26,7.1,12.87,44,100,Good,Low,1,Yes,80,"80,001+"
V04755,Sedan,3,49452,86,1840,24,13.5,11.32,45,58,Good,High,9,Yes,50,"25,001–50,000"
V04756,Sedan,12,175770,108,1667,39,17.6,11.14,38,42,Moderate,High,7,No,50,"25,001–50,000"
V04757,Sedan,3,18829,101,2143,41,12.9,11.91,31,41,Good,High,6,No,60,"50,001–80,000"
V04758,SUV,4,74706,103,2049,37,10.8,11.44,36,40,Worn,Medium,7,No,80,"80,001+"
V04759,Hatchback,3,126777,110,2173,21,6.5,11.86,31,59,Good,High,4,No,40,"25,001–50,000"
V04760,Sedan,13,90928,96,1527,40,14.4,12.39,38,102,Moderate,High,2,No,70,"50,001–80,000"
V04761,SUV,11,134934,90,2057,47,5.7,12.78,45,109,Good,Medium,10,Yes,80,"80,001+"
V04762,SUV,8,70518,108,1595,30,5.2,11.67,38,55,Critical,Low,8,Yes,60,"50,001–80,000"
V04763,Truck,5,175440,89,2280,38,5.1,11.32,38,73,Critical,Medium,5,Yes,80,"80,001+"
V04764,Truck,2,25338,95,2655,31,9.6,11.86,34,40,Moderate,Medium,3,Yes,100,"80,001+"
V04765,Sedan,1,65293,106,2286,39,6.1,11.96,43,50,Worn,Low,4,No,80,"80,001+"
V04766,Hatchback,2,25097,85,2807,23,19.9,11.31,40,95,Moderate,High,10,No,50,"25,001–50,000"
V04767,Hatchback,2,101428,90,2855,39,13.4,12.36,30,56,Good,Low,7,No,100,"80,001+"
V04768,Hatchback,7,173571,90,2662,50,17.1,12.42,34,67,Moderate,Medium,10,Yes,90,"80,001+"
V04769,Hatchback,9,15059,102,2715,43,19.4,11.65,44,53,Worn,Low,1,No,80,"80,001+"
V04770,Truck,15,24017,91,1833,35,15.1,12.48,42,100,Moderate,Low,4,No,90,"80,001+"
V04771,SUV,9,139774,93,1702,28,5.7,12.89,41,44,Worn,High,3,No,60,"50,001–80,000"
V04772,Truck,15,148794,95,2424,27,8.5,12.85,40,48,Good,Low,3,Yes,70,"50,001–80,000"
V04773,Truck,11,78437,85,2638,20,19.7,11.15,33,65,Worn,Medium,3,Yes,70,"50,001–80,000"
V04774,SUV,14,13096,97,2324,24,8.9,12.43,34,39,Moderate,High,1,Yes,50,"25,001–50,000"
V04775,SUV,1,187936,93,2307,24,11.4,11.06,31,109,Critical,Low,7,Yes,60,"50,001–80,000"
V04776,Sedan,13,116572,105,1816,35,11.8,11.48,40,91,Critical,Medium,4,No,50,"25,001–50,000"
V04777,Hatchback,12,87088,99,2159,34,16.1,12.59,31,80,Good,Medium,9,No,80,"80,001+"
V04778,Truck,8,42653,99,1770,32,12.3,12.06,37,53,Worn,Low,10,Yes,90,"80,001+"
V04779,Hatchback,5,196102,104,2819,30,19.9,11.47,34,106,Moderate,High,6,Yes,60,"50,001–80,000"
V04780,Hatchback,14,198947,89,1968,24,7.6,11.54,42,108,Critical,Low,2,No,50,"25,001–50,000"
V04781,Sedan,9,50326,89,2813,31,15.6,12.52,41,42,Moderate,Medium,9,No,90,"80,001+"
V04782,Sedan,11,108152,101,2613,43,8.1,12.88,34,62,Critical,Low,11,No,40,"25,001–50,000"
V04783,Sedan,11,10553,108,1513,25,14.6,12.94,41,107,Worn,Medium,10,No,40,"25,001–50,000"
V04784,Truck,13,175793,89,1956,21,17.7,12.33,42,66,Moderate,Low,6,Yes,70,"50,001–80,000"
V04785,Sedan,12,157976,86,1928,31,5.7,12.11,35,64,Moderate,Medium,10,Yes,80,"80,001+"
V04786,Hatchback,10,11569,88,2255,36,18.6,12.11,39,97,Moderate,Medium,10,No,90,"80,001+"
V04787,Sedan,11,61907,93,2483,20,12.1,11.37,38,105,Worn,Low,3,Yes,70,"50,001–80,000"
V04788,Hatchback,8,65285,93,1976,25,19.8,11.6,30,32,Worn,Medium,4,No,80,"80,001+"
V04789,Sedan,8,32363,99,2195,38,19.9,12.31,44,75,Good,Medium,8,Yes,100,"80,001+"
V04790,Hatchback,1,69742,87,2039,35,11.3,12.47,36,95,Critical,Low,5,No,80,"80,001+"
V04791,Hatchback,5,187964,86,2685,21,16.5,12.26,42,110,Critical,High,6,No,40,"25,001–50,000"
V04792,Sedan,1,32171,108,2725,37,5.7,11.13,38,46,Moderate,High,10,No,50,"25,001–50,000"
V04793,Truck,1,150649,96,2749,46,14.8,12.31,40,73,Moderate,Low,5,No,100,"80,001+"
V04794,Truck,2,136271,109,2739,50,15.9,12.22,37,103,Critical,High,11,Yes,30,"10,001–25,000"
V04795,Truck,5,199176,104,2080,25,10.0,11.33,33,95,Moderate,Medium,12,Yes,50,"25,001–50,000"
V04796,Truck,6,148100,99,2461,28,12.9,11.2,37,57,Critical,Low,1,Yes,60,"50,001–80,000"
V04797,Truck,15,64225,91,1958,38,10.5,11.24,30,48,Moderate,High,4,Yes,70,"50,001–80,000"
V04798,Truck,1,28194,98,2613,34,10.2,12.08,45,47,Moderate,Medium,12,No,90,"80,001+"
V04799,Sedan,10,167729,101,2332,26,18.0,11.81,34,46,Worn,Medium,7,Yes,60,"50,001–80,000"
V04800,Hatchback,15,106149,88,2977,20,12.0,11.51,34,79,Critical,High,8,No,30,"10,001–25,000"
V04801,Sedan,6,41044,101,2683,23,17.9,12.46,31,87,Good,High,6,Yes,40,"25,001–50,000"
V04802,SUV,15,145384,98,2679,45,15.9,12.24,41,49,Critical,Medium,7,No,70,"50,001–80,000"
V04803,Sedan,15,94822,99,2100,45,9.8,11.47,38,97,Moderate,High,10,Yes,60,"50,001–80,000"
V04804,SUV,2,34521,103,2759,30,5.7,12.95,31,64,Critical,Medium,8,No,60,"50,001–80,000"
V04805,Hatchback,9,139441,98,1708,34,9.0,11.45,41,99,Moderate,Low,7,Yes,100,"80,001+"
V04806,SUV,13,14083,98,2529,28,19.7,11.88,42,41,Critical,Medium,5,Yes,50,"25,001–50,000"
V04807,Truck,6,14455,88,2473,39,5.7,12.44,33,78,Good,Low,6,Yes,100,"80,001+"
V04808,Sedan,8,108469,94,2489,30,10.5,11.54,42,38,Moderate,Low,4,Yes,100,"80,001+"
V04809,SUV,10,181943,108,2854,40,12.2,11.92,43,95,Critical,Medium,7,Yes,60,"50,001–80,000"
V04810,Truck,9,125044,93,2578,39,14.0,12.67,40,77,Critical,Low,8,Yes,80,"80,001+"
V04811,SUV,7,75426,91,1992,49,15.8,11.67,39,49,Critical,High,11,No,50,"25,001–50,000"
V04812,SUV,4,175809,100,1771,20,8.8,13.0,38,88,Good,Medium,9,Yes,70,"50,001–80,000"
V04813,Hatchback,6,121198,98,1684,39,12.1,12.46,43,100,Good,Low,2,Yes,100,"80,001+"
V04814,Sedan,2,149506,101,1830,26,11.4,11.31,43,106,Critical,Medium,6,No,40,"25,001–50,000"
V04815,Truck,10,55347,103,2822,31,5.7,12.73,33,99,Critical,Low,12,Yes,50,"25,001–50,000"
V04816,Truck,2,157711,91,1987,23,17.4,11.5,36,94,Moderate,Low,11,Yes,70,"50,001–80,000"
V04817,Sedan,7,185974,89,2925,33,5.2,12.49,37,109,Worn,High,11,Yes,70,"50,001–80,000"
V04818,SUV,15,19434,98,2047,30,18.1,11.59,34,90,Critical,Medium,4,Yes,70,"50,001–80,000"
V04819,Hatchback,13,102837,100,2606,46,16.7,11.13,45,99,Good,High,4,Yes,70,"50,001–80,000"
V04820,SUV,12,120809,92,2414,20,10.1,12.9,34,107,Worn,Medium,6,Yes,70,"50,001–80,000"
V04821,Truck,7,73936,108,2944,38,10.1,11.28,40,41,Worn,Low,2,Yes,80,"80,001+"
V04822,Truck,8,166943,109,1502,32,18.0,12.18,32,97,Critical,High,6,Yes,40,"25,001–50,000"
V04823,Hatchback,7,169504,110,1504,36,19.3,12.79,42,71,Good,Low,11,Yes,70,"50,001–80,000"
V04824,Sedan,15,121792,92,2199,45,13.7,11.87,39,59,Worn,Low,4,No,90,"80,001+"
V04825,SUV,12,65138,105,2759,31,13.7,12.84,45,73,Critical,High,9,No,20,"10,001–25,000"
V04826,Hatchback,9,85882,94,2039,21,7.8,11.72,39,33,Worn,Medium,10,No,70,"50,001–80,000"
V04827,Sedan,5,49407,109,1625,27,10.2,12.73,34,51,Good,Low,4,No,60,"50,001–80,000"
V04828,Truck,8,97894,108,1876,21,8.2,12.93,45,45,Worn,Medium,2,No,60,"50,001–80,000"
V04829,Sedan,11,72627,104,2416,42,17.3,11.82,44,31,Good,Medium,10,No,60,"50,001–80,000"
V04830,SUV,12,10453,107,1721,43,12.0,12.89,36,62,Moderate,High,12,No,40,"25,001–50,000"
V04831,SUV,7,91296,100,2263,48,16.5,12.7,34,45,Moderate,Medium,11,Yes,90,"80,001+"
V04832,Truck,15,96405,100,1733,34,19.5,12.16,45,85,Critical,Medium,8,No,70,"50,001–80,000"
V04833,Hatchback,10,143355,96,2908,22,16.8,11.92,31,39,Critical,High,2,Yes,40,"25,001–50,000"
V04834,Hatchback,1,41691,94,1507,49,18.9,11.3,43,38,Moderate,High,8,No,80,"80,001+"
V04835,Truck,3,72591,89,1647,41,13.3,12.95,37,105,Critical,Low,9,No,70,"50,001–80,000"
V04836,Hatchback,2,84861,88,1723,39,9.6,11.68,36,59,Good,Medium,9,Yes,90,"80,001+"
V04837,Hatchback,6,101631,88,1985,40,18.2,11.55,36,84,Worn,Low,3,No,100,"80,001+"
V04838,SUV,13,118300,95,2731,43,19.2,12.29,35,32,Moderate,Medium,7,Yes,90,"80,001+"
V04839,Truck,15,161593,107,2834,43,9.7,12.94,39,43,Moderate,High,5,Yes,50,"25,001–50,000"
V04840,Sedan,12,69839,103,1965,39,14.7,12.23,31,82,Critical,Low,7,No,50,"25,001–50,000"
V04841,Hatchback,2,130902,102,2226,30,6.9,12.22,42,54,Moderate,Low,10,No,70,"50,001–80,000"
V04842,Hatchback,4,18092,93,1554,38,14.3,12.02,43,50,Good,Medium,8,Yes,100,"80,001+"
V04843,Truck,4,109040,100,1940,34,15.5,12.4,33,49,Good,High,6,Yes,80,"80,001+"
V04844,Hatchback,7,151021,86,2544,31,15.6,12.8,32,73,Good,Medium,3,Yes,100,"80,001+"
V04845,SUV,6,15921,86,2132,45,6.6,12.75,34,50,Worn,Medium,9,Yes,90,"80,001+"
V04846,Truck,4,30609,107,1897,33,7.3,12.57,35,82,Good,Low,9,No,70,"50,001–80,000"
V04847,Sedan,2,44779,93,2141,24,15.4,12.57,40,82,Good,Low,7,No,80,"80,001+"
V04848,Sedan,12,7301,91,2526,40,7.4,11.25,39,30,Moderate,High,8,No,70,"50,001–80,000"
V04849,SUV,3,137993,91,2169,36,12.0,12.63,45,91,Moderate,High,2,Yes,80,"80,001+"
V04850,SUV,12,122666,88,1552,41,14.8,12.55,40,91,Worn,High,9,Yes,60,"50,001–80,000"
V04851,Hatchback,3,18104,90,2340,29,13.1,12.37,36,75,Good,Medium,6,No,80,"80,001+"
V04852,Sedan,15,119063,96,1598,35,12.3,12.11,30,63,Critical,High,3,No,50,"25,001–50,000"
V04853,SUV,8,121443,90,1590,27,17.4,11.13,33,86,Good,Low,5,Yes,80,"80,001+"
V04854,Hatchback,12,98894,106,2256,30,7.3,11.54,32,62,Good,Medium,1,Yes,70,"50,001–80,000"
V04855,Sedan,5,69202,86,2402,36,9.8,12.74,44,38,Worn,Low,2,No,100,"80,001+"
V04856,Hatchback,6,145648,106,1566,26,12.9,11.53,35,101,Moderate,Low,5,No,60,"50,001–80,000"
V04857,SUV,14,132668,109,1956,29,7.0,11.58,41,80,Critical,High,8,Yes,10,"0–10,000"
V04858,Truck,14,48491,98,2840,50,7.5,12.63,43,32,Worn,High,3,No,70,"50,001–80,000"
V04859,Sedan,1,190572,106,1647,45,10.4,12.17,31,31,Good,Low,9,No,70,"50,001–80,000"
V04860,Sedan,7,46995,110,1916,25,7.6,12.58,45,50,Good,High,1,Yes,40,"25,001–50,000"
V04861,SUV,13,111820,89,2494,30,5.7,11.3,40,64,Worn,Low,5,No,90,"80,001+"
V04862,SUV,9,182653,89,2857,31,11.3,12.09,41,104,Moderate,Medium,4,No,100,"80,001+"
V04863,SUV,12,47801,106,2782,49,11.6,11.64,30,55,Critical,Low,7,Yes,50,"25,001–50,000"
V04864,Truck,2,82354,97,1686,43,12.0,12.14,31,84,Critical,High,10,Yes,50,"25,001–50,000"
V04865,Hatchback,7,197544,94,2361,40,18.7,11.25,40,55,Moderate,Medium,12,No,90,"80,001+"
V04866,Sedan,6,22629,93,2719,49,6.6,12.46,45,51,Critical,Low,8,No,80,"80,001+"
V04867,Truck,12,159404,105,1992,37,17.2,11.03,30,51,Good,Low,7,No,70,"50,001–80,000"
V04868,Hatchback,2,70498,97,2237,32,18.8,12.89,33,53,Critical,Low,1,Yes,80,"80,001+"
V04869,SUV,15,102679,95,1996,30,18.4,11.37,41,76,Critical,Medium,8,No,70,"50,001–80,000"
V04870,Sedan,7,62119,95,1886,35,17.2,12.43,45,48,Critical,Low,2,Yes,80,"80,001+"
V04871,SUV,13,151770,87,1517,43,7.9,11.97,43,59,Moderate,Low,9,Yes,80,"80,001+"
V04872,SUV,10,27507,98,2544,38,19.1,11.24,32,98,Critical,High,6,Yes,60,"50,001–80,000"
V04873,Truck,14,105795,99,1840,22,17.4,11.57,33,80,Good,High,3,Yes,50,"25,001–50,000"
V04874,Sedan,4,30136,93,2659,26,17.5,11.93,34,107,Moderate,Low,5,Yes,80,"80,001+"
V04875,Hatchback,1,146162,92,2297,30,9.6,11.44,44,44,Worn,Low,12,Yes,90,"80,001+"
V04876,Truck,12,166830,92,2791,41,15.0,12.15,34,100,Critical,High,1,Yes,50,"25,001–50,000"
V04877,Hatchback,2,79396,89,1527,30,5.2,12.81,30,60,Good,High,12,Yes,70,"50,001–80,000"
V04878,Sedan,10,61213,107,2276,37,16.1,12.86,42,100,Moderate,Low,2,Yes,80,"80,001+"
V04879,SUV,6,182021,102,2332,26,19.8,11.21,45,61,Good,Low,11,Yes,50,"25,001–50,000"
V04880,Hatchback,8,79049,108,2270,29,10.1,12.16,32,51,Good,Medium,10,Yes,50,"25,001–50,000"
V04881,Sedan,10,173210,105,2065,46,11.4,11.19,39,62,Moderate,Low,8,No,80,"80,001+"
V04882,Hatchback,2,74208,91,2387,33,16.5,11.88,34,96,Critical,High,4,No,60,"50,001–80,000"
V04883,Truck,12,83141,98,1927,31,18.4,11.49,41,44,Critical,Low,8,No,70,"50,001–80,000"
V04884,SUV,5,129480,96,2394,40,18.5,11.45,44,47,Good,High,4,Yes,80,"80,001+"
V04885,Sedan,3,91258,108,2782,22,6.8,12.19,43,76,Worn,Medium,4,Yes,60,"50,001–80,000"
V04886,Truck,7,78323,108,2137,32,15.1,11.64,35,40,Critical,Medium,10,No,50,"25,001–50,000"
V04887,Sedan,1,80198,107,2439,41,6.2,11.07,44,100,Worn,Low,3,No,80,"80,001+"
V04888,Sedan,4,75619,107,1701,35,18.3,12.3,44,83,Critical,Low,7,No,60,"50,001–80,000"
V04889,Hatchback,1,172347,92,2312,20,13.2,12.35,44,107,Worn,High,4,Yes,60,"50,001–80,000"
V04890,Truck,15,90702,87,1814,49,16.8,12.66,37,99,Good,High,11,No,60,"50,001–80,000"
V04891,Sedan,15,111183,87,2568,32,8.7,11.52,43,106,Worn,Low,11,No,80,"80,001+"
V04892,Hatchback,2,12067,92,1849,33,14.8,12.89,35,68,Good,High,3,No,80,"80,001+"
V04893,Hatchback,14,77433,92,1814,23,5.1,11.03,34,85,Good,Medium,9,No,60,"50,001–80,000"
V04894,Truck,11,147883,93,1890,28,19.4,12.74,36,82,Moderate,Medium,1,Yes,70,"50,001–80,000"
V04895,SUV,5,82113,88,1841,26,5.5,11.38,38,55,Moderate,High,8,No,60,"50,001–80,000"
V04896,Hatchback,12,44074,102,2571,42,15.5,12.04,44,72,Moderate,High,9,Yes,40,"25,001–50,000"
V04897,Truck,12,64593,108,2101,30,12.5,12.34,34,61,Good,Low,5,No,70,"50,001–80,000"
V04898,Truck,14,144035,100,2794,34,7.1,12.13,30,105,Good,High,4,No,70,"50,001–80,000"
V04899,SUV,12,127245,85,1602,35,8.7,11.73,31,109,Good,Low,10,No,80,"80,001+"
V04900,Hatchback,8,119737,99,2302,28,18.5,12.82,38,37,Worn,High,8,No,60,"50,001–80,000"
V04901,Sedan,5,76885,100,1978,48,10.5,12.01,35,68,Critical,Low,7,Yes,80,"80,001+"
V04902,Hatchback,12,92857,93,2678,23,14.6,11.83,43,86,Good,Medium,12,Yes,60,"50,001–80,000"
V04903,Truck,14,41529,106,2427,20,13.4,12.71,41,87,Worn,High,5,No,30,"10,001–25,000"
V04904,Truck,14,39124,104,1564,34,11.1,12.42,31,78,Good,Medium,9,Yes,60,"50,001–80,000"
V04905,Hatchback,11,177796,91,1658,44,15.6,11.63,45,40,Worn,Low,8,No,90,"80,001+"
V04906,Truck,1,94726,99,1910,33,19.6,12.25,32,37,Worn,Medium,5,Yes,100,"80,001+"
