Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Sedan,4,71165,100,3416,36,11.9,11.86,38,29,Moderate,Low,9,No,50000-80000,67525.56189895395
Truck,5,163099,115,1494,32,6.1,11.83,44,30,Moderate,Low,2,No,25000-50000,38081.300142471344
Hatchback,7,181813,89,2338,30,19.5,12.78,38,35,Worn,Low,10,No,50000-80000,61613.75572262946
SUV,3,53110,93,1028,41,12.8,12.13,40,36,Moderate,Medium,7,No,80000+,84515.67314189191
Truck,2,184107,97,2475,27,3.6,11.98,27,34,Good,High,1,No,25000-50000,45063.02044059387
Sedan,4,111121,99,2559,43,16.5,12.48,27,33,Good,Low,5,Yes,50000-80000,60096.30236148103
Hatchback,1,31343,88,1428,37,15.4,12.23,34,36,Moderate,Low,4,No,80000+,97417.94746134996
Hatchback,7,168427,94,676,42,18.4,12.04,45,33,Moderate,Low,7,Yes,50000-80000,67509.65291880371
SUV,6,177896,99,2984,37,11.9,11.95,26,34,Good,Low,10,No,80000+,96383.31005433669
Hatchback,8,28962,96,2629,40,17.1,11.89,34,35,Good,Low,5,Yes,50000-80000,61919.19246154335
Sedan,1,14996,98,2525,39,15.9,11.71,33,29,Worn,Medium,12,No,25000-50000,44293.94299452692
SUV,9,175100,92,826,29,10.2,12.02,28,28,Worn,High,10,No,25000-50000,31278.484365497126
Truck,10,82448,92,1984,31,10.1,12.18,42,36,Good,High,2,No,25000-50000,49951.23923866471
Truck,3,9979,100,839,27,4.6,12.51,33,34,Moderate,Low,5,No,25000-50000,27397.543604742386
Truck,7,197856,107,1849,23,9.0,12.65,34,35,Good,Low,11,No,10000-25000,24836.74161281696
Hatchback,10,54124,84,3482,36,19.8,12.59,29,34,Moderate,Medium,9,No,50000-80000,53510.8807487063
Truck,2,245317,112,2776,27,8.2,12.64,31,29,Worn,High,9,No,3000-10000,7661.319062506011
Sedan,8,156450,100,1782,34,11.7,12.11,42,32,Critical,Low,4,No,25000-50000,31662.85647424801
Truck,8,246380,107,1735,32,5.5,12.55,45,35,Critical,High,9,No,0-3000,1131.4187117883055
Sedan,1,242741,89,1185,30,11.8,11.79,34,35,Good,Low,1,No,80000+,98036.45162932172
Sedan,12,92138,86,2321,36,13.4,12.4,43,33,Moderate,Medium,1,No,80000+,85278.82398975836
SUV,11,131111,101,2468,41,12.3,12.68,45,32,Good,Medium,7,No,80000+,89549.6366231583
Truck,12,215863,112,1587,22,6.9,12.69,44,30,Worn,Low,10,No,10000-25000,22726.033980260563
SUV,10,149167,100,1997,36,9.8,11.93,42,35,Moderate,Low,5,Yes,50000-80000,76785.88818269732
Sedan,11,166742,97,2953,39,17.8,12.4,45,30,Moderate,Medium,11,No,25000-50000,35289.17664018075
Truck,11,170182,101,2313,19,6.7,12.71,42,33,Critical,Low,12,Yes,0-3000,2648.2855060617317
Hatchback,7,18766,90,2176,36,20.8,12.2,40,32,Good,Medium,1,No,80000+,94900.20196728117
Sedan,1,222864,92,1519,30,17.6,11.98,27,32,Critical,Low,10,No,25000-50000,36041.76414128115
Hatchback,5,110348,90,1630,40,17.7,12.74,28,34,Moderate,Low,1,No,80000+,87080.74061070853
Truck,7,102598,101,2584,22,6.5,11.72,25,36,Worn,Low,12,No,10000-25000,23975.059966362405
Sedan,2,95511,99,2768,38,15.2,12.41,41,36,Worn,Low,4,No,50000-80000,74859.00800032928
Sedan,11,31812,97,3245,32,14.9,12.59,27,33,Good,Low,10,No,50000-80000,77413.0472646732
SUV,11,165464,99,1424,35,12.1,12.15,40,29,Good,High,1,No,50000-80000,70522.32707355832
Hatchback,2,123968,92,2331,31,16.2,12.24,40,31,Critical,High,12,No,3000-10000,3677.5728447424967
SUV,2,161813,100,3428,38,10.8,12.21,43,36,Good,Medium,1,No,80000+,91621.322753841
Sedan,3,144588,86,3453,39,14.8,12.04,43,31,Good,Low,3,No,80000+,86590.1808728832
Truck,6,235153,111,3426,27,8.5,12.03,41,36,Good,High,7,No,3000-10000,6176.891587784723
Sedan,7,153808,91,726,39,17.3,11.82,37,35,Moderate,Medium,9,Yes,50000-80000,50639.23980868099
Hatchback,5,113138,85,2351,41,21.2,12.41,42,32,Good,Low,7,No,80000+,92258.12328175531
Sedan,2,109182,88,931,37,16.1,12.26,44,34,Good,Low,6,No,80000+,94142.56177403331
Truck,2,62050,108,2693,34,8.8,12.03,38,29,Critical,High,4,No,0-3000,798.5053687034472
Sedan,11,45651,93,3462,29,13.8,11.91,26,30,Good,Medium,2,No,80000+,94645.33607849297
Hatchback,12,28959,95,613,46,17.3,12.66,36,31,Good,Low,1,Yes,80000+,85915.7304939487
Truck,8,234299,101,775,27,5.6,11.72,33,29,Moderate,Medium,6,No,25000-50000,48527.30692407162
Truck,2,248414,104,2451,29,8.9,11.96,33,32,Worn,Low,3,No,25000-50000,42802.795974402354
SUV,4,109069,92,2125,35,8.1,12.66,38,29,Moderate,Medium,5,No,50000-80000,62634.621821499844
Truck,12,64892,113,1688,24,4.9,12.45,28,29,Good,Low,6,No,25000-50000,44926.13573640571
Hatchback,6,55657,99,1897,43,16.5,12.43,41,30,Moderate,Medium,10,No,50000-80000,58170.963192962445
Sedan,1,195097,97,2240,27,11.7,12.6,38,34,Moderate,Medium,11,No,10000-25000,15665.300703205467
Truck,7,121240,115,2462,29,5.8,12.1,32,30,Worn,Low,3,No,10000-25000,22036.323614865905
SUV,6,239358,108,828,40,7.3,11.76,43,36,Moderate,Medium,10,No,25000-50000,42640.28295595164
Hatchback,2,162529,87,3214,43,14.3,11.73,42,29,Moderate,Medium,7,No,50000-80000,54293.39886375501
SUV,5,62715,87,3309,40,10.8,12.53,39,33,Worn,Low,12,No,50000-80000,64635.163846541036
Truck,3,185331,116,1845,24,5.1,12.51,31,28,Moderate,Low,10,No,10000-25000,21829.771235523956
SUV,7,96147,96,2625,36,13.6,12.34,45,32,Good,High,5,Yes,25000-50000,40267.185001691454
SUV,10,19330,91,747,32,9.2,11.75,30,36,Critical,Low,1,No,50000-80000,70335.3339406541
Truck,3,89055,111,3261,20,5.1,12.55,44,34,Good,Medium,9,No,3000-10000,3022.321555758787
Hatchback,6,152149,89,2904,42,16.4,12.75,40,31,Moderate,Low,10,No,80000+,90101.72589735738
Hatchback,1,121165,89,1363,40,18.2,12.23,45,36,Moderate,Medium,6,Yes,50000-80000,65000.994569547285
Hatchback,5,50310,92,2960,35,21.5,12.0,34,33,Good,High,9,No,25000-50000,35863.026051995286
Sedan,9,28698,97,1511,32,17.2,12.09,34,33,Good,Low,3,No,50000-80000,59383.3623266038
Hatchback,8,142267,95,2628,31,16.7,12.7,43,31,Worn,Medium,7,No,25000-50000,41490.6228293553
Hatchback,2,103757,92,3499,30,22.2,12.51,38,33,Moderate,Medium,7,No,50000-80000,55748.18143777392
Truck,3,35004,112,2168,30,8.9,11.74,45,31,Worn,Medium,4,Yes,3000-10000,3683.71706954399
Sedan,11,138661,91,1746,35,14.2,12.19,44,32,Good,Medium,1,No,80000+,88795.70399199298
Sedan,6,5892,87,2529,30,13.0,12.13,31,31,Moderate,Low,11,No,25000-50000,40377.67866808963
Sedan,1,63224,94,2181,32,15.0,11.88,38,31,Good,Low,2,No,80000+,89918.58492040426
Hatchback,5,93479,89,2623,44,15.3,12.18,38,34,Worn,Medium,3,No,50000-80000,54193.56995115641
Sedan,11,96526,92,1353,43,14.7,12.07,29,34,Good,Low,1,No,80000+,86154.15768983857
Hatchback,7,225639,91,3109,37,20.4,11.86,33,36,Good,Low,5,No,80000+,93806.00392447831
Hatchback,12,145507,89,3428,38,17.4,12.56,28,34,Good,Low,11,No,50000-80000,69237.86776270502
Truck,3,238595,110,2099,28,8.0,11.92,27,36,Good,Low,3,No,25000-50000,40281.033627571676
Sedan,7,48332,101,2065,38,16.8,12.54,37,32,Moderate,Low,4,No,50000-80000,56859.12141854096
SUV,9,180246,105,1187,35,11.5,12.39,26,36,Good,High,3,No,25000-50000,29899.155973677098
SUV,7,64461,102,2525,37,13.0,12.16,37,28,Moderate,Low,9,No,80000+,86354.60174732309
Truck,3,37772,104,746,37,9.9,12.68,26,35,Good,Medium,12,No,25000-50000,31137.490176819898
Truck,5,162462,94,2278,36,7.7,12.64,27,34,Worn,High,9,No,25000-50000,40665.16832817188
SUV,11,67843,102,3374,24,12.4,12.61,43,35,Good,Medium,6,No,50000-80000,54160.829168848126
Truck,2,181223,116,3042,24,5.6,12.21,44,31,Moderate,Low,1,No,25000-50000,45845.16960545713
Truck,1,226448,109,1237,22,7.1,11.7,26,34,Moderate,High,7,No,3000-10000,7132.7172792609135
Truck,12,102556,101,2576,27,6.3,12.52,28,31,Good,Low,5,Yes,25000-50000,37993.337160056624
Truck,9,40105,107,838,31,8.0,12.22,25,30,Moderate,Low,9,No,10000-25000,21521.33729667192
Sedan,7,200457,99,2323,38,16.8,12.38,31,32,Critical,Medium,1,No,25000-50000,43696.417028911885
Hatchback,3,61312,94,1138,47,21.2,12.79,39,33,Critical,High,9,No,10000-25000,14822.850015349382
Sedan,9,40557,92,2382,27,15.3,12.2,33,33,Good,High,8,No,25000-50000,27895.213450937288
Sedan,10,58649,84,1601,33,13.7,12.7,44,31,Moderate,Medium,11,Yes,10000-25000,20694.03190610771
Truck,9,188541,110,1021,22,9.8,11.77,45,35,Good,Medium,7,No,10000-25000,13200.555964731686
Hatchback,1,170753,91,2714,41,13.5,11.79,33,32,Moderate,Low,9,Yes,50000-80000,69546.34968810779
Truck,7,171182,101,1372,25,7.6,12.27,43,30,Worn,Medium,10,No,25000-50000,36176.44176324114
Hatchback,6,237470,95,2408,35,21.6,12.18,45,29,Good,Low,10,No,50000-80000,50316.16458133514
Truck,8,238087,105,1346,32,6.2,11.8,41,33,Good,Medium,4,No,25000-50000,33527.716467408936
Hatchback,8,91696,98,2398,33,19.5,12.58,28,30,Good,Medium,1,No,50000-80000,60335.855640800655
SUV,8,33337,100,3293,34,10.9,11.96,31,33,Good,Medium,11,No,25000-50000,32118.31605470802
Sedan,8,233313,97,3298,27,11.7,12.76,37,30,Moderate,Low,11,No,25000-50000,42427.97641483292
SUV,1,169130,99,2760,39,9.6,12.46,33,35,Moderate,Low,6,No,80000+,85419.59280782391
Sedan,12,164403,83,3002,33,16.0,12.28,33,34,Moderate,Low,5,Yes,50000-80000,50050.31021346893
SUV,12,180102,103,968,29,13.1,12.66,27,33,Worn,Low,3,No,50000-80000,67794.83279367685
SUV,8,237114,104,1804,38,12.5,12.21,45,30,Critical,Low,4,No,50000-80000,53046.60493630804
Sedan,8,97324,88,2719,32,13.5,11.81,31,34,Good,Low,4,No,80000+,87683.21353877881
SUV,3,246405,94,1945,39,11.0,12.57,36,28,Moderate,Low,3,No,80000+,89512.79910137576
SUV,2,16111,102,1550,39,9.8,12.12,31,28,Critical,Medium,8,No,25000-50000,36568.16366576124
Sedan,1,9624,87,686,33,14.4,12.03,45,35,Moderate,Medium,7,No,50000-80000,63351.749766297406
Truck,2,46095,98,2122,34,5.5,12.41,30,35,Good,Medium,7,No,25000-50000,29699.275455277453
Sedan,12,247145,86,2397,36,15.1,12.31,27,35,Moderate,High,4,No,25000-50000,32967.439852901414
SUV,7,58986,93,1647,30,10.1,12.53,28,36,Good,High,2,No,50000-80000,61433.59768849224
Sedan,7,102405,98,2154,38,13.1,12.4,30,31,Good,High,11,No,10000-25000,10691.290569277826
Truck,1,166101,100,2284,18,7.4,12.43,39,28,Good,Low,9,Yes,10000-25000,22074.6665634568
SUV,6,106636,98,1384,32,9.7,11.84,43,32,Critical,Low,5,No,25000-50000,36470.053032897806
SUV,1,180974,91,2427,31,9.4,11.75,27,33,Critical,Low,1,No,50000-80000,70955.21041797925
Truck,11,122125,110,2538,29,5.3,12.73,26,35,Good,Low,6,No,25000-50000,40354.53692460239
Truck,12,133597,109,1546,29,5.1,12.03,43,31,Good,Low,10,No,25000-50000,33403.521413541515
SUV,3,208256,92,1222,34,10.6,11.96,30,31,Moderate,Medium,12,No,25000-50000,37262.26032185646
SUV,10,131147,92,2297,28,11.4,12.11,26,31,Worn,Low,6,No,80000+,88380.81899898878
SUV,4,103562,104,2537,26,8.2,12.5,34,29,Good,Low,7,No,80000+,87433.35012854035
Hatchback,6,52306,100,1598,30,19.0,12.11,41,31,Good,Medium,11,No,25000-50000,44007.32200299726
Sedan,4,94367,88,3377,35,12.6,12.76,38,33,Worn,High,11,No,10000-25000,23554.345136488468
Truck,10,131930,105,1038,25,5.2,11.96,44,36,Moderate,Medium,2,Yes,25000-50000,41006.340458271174
SUV,1,207607,98,857,36,8.7,12.66,41,33,Moderate,Low,1,No,80000+,92300.1122940069
Hatchback,9,41924,87,2856,44,20.5,11.86,40,28,Moderate,Low,9,No,80000+,88532.68448254898
SUV,2,54674,95,1555,33,11.2,12.65,42,34,Good,Medium,5,No,50000-80000,63020.51063492393
SUV,7,138378,92,1890,25,9.5,12.79,25,33,Good,Low,2,No,80000+,92939.19693876334
Hatchback,7,103186,84,2217,42,20.3,11.97,35,34,Worn,Medium,9,No,50000-80000,52319.030495744395
Sedan,3,247831,95,617,27,16.0,12.09,31,31,Good,Low,11,No,25000-50000,38665.34767736407
Sedan,4,39385,95,2309,35,17.5,12.04,28,35,Good,Low,5,No,50000-80000,64489.42868837058
Truck,5,82514,110,1666,32,6.7,11.94,45,36,Worn,Low,12,Yes,3000-10000,5569.749479913043
Truck,6,243235,103,862,31,9.1,12.52,26,29,Good,Medium,10,No,25000-50000,34791.2558835027
SUV,5,235918,107,1976,30,10.7,11.84,39,30,Moderate,Medium,5,No,25000-50000,28071.5133545306
Truck,5,248566,94,1583,28,6.3,12.03,31,29,Good,Low,12,No,25000-50000,27623.265301340583
Sedan,8,206326,88,1183,33,12.7,11.73,45,32,Moderate,Low,7,No,50000-80000,55033.83534275685
Truck,6,90077,110,3382,26,5.8,12.79,40,28,Worn,Low,4,Yes,10000-25000,22705.26729738574
Hatchback,9,16578,99,2509,34,16.9,12.33,40,28,Moderate,Low,7,No,50000-80000,55092.77720828705
Hatchback,1,212232,98,1959,36,19.8,12.07,42,36,Moderate,Medium,8,No,50000-80000,73454.99162831593
Sedan,2,187149,90,2966,45,16.3,11.73,33,35,Good,Medium,12,No,50000-80000,52835.337662059945
Sedan,10,126946,93,3055,38,17.4,12.34,44,33,Good,High,12,No,25000-50000,36975.55118458372
SUV,7,34636,97,1718,28,11.7,11.81,32,30,Moderate,Low,8,No,50000-80000,70829.6355275019
Truck,2,29593,109,2112,18,4.5,11.79,40,28,Moderate,Medium,1,No,3000-10000,7803.6795453391605
Truck,3,98795,99,3096,19,8.3,12.5,31,31,Good,Medium,12,No,3000-10000,9359.853023109627
SUV,9,45620,97,1416,25,8.8,12.73,37,28,Critical,Medium,12,No,10000-25000,14269.250244811532
Hatchback,10,202815,97,1875,33,14.7,12.42,29,36,Moderate,Low,12,No,25000-50000,38459.76570695317
Truck,3,239380,100,2893,22,7.6,12.13,34,34,Good,High,10,No,10000-25000,11844.545208418805
Hatchback,12,48625,92,997,32,17.7,12.6,45,29,Worn,High,11,No,10000-25000,22519.565485512205
Hatchback,2,67800,83,1355,43,21.5,12.61,28,29,Good,Low,5,No,80000+,95191.84075963282
Sedan,2,126189,103,963,34,17.0,12.17,38,32,Good,Low,5,Yes,50000-80000,64483.80764763483
Truck,9,74881,102,1946,28,8.3,11.83,28,34,Critical,Low,6,No,10000-25000,20335.325026121143
Sedan,11,218858,99,736,29,15.6,12.55,43,34,Good,High,2,Yes,25000-50000,37258.5782569912
SUV,1,58063,90,3395,26,11.8,12.69,35,29,Good,Low,3,No,80000+,90543.29732466767
SUV,10,116609,98,1405,26,11.3,12.79,39,36,Moderate,Low,2,Yes,50000-80000,74389.77524655363
SUV,10,111256,99,1396,29,7.3,12.76,26,34,Good,Medium,9,No,50000-80000,74136.56127105835
Hatchback,1,50385,95,2276,34,16.2,12.52,25,34,Good,High,1,No,25000-50000,34420.216836033534
Truck,10,74862,101,1128,21,8.9,12.26,43,35,Good,High,7,No,3000-10000,3541.5372821582814
SUV,10,210912,98,1065,30,11.3,11.74,25,30,Good,Low,4,No,80000+,85052.14254353046
Truck,8,231980,112,1785,22,6.6,12.52,44,31,Good,Low,12,Yes,3000-10000,7773.191251230725
SUV,9,117483,104,1778,38,12.0,11.71,36,28,Moderate,Low,3,No,80000+,97061.71892488214
SUV,10,222200,89,1901,33,14.2,11.96,26,32,Moderate,Low,7,No,80000+,92380.6721096533
Sedan,10,233483,89,2806,39,12.1,12.6,38,34,Moderate,Medium,1,No,80000+,84685.01535306477
Truck,6,19687,114,1128,21,8.9,11.83,34,36,Good,Low,3,No,10000-25000,21324.832539744908
SUV,5,82071,96,1980,38,8.9,11.88,26,35,Worn,Low,2,No,80000+,89674.38361078377
Hatchback,6,192605,92,1673,38,19.3,12.49,40,29,Worn,Low,7,No,80000+,87755.58682470823
Hatchback,8,210303,97,898,39,14.2,12.31,43,35,Worn,Low,9,No,50000-80000,58517.07784679693
Sedan,4,16597,97,3298,42,12.0,12.75,41,32,Moderate,Low,5,No,50000-80000,63815.792044385176
Hatchback,2,199870,96,3413,32,19.9,11.9,35,35,Critical,High,3,No,3000-10000,8038.050350623944
SUV,3,165412,91,2858,26,12.2,12.67,28,35,Moderate,Low,7,Yes,50000-80000,52370.656333222345
Truck,1,69116,105,1491,26,10.3,11.82,42,33,Good,Low,9,No,50000-80000,60714.04786792534
Truck,3,90413,106,2726,30,6.8,12.34,35,35,Good,Low,11,No,10000-25000,18056.017390102108
Truck,7,106577,109,1877,21,7.0,12.34,39,30,Worn,High,1,No,0-3000,2748.4222886798075
SUV,11,191717,94,2201,29,8.5,11.87,41,31,Good,Low,5,No,80000+,90343.13408012774
Hatchback,5,129938,86,796,45,15.2,12.04,35,30,Good,High,5,No,50000-80000,61101.72635920053
Sedan,4,101145,89,780,42,14.8,12.53,31,31,Good,Medium,4,No,80000+,94114.94589442214
SUV,6,218637,91,1479,29,10.5,11.72,40,35,Moderate,Medium,7,No,50000-80000,73051.44291308938
Sedan,8,88303,88,1760,40,14.5,12.75,25,35,Good,High,12,No,25000-50000,25609.165676055014
Hatchback,6,96510,93,2695,33,17.9,12.07,45,32,Critical,High,6,Yes,3000-10000,6223.294545193345
SUV,8,239016,96,707,27,9.2,12.22,43,32,Good,High,9,No,25000-50000,41296.628838231954
Sedan,2,7669,93,2982,36,11.9,12.3,27,36,Good,Medium,3,Yes,50000-80000,54584.39145278973
SUV,2,243216,102,1730,28,11.6,12.75,33,28,Good,High,5,No,25000-50000,49810.843993019545
SUV,4,62160,93,2956,36,9.9,11.98,26,29,Worn,Low,11,No,50000-80000,65861.23233723831
Sedan,2,88901,100,2363,40,16.4,12.57,32,33,Moderate,Medium,5,No,50000-80000,55100.67811080106
Truck,6,208259,101,3017,30,8.5,12.67,34,32,Good,Low,12,No,25000-50000,40052.274885196326
Hatchback,3,124898,94,2418,41,20.7,12.35,45,33,Good,Medium,4,No,80000+,87410.23190945986
Sedan,6,115010,91,2473,37,17.1,12.77,39,29,Worn,Low,6,No,80000+,87421.63869276253
Truck,4,82956,101,1883,21,7.4,11.99,39,30,Good,High,6,No,3000-10000,8735.19216922913
Truck,10,146878,113,1999,22,6.6,12.21,29,35,Good,Medium,9,No,10000-25000,16276.60851706162
Hatchback,11,106101,94,1116,39,17.5,12.54,37,32,Good,Low,7,No,80000+,99042.83386807535
Hatchback,7,162718,89,1723,40,15.8,12.45,26,33,Good,Medium,12,No,50000-80000,69081.17479028548
Truck,12,44362,114,800,23,5.6,11.85,33,30,Good,High,10,No,3000-10000,4504.142012702579
SUV,7,169825,97,641,37,10.1,12.21,30,36,Good,Medium,1,No,80000+,85564.34965624304
SUV,3,243932,105,2060,33,13.8,12.76,30,34,Moderate,Low,9,No,50000-80000,75772.67490452835
SUV,2,109197,92,3263,42,12.9,12.48,26,36,Good,Medium,9,Yes,80000+,92743.05656352281
SUV,11,198241,92,1333,39,12.9,12.01,37,33,Good,Low,8,Yes,80000+,94643.86258260092
SUV,9,107111,103,2270,32,7.3,12.76,37,28,Moderate,Medium,6,No,50000-80000,65330.57999147546
SUV,9,132991,100,738,39,12.8,11.73,39,36,Worn,Medium,1,No,80000+,86293.90162468648
Truck,5,24060,105,1082,22,9.2,12.41,27,29,Good,Low,8,Yes,25000-50000,31934.471195246882
SUV,2,203810,93,860,40,9.9,12.13,38,31,Moderate,Low,8,Yes,80000+,90177.33190989634
Sedan,1,35768,93,956,35,16.8,12.33,35,31,Good,Low,12,No,50000-80000,79578.28650218794
Hatchback,5,209042,89,1791,33,20.6,11.76,43,30,Good,Low,9,Yes,50000-80000,59635.32456175684
Sedan,2,175506,92,1934,33,14.1,12.23,31,30,Moderate,High,7,No,25000-50000,39521.64045372074
SUV,3,169692,92,644,34,9.4,11.91,30,33,Good,Low,10,No,80000+,94474.5422796118
SUV,9,197531,100,1536,41,11.5,12.48,40,36,Good,Medium,3,No,80000+,99633.16183366913
SUV,6,208577,87,2421,33,13.1,12.75,43,29,Good,Low,6,No,80000+,86380.21730654292
SUV,10,88254,106,2670,30,8.9,12.42,33,32,Critical,Low,5,No,10000-25000,23907.247097308806
Hatchback,5,234870,94,1526,44,16.6,12.3,35,35,Good,Low,1,Yes,80000+,84892.68523261449
Sedan,11,185472,90,3278,26,17.5,11.97,28,34,Good,Low,8,No,80000+,98438.09397345362
Truck,1,163871,109,3161,18,4.2,11.87,38,32,Moderate,Medium,5,Yes,0-3000,113.43544633611779
Hatchback,11,75442,91,634,37,15.6,12.61,45,34,Critical,Medium,12,No,10000-25000,19633.039668327026
Truck,5,239107,100,1581,28,8.1,12.71,33,32,Critical,Medium,10,No,10000-25000,10250.24735045772
Hatchback,11,17918,93,981,45,20.3,11.86,29,30,Critical,Low,8,No,50000-80000,60663.30197188546
Hatchback,7,192446,95,1657,39,16.7,12.01,37,28,Good,Medium,11,No,25000-50000,46341.85634080523
Truck,6,112300,114,3016,33,8.7,12.61,27,31,Good,High,6,No,3000-10000,5017.789653211952
Sedan,12,189523,88,1980,39,13.1,12.0,37,34,Moderate,Low,2,No,80000+,93642.70338067348
Truck,4,202066,104,3312,28,6.9,12.54,38,36,Worn,Medium,3,No,25000-50000,34443.68854468745
Hatchback,12,96425,98,2359,33,16.5,11.71,43,29,Worn,High,12,No,3000-10000,3419.3512089491765
Truck,11,227293,101,1383,17,8.8,11.91,36,30,Critical,Medium,8,No,3000-10000,6826.272158477183
Truck,10,138843,96,3326,30,4.8,12.03,43,32,Good,High,7,No,10000-25000,15855.529538910276
Hatchback,8,62356,85,1388,35,19.0,11.72,30,34,Critical,Low,2,No,50000-80000,51259.49076234545
Sedan,10,139151,98,1041,40,11.7,11.83,45,36,Good,High,8,No,25000-50000,42250.470062887
Hatchback,2,243260,97,1554,36,17.4,12.14,38,34,Good,High,5,No,25000-50000,49290.73303732227
Sedan,7,77796,88,672,32,18.6,11.71,42,33,Worn,Low,1,No,80000+,88550.98794503746
SUV,3,145437,96,3120,35,13.5,12.38,36,33,Good,High,11,No,10000-25000,12144.983319178098
SUV,3,94964,94,1648,40,7.7,11.98,30,35,Moderate,Medium,10,No,80000+,87872.95304762125
Sedan,6,22345,97,1520,39,13.1,12.78,44,36,Good,Low,6,No,80000+,84402.19896575107
Truck,7,232306,105,2127,26,8.2,12.41,39,32,Worn,Low,7,No,25000-50000,49575.397397110966
Truck,12,173058,112,989,22,3.7,12.41,40,30,Worn,Low,9,No,10000-25000,21259.198150866483
Hatchback,7,174464,90,1223,32,19.4,12.06,28,32,Good,High,8,No,25000-50000,40770.76140022878
Truck,8,183501,101,3169,23,6.3,11.8,30,31,Worn,High,8,No,10000-25000,19622.410882296404
SUV,7,117070,102,2569,43,10.7,12.68,36,35,Good,Low,10,No,80000+,85807.13832523151
Hatchback,2,40875,90,2257,42,15.1,11.97,37,31,Good,Low,6,Yes,80000+,88167.7134063676
Hatchback,4,48658,89,2174,31,21.2,12.77,38,32,Good,High,12,No,10000-25000,14933.214152048575
Sedan,2,177601,100,1631,37,14.8,11.86,35,35,Moderate,Medium,5,No,50000-80000,55175.418402101015
Hatchback,7,203632,96,2122,31,21.4,12.36,42,35,Moderate,Low,4,No,50000-80000,79182.11748670887
SUV,10,190460,102,2191,33,10.0,11.91,41,32,Good,Medium,3,No,50000-80000,62344.6963168111
Sedan,7,192012,95,1349,40,12.0,12.64,25,30,Moderate,Medium,8,No,50000-80000,77051.65145497551
Truck,12,18558,113,1700,26,8.9,12.0,35,30,Worn,Medium,10,No,10000-25000,11249.824126837111
Truck,9,210430,108,1752,22,6.9,12.2,31,35,Good,Low,4,No,25000-50000,35632.61898215401
SUV,11,89136,93,3029,28,11.1,12.55,42,29,Critical,High,11,No,3000-10000,4867.57351742788
SUV,10,238744,101,959,24,7.9,12.52,43,33,Good,Low,8,No,80000+,98796.53957616277
Truck,4,120625,100,1878,30,7.1,12.71,29,36,Worn,Medium,9,No,25000-50000,32963.56960048774
Truck,2,230311,105,2383,26,6.2,12.2,39,33,Good,Medium,7,No,25000-50000,28555.225529246196
SUV,6,166243,100,2436,29,10.6,12.38,39,34,Moderate,High,1,Yes,25000-50000,44204.77811029966
SUV,12,207151,107,2621,35,7.5,11.88,27,30,Moderate,Medium,10,Yes,10000-25000,21812.63089332229
SUV,5,144384,102,1962,30,13.9,12.24,29,35,Critical,Low,10,No,25000-50000,44124.8634257791
Hatchback,1,178699,98,1769,40,21.0,12.37,38,31,Good,Medium,12,No,25000-50000,47544.719690064376
Sedan,8,220842,92,2885,40,17.3,12.31,40,28,Worn,Medium,11,No,25000-50000,44564.96199755333
Sedan,9,18820,93,2047,31,17.4,12.13,40,36,Good,High,10,Yes,25000-50000,31340.581782416717
Sedan,1,82589,96,603,25,13.7,11.77,30,34,Good,Low,3,No,50000-80000,70782.34271846242
Truck,1,161128,109,1557,24,5.9,12.27,37,29,Moderate,High,8,No,3000-10000,8047.621481727228
Sedan,3,60716,92,3228,29,15.7,12.07,45,30,Critical,Medium,11,No,10000-25000,20332.43320015673
SUV,8,184704,94,3180,32,12.2,12.6,32,30,Good,Low,6,No,80000+,94304.8897457614
SUV,8,224523,107,1424,22,9.6,12.52,44,30,Critical,Low,10,No,10000-25000,22468.097235278372
Hatchback,12,65680,93,1539,31,17.8,11.97,28,36,Critical,Low,10,No,25000-50000,39928.24657822976
SUV,3,194313,89,2781,31,12.6,12.09,31,36,Good,Low,8,Yes,80000+,94447.64945732844
Truck,4,171778,112,1287,27,6.4,12.48,38,32,Worn,Medium,2,No,10000-25000,20011.51235229068
Truck,9,209477,96,1447,20,7.5,11.93,36,30,Good,Medium,6,No,10000-25000,17995.77900916692
Truck,4,149304,113,641,33,4.7,12.28,29,34,Moderate,Medium,6,No,10000-25000,15633.71369928237
Truck,6,96180,101,2758,22,9.0,12.74,37,34,Good,Low,3,No,50000-80000,51084.43921943172
Hatchback,12,164461,92,3394,38,17.7,12.69,38,31,Critical,Low,8,Yes,25000-50000,45315.718212920874
Truck,10,53744,95,2528,32,10.1,11.89,26,32,Worn,High,3,No,10000-25000,20290.491953482575
Hatchback,6,35124,94,1835,35,16.8,12.71,44,34,Worn,Low,4,No,50000-80000,69680.18042171959
Hatchback,4,72842,88,3257,38,15.7,12.04,41,28,Good,Medium,9,No,80000+,89821.90722298507
Sedan,8,148397,89,1421,31,16.9,11.97,40,29,Good,High,9,No,25000-50000,39059.16470016104
Hatchback,6,61579,96,3245,31,20.0,12.8,29,33,Good,Low,12,No,25000-50000,41640.37817897917
Sedan,2,189928,96,1383,37,16.1,12.56,44,32,Good,Medium,1,No,80000+,96314.0309316956
