Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Hatchback,10,104871,92,2783,44,21.5,11.93,38,28,Good,Medium,4,Yes,50000-80000,51714.34736497888
Hatchback,4,216357,91,3384,34,21.2,11.8,25,31,Good,High,11,No,10000-25000,23853.053652724833
Sedan,9,72527,94,1713,36,13.4,11.81,25,34,Worn,Low,5,Yes,50000-80000,61721.937275820455
Hatchback,4,30823,94,748,43,13.5,12.35,43,30,Good,High,10,No,50000-80000,72633.66623697379
SUV,11,166840,106,2305,34,12.9,11.83,35,33,Moderate,Low,9,No,25000-50000,46322.960714709654
SUV,12,104566,92,823,40,9.1,12.51,44,33,Critical,High,4,No,25000-50000,33685.20252715633
Truck,1,244470,109,2689,25,3.3,12.11,31,33,Moderate,Low,4,Yes,10000-25000,24724.332758880657
SUV,5,89133,93,2524,36,7.4,12.43,38,34,Good,Low,2,Yes,80000+,102545.72599022758
Hatchback,3,5621,98,3356,35,18.3,11.8,36,34,Worn,Low,8,Yes,25000-50000,37783.143654384214
Sedan,3,229947,94,2226,41,17.1,12.06,37,32,Moderate,Medium,6,Yes,50000-80000,52504.18247969316
Truck,1,223967,108,668,25,6.5,12.47,31,36,Good,Medium,5,No,10000-25000,11588.2285557654
Truck,8,102917,105,2632,24,10.2,12.43,27,36,Good,Low,2,No,50000-80000,76162.75002561198
Sedan,6,157315,85,1622,42,14.4,12.59,25,32,Good,Medium,6,No,80000+,93950.6070538167
Hatchback,12,190098,95,909,35,17.6,12.2,30,36,Critical,Low,6,No,25000-50000,41640.75959296107
Sedan,8,149793,97,2376,34,14.8,12.24,40,29,Good,Low,2,Yes,50000-80000,50966.41486891551
Hatchback,1,191636,91,2706,40,20.6,12.78,30,28,Worn,Medium,4,No,50000-80000,64695.27094707926
Truck,5,72587,95,1305,18,5.9,11.79,26,30,Moderate,Low,6,No,10000-25000,17157.194641818976
Hatchback,12,16154,88,2053,32,13.4,12.48,25,30,Moderate,Low,6,No,50000-80000,50780.7045338192
Truck,4,81866,104,3311,31,4.5,12.61,28,29,Good,High,11,No,3000-10000,7904.599572464567
SUV,10,224868,105,1599,40,8.3,12.6,29,28,Moderate,Medium,3,No,50000-80000,52250.46426809727
Truck,10,217534,101,1354,23,4.4,12.24,30,35,Good,Medium,8,No,25000-50000,48494.67819407852
Sedan,2,48546,98,2760,32,15.1,12.2,36,30,Moderate,High,1,No,25000-50000,43529.954804881854
Truck,4,249567,100,2310,23,4.4,11.97,29,28,Moderate,Low,5,Yes,25000-50000,48287.761137052905
Hatchback,5,70226,93,3342,42,17.4,11.81,40,28,Moderate,High,4,No,25000-50000,35155.35236407917
Truck,1,39335,99,3115,29,8.0,12.12,27,33,Good,Low,8,Yes,25000-50000,36729.22643195163
Hatchback,8,34090,95,1664,31,18.2,12.6,34,30,Good,Low,5,No,50000-80000,52180.45352532758
SUV,2,179624,94,1380,28,13.3,11.96,37,28,Good,High,8,Yes,25000-50000,36835.15800064033
Truck,10,155044,103,1055,20,8.7,11.81,31,35,Good,Low,8,No,25000-50000,35114.206609103414
Sedan,10,14190,94,3269,36,10.6,11.78,32,30,Moderate,Medium,2,No,80000+,88630.73010327613
Sedan,5,104125,97,1124,34,17.0,12.65,45,28,Worn,Low,7,No,50000-80000,55442.050118060375
Sedan,1,8250,92,1320,39,14.2,12.59,38,36,Good,Medium,3,No,80000+,87670.6317208175
SUV,11,240283,96,2965,35,9.3,12.22,45,30,Good,Low,6,Yes,50000-80000,56763.528887596105
Truck,6,44352,98,1889,25,8.0,11.99,29,34,Good,Medium,10,No,25000-50000,36315.34845474121
Sedan,11,52307,96,1651,42,17.3,12.5,40,29,Good,Medium,4,No,50000-80000,69742.20442288065
Sedan,5,130834,97,992,40,17.8,12.03,44,31,Good,High,1,No,50000-80000,52583.52215320334
Sedan,6,88723,97,1863,33,14.6,12.25,27,30,Good,Low,2,No,80000+,103221.06961486908
Truck,10,148412,97,980,24,9.6,12.64,29,32,Moderate,Medium,8,No,25000-50000,34849.6878100643
Truck,4,84259,96,652,29,8.8,11.75,39,31,Moderate,High,11,Yes,0-3000,979.3768720332623
Truck,10,114609,103,1399,19,5.5,11.79,25,28,Good,Low,1,No,25000-50000,38640.49871218923
Sedan,4,216023,93,2679,36,14.5,12.22,41,32,Moderate,Medium,4,No,50000-80000,60848.28992308626
Hatchback,8,221503,94,1130,44,13.8,12.53,40,28,Moderate,High,8,No,25000-50000,39825.57906787287
SUV,7,98377,100,3393,30,9.7,12.15,36,33,Good,Low,9,No,80000+,92331.7765467559
Truck,6,58464,114,1498,29,7.3,12.3,31,34,Moderate,Medium,7,No,10000-25000,16208.78171370501
SUV,6,172963,103,1308,29,11.1,12.17,38,34,Critical,Medium,12,Yes,3000-10000,8353.973759506158
Truck,11,224970,100,2396,18,8.7,11.81,26,30,Good,Medium,1,No,25000-50000,41756.62511234668
Truck,10,223462,96,1899,29,6.7,12.38,26,35,Moderate,Low,1,No,50000-80000,62384.285747675414
SUV,10,145238,100,1354,31,9.1,11.92,28,33,Good,Medium,10,No,50000-80000,54869.63068308013
Hatchback,1,8793,91,2036,41,18.2,12.14,45,35,Good,Medium,12,No,50000-80000,50950.91631905755
SUV,10,6560,93,1563,39,13.1,11.75,44,28,Good,Low,4,No,80000+,84307.99351484145
Truck,7,205515,117,1557,26,6.0,11.99,41,35,Worn,High,1,No,3000-10000,4170.032802710317
Truck,3,248723,108,1320,20,9.8,12.34,41,34,Critical,Medium,9,Yes,0-3000,1037.2270033989087
Hatchback,4,64096,86,1784,38,13.0,12.66,34,36,Good,High,6,No,50000-80000,51053.565955544356
SUV,3,138276,93,623,37,12.4,11.73,28,31,Good,Medium,3,Yes,80000+,95837.65431915854
Hatchback,8,46385,89,792,28,18.7,12.75,43,29,Good,Low,1,Yes,80000+,88157.06086548467
Hatchback,5,179171,99,3089,46,14.3,12.39,32,30,Good,High,2,No,50000-80000,78880.0362059912
Hatchback,7,243497,89,3344,37,14.9,11.98,38,32,Moderate,Medium,9,No,50000-80000,72506.97565555408
Sedan,8,106803,98,2356,36,13.9,12.59,36,32,Worn,High,9,No,25000-50000,41639.759405188495
SUV,7,165168,100,2120,33,10.2,12.01,39,29,Moderate,Low,6,No,50000-80000,60773.92846075636
Sedan,9,231436,91,2396,39,15.9,12.48,40,36,Critical,High,11,No,3000-10000,6316.291974725535
SUV,12,105555,100,3407,27,11.5,12.31,29,28,Critical,High,6,No,10000-25000,22584.96687357714
SUV,5,64542,94,3237,30,11.5,12.48,38,29,Good,High,3,No,50000-80000,57964.55719531979
Truck,1,69695,102,1450,19,7.4,11.72,35,33,Good,Low,2,No,25000-50000,47918.079494327285
Sedan,7,67175,88,2390,36,13.0,12.02,31,31,Worn,Low,10,No,80000+,103354.77691505392
Sedan,6,168961,86,1499,33,13.4,11.77,42,33,Good,Medium,11,No,25000-50000,49951.89613151345
Sedan,2,53247,94,1257,35,14.6,12.68,33,35,Good,Medium,3,No,50000-80000,67658.38041068561
Sedan,11,224631,95,3433,40,15.5,12.08,32,36,Good,Low,12,No,50000-80000,51190.42113217598
Truck,7,171027,109,861,32,3.8,12.38,35,29,Good,Low,6,No,25000-50000,38795.428903175416
Truck,2,200530,115,1531,20,4.5,11.98,34,28,Good,Low,6,No,10000-25000,21490.29386179945
Truck,1,114435,101,2611,23,5.9,11.75,32,31,Moderate,Low,3,No,25000-50000,39362.83561494251
Truck,7,195932,102,1026,24,7.8,12.6,35,34,Good,Medium,11,No,10000-25000,18579.21475573846
Truck,8,95435,101,2189,26,3.1,11.99,41,28,Good,Low,2,Yes,50000-80000,78218.1644946681
SUV,10,66949,88,801,31,11.1,12.67,28,30,Good,Medium,10,No,80000+,87929.21309810878
Truck,2,179311,115,828,23,6.2,12.66,40,33,Moderate,Low,2,No,25000-50000,30692.50739853025
Truck,3,182182,104,2130,18,5.7,12.15,32,32,Moderate,High,7,Yes,0-3000,1948.3638878787563
SUV,7,222585,89,3210,35,9.0,11.79,38,28,Good,Low,3,No,80000+,87772.74408131524
Sedan,2,36460,98,3082,29,12.7,12.32,40,28,Good,Low,3,Yes,50000-80000,51347.85050313177
Truck,6,15720,101,2664,31,7.8,12.68,29,32,Moderate,High,2,No,10000-25000,20680.510497940333
SUV,5,225878,98,2545,27,8.3,12.43,41,33,Good,Medium,9,No,50000-80000,60108.48616969232
SUV,9,110765,96,1755,33,14.1,12.39,29,28,Worn,Low,10,No,50000-80000,57341.86734902521
Hatchback,3,168946,91,1370,38,17.9,12.13,39,32,Moderate,Low,1,No,80000+,87216.78383900445
Sedan,10,75942,86,1372,35,13.2,11.9,26,35,Good,Medium,12,No,25000-50000,30336.8434412798
Truck,9,44393,102,871,34,5.5,11.87,30,34,Good,High,12,No,3000-10000,7093.633972778929
SUV,3,53016,96,779,41,13.4,12.7,42,30,Critical,Medium,3,No,25000-50000,33512.99630421945
SUV,11,134015,94,1661,30,8.4,12.0,41,34,Moderate,Low,4,No,80000+,98612.70357549407
SUV,10,66615,91,3155,27,9.7,12.11,34,33,Good,Medium,10,No,80000+,84796.93235442162
SUV,9,5668,89,1148,29,12.0,12.5,33,33,Worn,Medium,4,No,50000-80000,70391.4169635086
Hatchback,8,243703,92,1071,35,14.5,12.37,26,36,Moderate,Low,7,No,50000-80000,57237.82924637492
Hatchback,7,17811,88,3282,39,16.6,12.68,29,36,Good,Medium,9,No,80000+,95568.21108736019
Truck,6,16969,101,1722,26,8.4,11.92,33,32,Moderate,Medium,3,No,25000-50000,43161.160476792465
Truck,2,229070,103,780,33,6.9,12.51,36,32,Worn,Low,4,Yes,25000-50000,33772.94419854983
SUV,12,95918,98,1256,37,10.2,11.97,44,35,Moderate,Medium,1,No,80000+,86040.99126048718
SUV,5,107903,103,2099,28,9.8,12.13,32,33,Good,Medium,8,Yes,50000-80000,73668.16196499427
SUV,5,166651,95,1114,31,7.2,11.91,26,32,Good,Low,1,No,80000+,101237.68737288135
Sedan,2,110102,87,2566,31,15.2,12.76,44,34,Moderate,Low,9,No,50000-80000,51076.10346652266
Sedan,6,13269,93,607,39,12.6,12.4,45,28,Worn,Medium,6,No,50000-80000,55258.661198709146
SUV,5,245248,104,3337,26,11.8,11.8,44,30,Good,Low,4,No,80000+,90430.61461816222
Sedan,8,202364,93,1501,30,14.6,11.98,32,32,Good,Low,2,No,80000+,98690.20102958143
Truck,9,182554,109,3102,20,9.3,11.88,44,33,Good,Low,5,No,10000-25000,13749.640532553
Hatchback,4,156967,97,2031,35,20.8,11.75,43,36,Good,Medium,9,No,50000-80000,64375.954142826304
SUV,7,60464,94,2721,27,7.0,12.63,42,35,Worn,Medium,4,No,50000-80000,56080.876613711174
SUV,8,134940,93,2934,31,14.1,12.27,32,30,Good,Low,3,No,80000+,95915.16859668751
Hatchback,9,173347,92,1676,29,22.2,12.74,30,29,Good,Low,7,No,80000+,85524.90085240493
SUV,3,80254,100,1274,27,8.8,12.04,25,35,Moderate,Low,2,No,80000+,92514.40903557361
SUV,2,38889,88,1064,35,13.3,12.64,38,31,Good,Low,11,No,50000-80000,66390.40857193216
Sedan,10,19824,97,2134,43,12.4,11.98,34,30,Good,Low,7,No,80000+,101489.66209494058
Hatchback,5,118682,88,2856,37,20.7,12.36,26,36,Good,Medium,10,No,80000+,101913.33779925937
Sedan,10,32831,89,1195,33,13.8,12.42,36,28,Good,Low,10,No,80000+,95864.14447498674
Truck,12,52874,111,871,25,4.0,11.8,39,36,Good,Medium,12,No,3000-10000,4577.925351497273
Hatchback,9,229638,95,1171,31,19.6,12.6,29,30,Worn,High,7,No,10000-25000,12352.190946352948
Truck,5,132392,99,637,29,5.9,12.72,32,33,Moderate,Medium,11,Yes,3000-10000,8019.471149189328
SUV,7,122445,108,3392,36,9.4,12.47,42,34,Good,High,12,Yes,3000-10000,6567.594281900341
Truck,8,120757,103,1763,30,4.4,12.59,40,28,Good,High,9,No,10000-25000,24353.290329179774
Truck,11,173812,110,2604,31,8.0,11.88,29,36,Good,Low,1,No,25000-50000,27972.822548028566
Sedan,6,95536,91,1839,44,12.9,12.49,31,36,Good,Low,6,No,80000+,100243.26257033115
SUV,9,87572,99,1891,32,8.6,12.43,45,28,Moderate,High,1,No,25000-50000,28249.064395961384
Hatchback,8,99402,85,631,38,15.2,11.99,34,31,Moderate,Low,2,No,80000+,95285.81422830274
Hatchback,9,232843,89,2038,45,14.9,12.47,42,31,Good,High,2,Yes,50000-80000,53955.145510958195
Sedan,1,173429,87,2964,28,13.9,12.3,25,30,Critical,Medium,10,Yes,10000-25000,22116.808113155144
Truck,10,55434,103,2546,23,7.6,12.51,45,30,Good,High,7,No,10000-25000,19564.50282519452
SUV,8,181114,102,2013,29,11.5,12.68,33,31,Worn,High,9,No,25000-50000,38533.9575318538
Sedan,7,190675,100,1024,44,15.3,11.97,30,31,Moderate,Low,1,No,80000+,95435.55989830491
Sedan,8,154115,100,2663,33,15.2,12.23,29,35,Moderate,Low,11,No,25000-50000,41823.443845355185
Sedan,2,129994,94,1876,39,15.1,11.8,25,32,Good,Low,12,No,50000-80000,58230.71748174394
SUV,2,130638,94,1511,40,12.1,12.66,29,28,Moderate,Low,11,No,50000-80000,53456.24001121677
Truck,7,87595,112,761,29,8.7,12.08,41,30,Good,Low,9,No,25000-50000,41963.781055911124
Truck,6,147949,107,1335,23,8.2,11.98,32,31,Worn,Low,3,No,10000-25000,23088.391312262465
Hatchback,1,212840,88,2575,28,19.2,11.75,32,31,Good,High,1,No,50000-80000,73741.22829783257
SUV,2,78404,102,1788,31,10.5,12.38,29,36,Good,Medium,3,No,50000-80000,66688.41139359857
SUV,7,72657,96,1476,42,10.3,12.49,33,32,Good,High,11,Yes,10000-25000,24689.807375436394
Sedan,3,125183,102,2774,39,13.4,11.83,36,30,Critical,Low,7,No,25000-50000,27615.278647617037
SUV,2,90281,102,1810,34,10.8,11.91,42,28,Moderate,Medium,8,No,50000-80000,64175.46171107888
Hatchback,10,173233,96,2927,30,19.5,12.68,34,28,Worn,High,2,No,25000-50000,25569.07692196945
Sedan,8,212577,96,924,35,13.4,12.33,34,33,Good,Medium,6,No,50000-80000,61331.12310811001
Hatchback,3,8552,91,739,36,16.1,12.7,37,36,Good,Low,12,No,50000-80000,53980.98750020799
Truck,9,248026,111,3386,25,5.9,12.25,33,34,Critical,Low,1,Yes,3000-10000,4481.524753956798
Truck,11,189813,93,729,20,8.3,12.08,30,32,Moderate,High,1,No,10000-25000,18274.109828778193
SUV,5,56337,101,1047,25,11.2,12.38,41,30,Good,High,12,Yes,10000-25000,21607.665201781227
Hatchback,6,133644,97,857,46,13.0,12.3,30,33,Worn,Low,9,No,50000-80000,79699.10894558627
Sedan,2,189158,88,842,28,15.9,12.42,33,32,Good,Low,8,No,80000+,89722.52749519002
Hatchback,7,87978,90,2156,35,18.7,12.6,45,30,Good,Medium,10,Yes,50000-80000,73039.19480819743
Truck,11,138662,97,1886,31,6.6,11.75,25,36,Moderate,High,5,Yes,3000-10000,8910.34760962121
Sedan,9,57615,98,2268,32,14.4,12.11,32,33,Good,High,7,No,25000-50000,49954.61420034065
Sedan,6,133643,99,1563,26,12.5,12.73,36,29,Good,High,12,Yes,3000-10000,9657.322546590389
SUV,6,242081,102,2943,36,11.6,11.93,31,34,Good,Medium,10,No,80000+,89382.08392902953
SUV,8,6126,98,2084,34,9.9,11.83,34,31,Good,High,2,No,50000-80000,79371.05099241846
Hatchback,2,23155,86,2046,48,13.4,12.48,43,35,Moderate,Low,10,No,80000+,90853.75182528811
Truck,10,92662,109,2043,33,3.8,11.73,35,31,Good,Medium,9,No,10000-25000,18429.27052219896
Sedan,9,158565,93,1462,30,12.2,11.93,45,31,Good,High,6,No,25000-50000,38096.81853869269
Sedan,8,238595,86,1633,32,16.1,12.57,40,33,Critical,Medium,12,No,10000-25000,16498.92833888648
Truck,8,38019,102,933,30,6.9,12.38,41,35,Good,High,7,Yes,10000-25000,18912.54695987728
SUV,2,15088,92,704,27,8.6,12.41,35,32,Moderate,Medium,12,No,25000-50000,35417.51812471978
Sedan,1,223139,94,768,38,16.5,12.2,29,35,Good,Low,2,Yes,80000+,85619.4337914853
Hatchback,2,78151,83,776,37,16.8,11.9,42,30,Good,High,7,No,50000-80000,70267.35361202431
SUV,3,76017,103,2571,40,11.7,12.7,25,34,Worn,High,5,No,25000-50000,44204.057534838124
Hatchback,9,30698,93,696,35,19.0,12.29,36,30,Good,Low,2,No,80000+,103892.82772502086
Sedan,3,194752,88,1294,36,13.2,12.33,42,34,Good,Low,11,Yes,50000-80000,58497.36790391758
Hatchback,4,65212,85,2041,40,15.5,12.51,32,33,Good,High,4,No,50000-80000,70266.87520142813
Truck,9,161523,104,2762,25,4.9,12.64,31,28,Moderate,Medium,8,No,25000-50000,27780.460763126775
Sedan,12,240058,84,3302,42,11.9,12.61,30,33,Good,Low,8,Yes,80000+,100486.59345484672
Sedan,10,221763,89,2454,33,16.4,12.54,29,35,Worn,Low,12,Yes,25000-50000,43796.95826949389
Sedan,1,115938,98,944,34,13.0,12.02,32,33,Worn,High,1,No,25000-50000,25214.597384356523
SUV,8,150529,97,2051,40,11.4,12.71,37,33,Good,Low,6,No,80000+,103570.60968222165
Hatchback,12,212273,84,2665,36,19.4,12.7,29,35,Good,Medium,6,No,80000+,90846.3532728547
SUV,7,166848,90,2790,38,8.1,11.77,30,29,Good,Low,8,Yes,80000+,91053.71156127573
Hatchback,2,239850,94,2203,38,19.4,12.34,44,30,Moderate,Medium,4,No,50000-80000,79790.10092908757
Truck,10,165279,108,2430,16,6.9,11.94,43,31,Good,Medium,7,No,3000-10000,7612.313291504672
Sedan,8,58633,98,1523,35,12.6,11.93,27,29,Worn,Low,10,No,50000-80000,64374.74956402876
SUV,11,125565,100,2268,38,13.3,12.77,35,31,Good,Medium,5,No,80000+,90130.23849026153
Truck,4,134995,107,2931,36,8.6,12.33,30,29,Good,High,4,No,10000-25000,12940.395415360626
Sedan,2,205814,100,3245,43,15.6,12.51,27,32,Good,High,8,No,25000-50000,31627.304071558352
Sedan,4,234764,89,3084,28,16.2,12.67,41,30,Moderate,Low,11,No,25000-50000,42442.53871268581
SUV,6,41661,101,1573,43,7.9,12.37,36,35,Moderate,High,8,No,25000-50000,42925.20674880865
SUV,1,182410,87,972,38,8.0,12.12,44,33,Moderate,Low,12,No,50000-80000,73644.96127936413
Hatchback,6,141459,89,868,46,16.0,12.28,38,29,Worn,Low,5,Yes,50000-80000,54186.76888089669
Truck,3,177299,113,2163,24,7.6,11.81,27,33,Good,High,5,Yes,3000-10000,7210.231643461523
SUV,5,141943,98,1531,36,9.2,12.59,29,34,Good,Low,3,No,80000+,96029.45925049123
Truck,4,187429,94,1964,33,10.0,11.74,45,33,Good,Low,6,No,50000-80000,71544.10144380924
Sedan,4,71195,96,3307,33,16.8,12.05,27,32,Critical,Low,11,No,10000-25000,22827.65266316356
Truck,12,90028,106,2284,33,5.8,12.39,29,34,Critical,Medium,11,No,0-3000,953.9666712374337
Sedan,10,115197,98,2011,27,13.7,12.3,28,33,Worn,Low,9,No,50000-80000,53229.25995713341
Hatchback,5,73200,93,1589,36,18.0,12.21,39,34,Moderate,Medium,6,No,50000-80000,50211.014225257844
SUV,10,80368,101,2679,27,7.6,12.44,41,31,Critical,Medium,3,Yes,10000-25000,10434.547045843925
Hatchback,9,37710,92,2502,29,17.8,11.78,38,30,Worn,Low,8,No,50000-80000,78745.02111869057
SUV,8,174627,98,3431,38,11.6,11.94,32,28,Good,Medium,3,No,80000+,86611.29292441448
Truck,9,57141,102,2914,34,9.2,12.68,40,34,Good,Low,7,No,50000-80000,69736.92007996106
Truck,12,122968,97,638,34,7.6,12.76,39,35,Moderate,Medium,6,Yes,10000-25000,14232.632397200083
SUV,4,137979,107,2632,39,12.7,12.77,29,32,Good,Low,1,No,80000+,97459.84823353826
Sedan,9,150826,86,796,32,13.3,12.13,28,34,Moderate,Medium,5,No,50000-80000,75628.48024477878
Hatchback,5,192580,89,2555,39,20.2,11.86,33,36,Critical,Low,10,No,50000-80000,62386.41215426355
SUV,11,17682,99,2361,37,14.1,12.02,39,34,Critical,Low,8,No,50000-80000,66813.0826994429
Truck,1,152853,95,1543,36,7.0,11.79,31,35,Moderate,Low,12,Yes,10000-25000,15238.624544886934
Hatchback,10,37035,91,1416,32,17.4,12.61,39,29,Good,Low,6,No,80000+,89550.23733163693
SUV,8,170579,102,2627,38,8.2,12.13,31,35,Good,Low,8,No,80000+,93713.72481745723
Truck,4,56946,112,866,19,9.0,12.37,26,32,Good,Low,9,No,10000-25000,20126.33321018335
Truck,9,222082,109,1604,37,10.0,12.56,26,33,Worn,Low,6,No,25000-50000,26799.619903453542
Truck,3,160394,101,1514,27,8.8,12.65,26,33,Moderate,Medium,10,No,25000-50000,44290.0202279637
Sedan,4,84087,97,2071,39,12.8,12.56,28,33,Moderate,Low,10,No,50000-80000,64566.863754755854
Hatchback,6,56999,88,3219,34,17.7,12.75,40,30,Good,Medium,6,No,50000-80000,75017.47030927974
Sedan,11,136799,96,2220,30,17.6,12.45,40,35,Worn,Low,11,No,25000-50000,29385.896822002876
Truck,10,94720,103,972,20,4.7,12.02,45,33,Good,High,4,No,3000-10000,4479.793446616814
SUV,6,249219,93,1098,39,9.9,12.46,39,34,Good,Low,12,No,80000+,95564.37171712602
SUV,3,238776,98,1097,22,8.8,12.49,42,33,Worn,Medium,1,No,50000-80000,75622.99771900679
Truck,6,233615,106,2627,30,5.2,12.12,35,36,Worn,Low,7,No,10000-25000,21433.611455907216
Sedan,8,98793,95,1569,29,18.1,12.26,31,29,Moderate,Medium,3,No,25000-50000,47422.103244134014
Truck,6,190804,103,1056,26,10.3,12.43,35,36,Worn,Low,8,No,25000-50000,47746.16578697027
Hatchback,6,209405,94,2222,34,17.2,11.96,39,28,Moderate,Low,2,No,80000+,94715.49476213494
Hatchback,9,87178,94,1602,41,15.4,12.56,37,36,Good,Low,1,No,80000+,103778.90788553037
Truck,9,29656,112,2770,24,4.5,12.07,27,34,Critical,Low,10,No,3000-10000,7379.0516334750255
Hatchback,8,193832,99,2088,30,20.3,12.61,36,32,Good,Low,3,No,50000-80000,58959.72908044212
Hatchback,1,106987,87,2681,39,17.6,11.96,34,34,Moderate,Low,8,No,80000+,90040.98596410728
Truck,12,127497,106,1377,22,10.3,11.82,27,29,Critical,Medium,11,Yes,0-3000,1033.6357460942668
Hatchback,2,123897,92,2107,40,22.7,11.72,38,32,Good,Medium,3,No,80000+,84526.63933552743
Hatchback,1,23445,91,3386,40,18.0,12.78,42,31,Critical,Low,10,No,50000-80000,65536.43026227798
SUV,3,148409,87,2999,30,9.3,12.08,29,36,Critical,Low,1,No,50000-80000,77618.76273435769
Hatchback,5,226259,89,2693,41,16.4,11.78,27,36,Good,High,10,No,50000-80000,77494.48375339931
Truck,1,30232,106,2662,23,4.6,12.33,40,33,Critical,High,9,Yes,0-3000,2628.7730399383004
Hatchback,8,204764,94,1459,37,18.8,12.48,31,34,Moderate,Low,1,No,80000+,85588.16100719427
SUV,12,114433,95,2086,24,7.3,12.61,26,36,Critical,Medium,1,No,25000-50000,40653.22935814972
Sedan,5,57331,85,2549,29,14.2,12.67,42,33,Moderate,High,9,No,25000-50000,42058.92441207476
Hatchback,8,246527,85,1722,43,15.3,11.78,43,32,Good,High,2,Yes,50000-80000,70784.4658900736
Hatchback,1,131277,85,966,37,15.6,12.0,32,29,Moderate,High,5,No,25000-50000,31241.9214312985
SUV,1,198250,102,3116,34,7.6,11.72,33,32,Good,Low,3,No,80000+,84461.55109811045
SUV,2,61603,101,2836,36,12.7,12.67,44,33,Moderate,Low,4,Yes,50000-80000,78024.50682960512
SUV,2,210179,100,1497,35,14.0,12.49,34,36,Worn,Low,1,No,80000+,93455.37747238978
Hatchback,7,35116,96,1255,36,20.2,11.74,32,30,Good,Low,12,Yes,25000-50000,38687.16837063705
Hatchback,11,222004,90,791,35,19.0,12.11,30,31,Good,Low,7,Yes,50000-80000,69546.00298719341
Truck,9,67077,114,858,22,8.9,11.83,34,33,Worn,Medium,5,No,10000-25000,24944.523293694438
Sedan,10,183996,91,2426,32,15.2,11.85,44,33,Critical,Medium,8,No,25000-50000,44877.718551738595
Truck,6,24045,106,2475,35,5.9,11.95,32,31,Good,Medium,8,Yes,10000-25000,14647.309631695764
Truck,9,52720,103,1839,32,6.1,12.76,32,29,Good,Low,3,No,50000-80000,57734.4698666784
Truck,9,239848,97,2311,25,10.0,11.76,32,29,Good,Low,8,No,50000-80000,73495.46733524874
Hatchback,4,52445,92,1600,29,16.1,12.19,28,29,Good,Low,5,Yes,50000-80000,79900.68380495216
Hatchback,4,191914,95,944,38,17.2,11.89,31,35,Good,Medium,4,No,50000-80000,72806.8032887767
Truck,4,176117,96,897,35,4.9,11.88,45,29,Critical,Low,1,No,25000-50000,48940.503015724425
Truck,9,196704,98,3298,19,4.0,12.76,44,36,Good,High,3,Yes,3000-10000,9123.64910464598
Truck,5,242622,99,2677,28,9.1,12.39,34,32,Good,High,5,Yes,10000-25000,19760.384846733094
SUV,2,238795,106,1790,30,12.7,12.58,44,35,Good,Low,10,No,50000-80000,75824.98145589448
SUV,8,242605,94,3259,39,14.5,12.3,27,35,Moderate,Low,3,No,80000+,85999.95066432231
Truck,3,181090,102,2847,22,6.4,11.83,31,29,Good,Low,10,No,50000-80000,50807.8657057722
Truck,9,141541,96,848,26,5.9,11.86,40,30,Good,Low,11,No,25000-50000,37887.67585837843
Sedan,7,105869,86,3190,31,14.5,12.8,39,29,Moderate,Medium,6,No,50000-80000,65360.61499349375
Truck,5,161122,108,1390,17,6.0,11.7,44,34,Moderate,Medium,3,No,3000-10000,6019.707009211925
SUV,11,71633,91,1645,42,8.9,12.17,38,34,Moderate,Low,6,No,80000+,91448.02917844265
Hatchback,6,195239,91,1070,41,15.7,11.73,32,30,Good,Low,3,No,80000+,85691.19088730798
SUV,4,198820,90,2033,29,13.1,12.71,31,34,Moderate,Low,11,No,50000-80000,74545.6635239052
Hatchback,8,118073,89,1172,39,18.3,12.03,31,32,Moderate,Low,10,No,80000+,93203.93493649332
SUV,6,93419,94,3276,28,13.4,12.29,33,28,Good,Low,2,No,80000+,99145.99494818087
Hatchback,7,24492,90,2837,40,14.7,11.87,34,33,Good,High,10,Yes,25000-50000,47901.99601602835
Hatchback,8,189382,85,3290,39,17.8,12.72,37,33,Good,High,2,No,50000-80000,60635.11238984145
Hatchback,8,167608,93,3431,37,16.7,11.71,41,30,Worn,High,8,No,25000-50000,28194.885959158146
SUV,6,199242,101,1142,31,10.3,11.71,36,33,Critical,Low,2,No,50000-80000,59474.0332101678
Sedan,3,203666,98,2144,37,17.0,11.71,27,34,Good,Medium,8,No,50000-80000,67185.79160726393
SUV,2,12094,106,2566,39,9.4,11.75,27,33,Good,Low,5,No,50000-80000,54385.31836356921
Hatchback,6,113453,99,1498,32,19.0,12.26,45,36,Good,High,12,No,10000-25000,23434.183852976657
Truck,2,27762,106,3417,26,9.9,11.76,25,31,Good,High,6,No,3000-10000,7646.510498830136
Hatchback,1,240506,92,1187,46,18.5,12.18,25,28,Critical,Medium,9,No,25000-50000,25308.29744466047
Hatchback,7,167675,89,2592,39,20.6,12.69,40,32,Moderate,Low,11,No,50000-80000,61283.494380690805
SUV,12,229813,88,2360,32,8.8,12.57,35,34,Critical,Low,1,Yes,50000-80000,67679.0661507
Truck,2,215267,106,1659,28,7.1,12.37,32,31,Good,Low,1,Yes,25000-50000,32843.96893552439
Hatchback,11,210743,87,2594,41,15.8,12.57,31,32,Good,Low,1,Yes,80000+,102631.43187375963
