Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Truck,4,8316,108,2645,32,15.6,11.31,35,71,Good,Medium,2,No,53302–79122
SUV,6,31752,108,2855,35,8.0,12.21,44,34,Moderate,Medium,12,Yes,41350–51488
Hatchback,14,123924,109,2107,20,13.9,12.19,38,81,Worn,Medium,4,Yes,36696–53514
Hatchback,3,147576,98,1543,39,12.9,11.11,33,72,Moderate,High,10,No,51097–57545
Truck,10,198547,92,1781,34,19.8,11.48,30,68,Moderate,Medium,10,No,39763–55441
Hatchback,7,185145,108,1617,36,11.8,11.66,43,32,Critical,High,9,No,29125–50891
Sedan,10,99379,101,2756,39,17.8,12.43,38,99,Worn,Low,2,No,60629–68763
Truck,10,62636,104,1568,37,7.7,12.42,34,59,Moderate,Medium,6,No,46493–53503
Hatchback,11,56710,98,1601,34,15.4,12.17,41,30,Critical,Low,10,Yes,53248–57990
Hatchback,7,126744,93,2977,34,15.7,11.55,39,62,Good,Medium,5,No,44563–72479
SUV,6,49293,91,1820,42,16.0,12.28,37,99,Good,Low,6,No,62978–78028
SUV,2,124023,100,2521,25,8.2,11.33,41,41,Moderate,Medium,6,No,53474–74264
Hatchback,8,46835,102,1529,31,18.3,12.54,43,57,Worn,Low,1,Yes,56561–71585
SUV,13,187905,101,1738,21,16.4,11.13,41,36,Worn,Medium,9,No,39629–47441
Hatchback,9,22055,100,1814,29,18.6,11.58,43,70,Moderate,Low,3,Yes,52953–70339
Truck,7,84564,107,2078,29,11.3,12.43,44,54,Worn,High,7,Yes,35884–43918
Hatchback,7,168483,90,2120,36,17.8,11.17,41,41,Critical,Low,8,Yes,52671–63559
Sedan,2,188891,93,1939,26,13.4,12.0,45,90,Worn,Low,5,Yes,73076–86358
Truck,7,64730,108,1687,36,8.6,11.22,38,85,Critical,Medium,2,No,47692–70522
Hatchback,11,144434,95,2832,47,18.5,12.23,39,55,Critical,Low,10,Yes,37050–63600
Truck,11,135308,88,1898,48,13.6,12.69,40,77,Good,Medium,5,No,43964–53470
Sedan,9,123818,90,1574,33,5.3,12.79,37,35,Critical,Medium,10,Yes,36071–55675
SUV,12,7415,95,2212,22,11.6,12.61,37,60,Critical,High,3,No,33834–50198
Truck,7,134118,110,2004,26,12.9,11.43,37,72,Moderate,High,12,Yes,32522–39690
SUV,1,176405,89,1622,25,8.3,12.81,41,47,Worn,Medium,1,Yes,61835–87701
Hatchback,8,16814,107,1891,27,12.2,11.11,33,50,Critical,High,3,No,39915–65239
Sedan,2,144359,89,2416,34,9.5,12.18,43,72,Worn,Low,2,No,78202–84904
Hatchback,7,127398,89,1573,49,15.0,12.93,36,51,Moderate,Medium,2,No,63628–71354
SUV,11,61145,100,2432,44,6.1,12.63,36,97,Good,Low,3,Yes,61338–75400
SUV,10,128361,104,2720,42,8.3,12.89,38,105,Moderate,Low,1,No,58125–68241
Truck,4,80620,109,2783,47,8.5,11.4,43,33,Critical,High,7,Yes,35954–56748
Sedan,1,45459,98,2474,35,19.2,11.72,31,46,Moderate,Medium,10,Yes,59019–73621
Sedan,5,22186,104,1697,41,8.5,11.4,44,32,Worn,High,12,Yes,40053–60147
Hatchback,15,66133,86,2437,40,17.2,11.8,36,106,Worn,Low,4,No,40840–66190
Hatchback,2,54992,107,2991,20,8.6,11.77,36,70,Critical,Low,4,Yes,62200–72716
SUV,2,96399,98,2147,25,17.7,12.21,33,48,Good,Medium,8,No,47912–77406
Sedan,11,94312,104,1619,33,8.0,12.84,32,59,Moderate,High,8,Yes,32479–35941
Hatchback,2,192873,110,2124,25,9.6,12.63,31,103,Moderate,Medium,6,No,58894–69876
Hatchback,10,18383,108,2002,27,13.2,11.91,37,72,Critical,Medium,12,Yes,46249–55303
SUV,7,96081,88,1655,42,13.8,11.76,42,35,Critical,High,2,Yes,50555–63475
Hatchback,1,151535,105,2581,22,9.1,12.76,31,104,Moderate,High,10,No,49429–54793
SUV,14,48589,85,2022,47,14.0,11.21,31,34,Critical,Low,9,No,43706–65040
SUV,4,162229,105,2226,43,8.6,12.6,39,41,Moderate,High,1,Yes,50750–61390
Sedan,1,190632,109,2243,38,10.6,11.15,39,53,Critical,Medium,6,No,56433–78295
SUV,11,116588,97,1629,47,8.6,12.51,33,98,Worn,High,9,Yes,43372–46308
Sedan,9,140606,88,2144,34,18.4,11.59,44,47,Worn,Medium,3,Yes,54314–63098
Sedan,2,73249,88,2858,28,15.1,11.39,43,104,Worn,Low,9,Yes,72569–83239
Truck,6,109118,92,1899,47,19.0,12.7,42,35,Good,High,9,No,31607–50601
Sedan,13,154748,106,1956,37,13.6,12.73,45,102,Moderate,High,4,No,29027–50721
SUV,9,23361,100,2219,38,7.7,12.51,39,34,Moderate,High,2,No,39442–54204
SUV,4,184373,92,2751,48,15.9,12.28,42,73,Moderate,Low,11,Yes,54074–75222
Hatchback,13,98295,107,2556,27,17.9,11.21,45,93,Critical,Low,4,Yes,37959–61811
Truck,10,15609,91,2934,38,16.0,11.44,33,58,Good,Medium,2,Yes,62242–67076
Sedan,11,185786,100,1846,36,8.5,12.04,42,110,Good,High,3,Yes,32348–57152
Sedan,1,50910,97,2490,49,8.7,12.81,44,102,Moderate,Medium,9,No,54647–76739
Hatchback,2,113790,107,1749,34,12.2,12.97,45,49,Good,High,7,Yes,53434–58906
SUV,15,142843,92,1869,37,16.0,11.37,44,95,Critical,Medium,11,No,42790–51320
Truck,11,7279,87,2867,44,10.4,11.21,44,74,Worn,High,2,Yes,32131–58597
Truck,8,164478,91,2763,22,16.7,11.78,43,52,Moderate,Medium,7,No,50677–68167
Hatchback,6,122793,92,2951,45,11.3,12.02,43,74,Critical,Medium,8,No,48570–66138
Sedan,1,130680,91,2161,28,15.0,11.48,43,83,Good,High,7,No,39812–60992
SUV,3,92830,86,2298,48,8.0,11.08,37,104,Good,Low,6,No,66276–77462
SUV,9,15498,105,2530,47,8.6,11.55,31,88,Worn,High,7,Yes,37493–51897
SUV,12,61368,90,2834,38,12.9,11.33,32,95,Critical,Low,4,No,59395–75605
Sedan,1,36943,104,2709,45,15.3,11.16,39,49,Worn,Low,5,No,79057–82295
Hatchback,9,14645,106,2045,42,15.0,12.53,41,68,Good,High,12,Yes,37609–48737
Sedan,2,151713,101,1748,42,9.9,11.89,33,103,Worn,Medium,9,Yes,48486–74020
Truck,10,132899,108,2959,44,17.8,11.57,39,54,Good,Medium,2,Yes,43801–69721
Hatchback,12,80656,107,2018,47,11.1,11.88,33,103,Good,Medium,3,No,48403–62889
Sedan,5,50675,87,2875,36,15.9,12.27,30,40,Critical,Low,2,Yes,57530–86068
Truck,2,165301,97,2014,21,12.0,11.84,31,91,Moderate,Medium,2,Yes,58436–80996
Sedan,11,99687,106,1595,20,19.6,12.13,44,87,Worn,High,10,Yes,19454–43832
Sedan,10,114782,87,2069,46,19.2,11.21,44,94,Worn,Medium,10,Yes,46193–63529
Hatchback,15,55987,109,2584,30,15.9,12.8,44,49,Good,High,5,No,33593–41123
Truck,12,111550,102,2473,27,5.2,12.83,34,32,Worn,Medium,6,Yes,38898–63858
SUV,8,18680,98,1620,46,16.4,12.18,42,32,Critical,Low,12,Yes,48013–74927
SUV,3,99392,103,2849,49,14.1,11.78,34,55,Critical,Medium,2,No,52132–81864
SUV,15,83535,98,2835,20,11.4,11.18,39,97,Good,Medium,2,No,49537–53787
Truck,4,147891,89,2793,24,14.2,11.16,31,100,Worn,Medium,4,No,57025–81785
Truck,13,50996,98,2591,49,9.3,11.22,35,73,Worn,Medium,10,Yes,40406–56110
Truck,8,106981,108,2029,30,17.2,12.97,36,67,Moderate,Low,3,Yes,53544–75908
SUV,5,139094,100,2886,45,8.8,11.01,43,48,Critical,Medium,2,No,49078–73212
Hatchback,6,163014,104,2529,29,14.9,12.17,30,76,Critical,High,12,No,29846–54270
Truck,3,36060,110,2221,34,18.0,12.42,40,40,Moderate,High,6,No,43749–68897
Hatchback,15,67948,94,2964,43,8.5,12.67,37,62,Critical,High,2,No,34669–50973
Sedan,2,160564,88,2020,20,6.9,12.4,44,31,Moderate,Low,6,No,69555–75763
Sedan,11,98177,91,1609,30,14.1,12.64,32,37,Good,High,8,No,41995–46663
Sedan,5,188826,100,2773,49,7.5,11.67,43,54,Worn,Medium,4,Yes,43655–73275
Sedan,15,174737,95,2571,26,12.5,12.33,33,70,Moderate,Medium,5,No,34447–46933
Hatchback,10,154597,85,1617,20,16.4,11.04,35,105,Good,Low,11,No,42550–71674
Hatchback,6,41262,106,2030,39,12.5,11.61,40,85,Moderate,Low,10,Yes,48470–66662
Hatchback,15,70878,101,2094,40,7.6,12.49,42,48,Worn,Low,7,Yes,35982–58594
Truck,15,154553,91,1715,43,15.3,12.83,31,42,Moderate,High,5,Yes,21541–50045
SUV,1,84041,99,2054,21,17.8,12.59,35,36,Moderate,High,11,Yes,47310–64126
SUV,1,62406,109,2874,32,11.9,11.33,41,74,Good,Low,6,No,68884–80278
Sedan,3,41906,101,1641,21,9.3,11.08,32,67,Moderate,High,8,Yes,49605–52785
SUV,11,7273,104,1865,36,7.6,12.13,33,85,Worn,Medium,8,Yes,45722–54098
Sedan,4,54995,102,1899,47,11.9,12.92,37,89,Moderate,Low,4,No,57589–81499
Sedan,2,174674,96,2384,42,6.7,11.5,35,54,Worn,Medium,5,Yes,59720–86004
Truck,10,73053,92,2561,25,8.7,12.32,43,98,Worn,High,6,No,36074–43612
Sedan,15,81857,100,1780,30,16.1,12.15,34,54,Critical,Medium,4,No,39792–61750
SUV,3,150117,103,2620,24,13.3,12.72,33,50,Worn,Low,5,Yes,57990–84102
Sedan,2,19572,97,2439,50,10.6,11.88,45,82,Moderate,Low,4,Yes,79086–84618
Truck,7,54823,85,2962,39,6.5,12.48,37,88,Critical,Low,12,Yes,51280–73180
Truck,11,71895,101,2088,32,5.1,11.08,35,77,Worn,Medium,4,Yes,45066–55978
Truck,6,50469,94,2926,37,12.0,11.43,36,96,Worn,Medium,6,Yes,56417–67015
SUV,15,48652,110,1506,27,12.3,11.8,36,72,Good,Low,2,Yes,54460–65026
SUV,3,133792,91,2678,23,16.9,12.97,36,95,Critical,High,11,No,33924–62868
Hatchback,6,27912,90,2238,48,7.4,11.92,31,71,Good,High,4,No,37420–55108
SUV,5,102094,86,2985,44,12.9,12.61,41,93,Moderate,Medium,11,No,47617–76539
Sedan,12,155657,86,2558,40,18.6,11.02,37,40,Good,Low,5,Yes,56188–74102
Hatchback,14,50266,90,2871,22,6.8,12.51,41,33,Worn,Medium,12,No,27783–52691
Hatchback,1,196474,95,2244,26,10.7,12.38,36,89,Good,High,5,No,46705–68285
Truck,4,86673,100,1691,30,7.2,12.87,44,96,Moderate,High,1,No,52737–67427
Sedan,8,87000,103,2210,32,15.2,12.86,31,106,Moderate,High,1,No,45924–48334
Sedan,5,10286,107,2456,46,17.6,12.18,34,102,Moderate,Low,12,Yes,56255–73391
Truck,10,127691,91,2843,27,15.1,11.93,34,107,Good,Medium,12,Yes,46452–51234
SUV,8,64424,95,1919,47,7.5,12.41,42,100,Moderate,Low,2,Yes,72079–77149
SUV,12,64793,103,1611,47,15.1,11.46,44,37,Worn,High,1,Yes,40637–57767
SUV,2,39783,98,1707,28,12.0,12.44,31,54,Worn,High,9,No,43562–62084
Hatchback,3,132652,89,2031,44,8.3,12.16,37,95,Critical,Low,7,No,59826–70306
Truck,2,174621,95,2013,35,9.4,11.71,33,71,Worn,High,9,Yes,48312–51366
SUV,1,125592,110,2613,20,7.9,11.88,30,85,Good,High,9,No,40598–66580
Truck,4,33955,106,1577,32,13.1,11.62,37,35,Good,Medium,11,No,50636–75446
Hatchback,13,65795,110,2003,42,7.6,12.78,43,41,Worn,High,7,No,22326–49456
Sedan,7,30878,110,2443,40,5.6,12.59,43,64,Critical,Medium,11,No,44225–54301
SUV,1,101935,100,2379,41,5.4,12.56,39,34,Critical,Low,12,No,67060–81720
SUV,8,131053,105,1889,26,12.4,12.36,41,39,Critical,Medium,11,Yes,39945–51631
Truck,5,25951,90,2059,43,5.5,11.69,43,43,Worn,Low,6,No,68302–86108
Sedan,14,164828,98,1629,38,16.2,11.05,36,77,Moderate,High,11,No,21814–35636
SUV,13,178298,98,1689,23,16.0,12.46,30,104,Worn,Low,12,No,42958–51086
Hatchback,6,174891,109,2864,28,8.3,12.15,35,76,Good,Medium,12,Yes,52099–59315
Hatchback,10,43124,85,1941,23,11.7,11.81,44,87,Moderate,Low,4,No,45834–72306
SUV,13,19583,99,2858,22,12.1,11.46,38,57,Critical,High,1,No,29728–43224
Truck,6,91851,87,2576,40,5.1,12.88,34,103,Critical,Low,3,No,65207–77313
SUV,10,58375,105,2848,35,12.1,12.89,38,87,Moderate,Low,5,No,46014–73902
Hatchback,2,59298,98,1917,31,16.4,12.4,34,110,Good,High,8,No,39858–65080
Hatchback,11,157341,97,1989,20,15.7,12.66,41,68,Moderate,High,3,Yes,39084–59074
Sedan,4,58656,89,1898,38,5.1,12.45,42,37,Critical,High,6,No,51070–67870
Truck,13,106006,102,1536,47,14.1,11.94,36,71,Good,High,1,No,36664–47886
SUV,15,5268,105,1707,48,11.6,11.14,43,106,Critical,Medium,4,No,38649–56807
Truck,8,78777,104,2181,21,16.5,11.41,37,64,Critical,Medium,3,Yes,40322–67264
Hatchback,7,64129,109,1612,43,7.5,12.34,45,101,Good,Low,7,Yes,44967–71157
Hatchback,8,68933,93,1728,35,9.9,12.54,33,45,Moderate,High,8,No,31669–46957
SUV,13,26500,108,2958,28,5.3,12.14,31,87,Good,Low,10,Yes,52314–60786
Truck,2,54877,87,1605,21,14.1,12.49,44,35,Good,Low,10,No,63272–83064
Truck,2,123173,98,2192,48,11.1,12.64,45,100,Good,High,4,No,52101–56775
Sedan,4,139613,106,2541,28,8.4,12.91,39,59,Moderate,Medium,10,Yes,52695–66201
Hatchback,11,117033,88,2135,50,5.2,12.47,44,94,Critical,Low,11,Yes,59753–65463
Sedan,12,123141,99,1624,50,9.8,12.58,38,35,Worn,Medium,2,No,47055–59219
Hatchback,13,39174,96,2087,46,17.0,11.1,45,63,Moderate,Low,2,No,45727–75293
Sedan,3,196785,106,2807,44,13.2,12.13,31,58,Good,High,3,Yes,37600–60310
SUV,11,21053,89,2654,22,14.0,12.05,33,58,Worn,Medium,12,No,37890–48066
SUV,3,38946,96,2924,22,18.8,12.01,41,80,Worn,High,5,Yes,47447–75289
SUV,15,99851,98,1845,29,8.5,12.22,38,91,Worn,Medium,10,No,35585–58917
Truck,8,148347,106,2308,24,6.7,11.99,42,35,Worn,Medium,9,Yes,40824–63592
Truck,3,95628,110,1965,29,8.8,12.65,40,44,Critical,High,1,No,42790–72336
Truck,8,138353,95,2434,30,19.2,11.04,43,102,Good,Medium,9,Yes,36882–64286
SUV,3,118636,103,2402,48,19.7,11.51,37,89,Critical,Low,9,Yes,71490–78182
Hatchback,12,5716,90,2516,46,16.3,12.39,40,44,Good,High,1,No,37150–58464
Sedan,4,169469,107,2396,40,15.2,12.63,40,88,Worn,High,6,Yes,42628–53866
Hatchback,3,142140,100,2282,30,8.4,12.67,36,42,Moderate,Medium,6,Yes,64052–70660
Hatchback,15,88187,86,2746,43,16.8,11.08,40,31,Moderate,High,3,No,40049–50709
Sedan,8,14519,98,2048,48,12.2,11.57,34,37,Worn,High,1,Yes,51682–58578
Truck,1,24504,88,2217,45,13.4,12.05,42,97,Good,Low,9,No,70804–86078
Hatchback,6,70809,88,2866,29,12.7,11.01,42,48,Critical,High,1,No,45428–67612
SUV,9,64350,106,2863,47,13.8,11.83,32,48,Critical,High,7,Yes,35128–46926
Truck,14,169491,97,1585,25,6.1,12.41,39,56,Moderate,Low,2,Yes,43675–65797
SUV,11,71696,101,2603,43,16.4,12.08,37,104,Critical,Medium,8,No,41863–56083
Hatchback,1,170639,85,2899,20,13.9,12.2,40,108,Moderate,High,1,No,57277–71387
Hatchback,5,74294,94,2545,36,12.9,11.78,41,50,Worn,High,5,No,46124–61614
Hatchback,15,179491,85,1592,45,13.4,12.97,38,104,Good,High,8,Yes,17223–40469
SUV,3,128378,102,2421,33,6.7,11.04,37,80,Good,High,11,Yes,29616–55270
Sedan,9,136344,94,2700,47,9.5,12.34,43,86,Worn,High,9,No,32347–46705
Truck,15,121031,108,2465,32,18.9,12.48,45,53,Worn,Low,5,Yes,48285–65661
Truck,9,171365,101,2254,28,10.4,12.2,43,46,Good,Medium,6,Yes,42583–62529
Hatchback,1,63960,105,2786,36,12.5,12.51,43,90,Moderate,High,7,No,42781–66071
Hatchback,14,109225,87,2465,46,10.1,12.15,37,50,Critical,Low,4,Yes,50880–75678
Truck,6,63575,91,2602,31,10.1,12.4,40,35,Worn,Medium,11,Yes,49089–56163
Sedan,14,114567,94,2778,36,9.5,11.42,38,106,Moderate,High,8,Yes,29624–48778
Sedan,7,63028,93,1696,41,17.1,12.7,34,73,Good,Low,3,No,52788–72826
SUV,13,136175,89,1613,25,11.4,12.97,32,30,Good,Medium,3,No,44397–47841
Hatchback,11,138965,99,1665,44,12.9,12.32,40,90,Worn,High,10,No,29403–44809
Hatchback,1,162355,107,2443,26,10.7,11.33,39,78,Good,Medium,5,No,63961–67181
Hatchback,15,63256,93,2845,40,7.2,11.94,39,67,Critical,High,2,Yes,31347–36349
Hatchback,8,121516,103,2643,39,6.4,12.19,31,46,Moderate,High,11,No,27787–57149
Hatchback,7,6488,93,2272,48,6.9,12.02,38,84,Moderate,High,11,No,44765–54727
SUV,10,198981,86,2546,38,7.0,11.68,41,107,Worn,Medium,2,Yes,39010–65614
Hatchback,14,175529,95,2940,41,6.1,12.39,40,76,Moderate,High,2,Yes,29454–51476
Hatchback,11,184469,89,2253,48,13.0,11.46,32,89,Critical,High,2,No,31310–56998
Hatchback,4,67970,95,2848,32,9.9,11.25,41,50,Worn,Medium,10,Yes,55399–64361
Hatchback,7,82836,107,2825,36,16.2,12.6,34,57,Critical,Low,2,Yes,52133–68689
Sedan,14,147928,100,1874,28,12.7,11.78,45,70,Critical,High,5,No,27557–47821
Truck,5,163449,109,2777,48,16.9,11.74,31,68,Moderate,Medium,1,Yes,57009–64505
SUV,13,103594,99,1863,23,6.3,11.07,42,39,Critical,Medium,9,No,45767–54463
Truck,9,196990,102,2062,23,17.2,11.0,30,64,Good,Medium,3,No,46691–71335
Sedan,15,45810,95,2668,42,13.5,12.48,45,41,Critical,Medium,8,No,36672–65824
SUV,6,138100,99,2372,48,10.9,11.9,37,88,Critical,Low,7,No,57877–81415
Sedan,1,157190,93,2269,40,14.6,12.94,31,64,Critical,High,10,Yes,44560–74026
SUV,1,72242,108,1806,23,9.5,11.71,39,33,Critical,Medium,5,No,50424–77864
Hatchback,3,82688,107,2332,26,9.2,11.61,33,44,Worn,High,11,No,40651–54551
SUV,2,65742,89,1533,26,15.4,11.32,45,43,Good,High,2,Yes,50090–66128
Sedan,14,25965,110,2692,37,15.6,11.03,43,55,Good,Low,1,Yes,42886–63550
Hatchback,2,22964,104,2144,33,18.6,12.93,33,32,Moderate,High,3,No,45170–63732
SUV,11,158704,108,1968,48,16.5,12.33,43,91,Moderate,High,12,No,31512–35970
Hatchback,2,38591,103,2336,33,6.4,11.81,35,37,Good,Medium,3,Yes,60820–82570
Sedan,3,162778,110,2549,28,10.8,11.57,41,96,Moderate,Low,7,No,64546–67598
SUV,7,78183,109,1925,28,12.6,12.56,32,92,Worn,Low,9,No,54670–67686
Truck,3,175123,91,2806,42,6.4,11.27,43,65,Moderate,High,2,No,39780–63694
SUV,4,110864,106,2819,29,5.6,12.78,30,87,Critical,High,1,Yes,42441–60429
SUV,11,145107,101,2688,40,7.8,11.06,36,40,Critical,High,1,Yes,31919–55227
Truck,15,190663,98,2478,27,11.5,12.73,42,58,Critical,Low,4,No,58260–64184
Truck,4,27731,89,2913,26,9.4,12.06,32,49,Critical,Low,4,No,61655–85087
Hatchback,8,119456,100,2295,31,12.6,11.85,40,63,Moderate,Low,2,Yes,67226–72346
Truck,10,174294,92,2706,27,7.3,11.59,40,30,Worn,Medium,6,No,44573–52869
Truck,7,36624,108,1804,38,18.0,11.95,37,30,Good,Low,8,No,66515–71911
Sedan,2,186443,95,1957,37,11.9,12.06,40,43,Critical,High,7,No,32880–62552
SUV,2,112803,94,2130,26,7.2,11.52,38,47,Worn,Low,9,Yes,58174–85652
Sedan,2,119506,102,2088,38,12.1,11.94,39,102,Critical,High,4,Yes,49393–56107
Truck,12,192683,91,1628,20,5.5,12.15,34,89,Moderate,High,1,Yes,35505–60491
Truck,12,54238,110,1757,26,16.3,11.17,39,82,Moderate,Medium,6,No,39939–51967
Truck,3,120583,87,1817,32,18.6,11.16,31,77,Critical,High,5,Yes,50007–56077
Truck,1,158093,102,1783,33,18.0,11.08,37,59,Good,High,1,Yes,43498–68580
Sedan,4,186304,97,1840,28,10.9,11.78,42,60,Worn,Medium,11,No,60682–65878
Truck,12,136289,86,2248,30,11.8,11.88,42,55,Good,Medium,3,No,44805–64467
Sedan,14,10355,104,2917,33,6.9,11.21,30,47,Good,Low,11,Yes,37130–59854
SUV,8,155701,88,1970,23,12.3,12.72,34,99,Good,High,6,No,32246–59656
SUV,7,64420,101,1980,29,19.3,11.17,31,50,Critical,Low,6,No,64656–76610
Hatchback,6,28352,104,1500,42,10.4,11.11,39,75,Good,Medium,11,No,44057–60393
SUV,6,187653,88,1660,22,16.4,12.29,34,45,Worn,High,4,No,36996–66014
SUV,8,170002,93,1795,20,8.1,12.95,45,45,Moderate,Medium,9,No,45509–68557
Sedan,5,86438,100,2742,38,11.6,12.33,30,85,Moderate,Low,5,Yes,65005–68143
SUV,2,54795,103,2273,43,15.7,12.39,39,33,Moderate,High,2,No,62206–65382
Hatchback,12,145270,91,1995,45,8.5,12.93,35,69,Critical,Low,3,No,59305–76385
SUV,1,176278,102,2489,46,19.7,11.61,33,64,Moderate,Medium,9,No,57392–81638
Truck,15,169325,95,1558,49,11.5,11.05,40,85,Moderate,Low,5,No,48050–61008
SUV,3,140652,97,2833,34,17.3,11.95,37,71,Worn,High,3,Yes,49871–67895
Truck,13,58999,92,2206,40,6.2,12.34,36,80,Worn,Medium,6,Yes,43728–62302
Truck,6,156508,102,2662,22,19.2,12.11,37,34,Good,Low,10,No,57059–65601
Hatchback,1,9198,102,1834,34,19.3,11.6,41,88,Good,Low,10,Yes,75791–80825
Sedan,10,50948,102,1956,32,6.8,11.45,42,65,Critical,High,12,No,37891–40737
SUV,15,147288,104,1828,23,12.9,11.97,39,35,Critical,Low,2,Yes,43716–60310
Truck,11,23136,93,2826,28,9.4,12.43,36,43,Worn,High,5,No,36287–55199
Hatchback,1,95549,106,2450,26,5.8,12.71,36,80,Good,High,5,Yes,43264–61324
SUV,12,5929,107,2398,50,6.5,11.16,41,94,Critical,High,8,No,34909–49315
Sedan,14,154335,106,1776,21,7.8,12.67,36,105,Critical,Medium,5,Yes,39448–54644
Hatchback,5,113981,87,2930,44,5.6,12.8,40,45,Moderate,High,11,Yes,40233–67981
Sedan,15,190581,92,2202,20,8.0,12.61,37,107,Critical,High,4,No,28330–39504
SUV,15,185132,103,1976,43,18.2,12.27,41,46,Worn,High,8,No,24178–53646
Hatchback,14,64327,95,2857,46,13.8,12.57,35,89,Good,High,9,Yes,33339–49617
SUV,3,189504,93,1720,25,8.6,12.03,30,75,Critical,Low,1,No,59759–83375
Hatchback,15,129701,103,2280,33,11.7,12.13,40,36,Good,High,2,No,31969–41737
Truck,6,104063,89,1841,45,11.2,12.87,44,74,Critical,Low,11,Yes,59316–81178
SUV,6,110517,108,2345,36,12.6,12.87,34,56,Worn,Medium,10,Yes,40845–69439
SUV,9,18477,110,2556,21,18.3,11.61,40,37,Moderate,Medium,6,No,35436–55970
Sedan,15,67919,108,1831,25,12.2,12.44,45,48,Worn,Medium,1,Yes,36363–47209
Truck,7,117519,96,1687,29,10.9,11.99,37,72,Moderate,High,11,No,29525–43391
SUV,15,78208,106,2387,32,16.6,12.29,33,54,Worn,Low,8,Yes,50792–61478
Truck,2,25870,104,2228,24,14.0,11.98,40,51,Critical,Low,6,Yes,64639–80345
Sedan,1,77542,106,1953,38,13.4,12.19,32,105,Worn,High,10,Yes,38049–58791
Truck,14,100079,103,2421,33,12.4,11.33,36,107,Good,Low,4,No,53432–66490
SUV,14,107234,107,2623,20,9.4,12.32,35,62,Good,Medium,5,No,34914–44402
Sedan,10,72227,102,2743,49,13.3,12.02,34,85,Critical,Medium,3,Yes,40756–61252
Hatchback,10,134799,93,2541,37,13.7,11.38,39,54,Good,Medium,8,No,41071–63217
Sedan,14,18442,99,2758,21,8.7,12.28,43,73,Worn,High,11,Yes,26557–31439
Sedan,14,78345,98,1894,34,15.0,11.61,33,70,Good,Low,6,Yes,50279–55331
SUV,11,38385,95,2347,41,16.5,11.0,44,63,Good,High,12,Yes,28156–48474
Truck,9,31665,87,2007,40,16.5,12.76,31,88,Moderate,Low,10,No,44950–66766
Hatchback,1,158611,106,2497,29,5.4,11.43,42,86,Worn,Medium,3,Yes,66942–78684
SUV,10,80064,109,2552,39,9.5,12.85,37,74,Good,High,12,No,19875–45875
SUV,7,177019,105,2746,32,14.8,12.93,33,89,Worn,High,6,No,37904–47702
Truck,3,37506,90,2943,23,8.0,11.84,45,93,Worn,High,9,No,51616–55634
Truck,3,10629,97,2283,27,11.9,12.6,42,63,Worn,Low,2,No,65686–83708
SUV,2,179529,96,2541,42,13.7,11.76,40,63,Critical,High,9,No,41409–53187
Truck,13,114414,101,1578,37,7.9,11.45,30,30,Worn,Medium,8,Yes,34326–49272
SUV,11,64904,92,2719,45,19.7,12.06,34,38,Good,Medium,4,Yes,43787–58249
Hatchback,15,29986,94,2655,38,11.6,12.43,31,88,Good,Low,12,No,40928–52694
Sedan,3,188477,92,2353,26,16.3,11.5,37,45,Good,Medium,12,Yes,42874–65892
Sedan,3,144938,88,2370,46,9.2,11.73,35,70,Worn,High,3,No,38285–63261
SUV,8,101488,109,1992,37,12.0,12.61,30,67,Good,Medium,1,Yes,55590–60806
SUV,14,70052,98,1778,34,17.0,12.5,35,52,Worn,Medium,10,No,45082–54026
SUV,7,54460,100,2813,42,9.8,11.67,33,45,Moderate,Medium,7,Yes,46127–73063
Sedan,2,39958,101,2538,33,12.6,12.87,45,73,Worn,High,3,No,49143–74005
Truck,3,87879,96,1595,35,15.7,11.41,41,78,Worn,High,8,No,44463–56083
SUV,15,171201,94,2446,45,17.1,12.26,38,109,Worn,Low,5,Yes,40822–57064
Hatchback,7,81113,92,2402,49,6.0,12.92,32,30,Critical,Medium,1,Yes,56099–84487
Truck,6,115512,103,2331,48,6.9,11.27,31,65,Worn,Medium,12,Yes,40719–53125
Truck,4,26460,102,2932,42,15.2,12.27,44,53,Moderate,Low,10,No,63367–66803
Truck,5,106982,89,1853,25,8.8,12.69,39,95,Good,Medium,2,No,55021–83915
Hatchback,1,118770,98,2438,27,7.6,11.31,38,66,Moderate,Low,5,No,72001–89177
Sedan,11,125387,106,2969,31,7.0,12.57,32,49,Moderate,Low,8,Yes,43145–63875
Hatchback,12,147693,96,2437,42,19.2,12.68,42,45,Good,Low,8,Yes,44576–56780
Sedan,5,11197,100,2460,43,15.3,11.89,38,51,Moderate,Low,8,No,66192–76748
Sedan,1,22769,103,1766,23,12.0,11.09,40,94,Moderate,Medium,5,No,53774–77504
Hatchback,2,15758,98,2288,42,9.5,11.69,45,50,Critical,Low,8,No,55789–78315
Sedan,10,59546,87,2346,42,10.4,11.89,43,86,Worn,Low,3,Yes,49477–78661
SUV,7,142988,97,1944,23,19.3,12.17,39,100,Worn,High,7,Yes,42516–51084
