Vehicle_ID,Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
V2298,Sedan,11,155913,89,2758,30,13.7,12.55,33,98,Good,Low,1,Yes,"80,001+"
V2299,SUV,6,5146,91,1923,50,17.9,11.6,40,73,Moderate,Medium,8,No,"80,001+"
V2300,Truck,3,78566,93,2865,29,16.0,12.2,41,31,Moderate,Medium,2,Yes,"80,001+"
V2301,Sedan,7,185304,106,2098,36,5.0,12.21,32,102,Critical,Medium,6,No,"50,001–80,000"
V2302,Hatchback,3,160410,102,2810,45,12.1,11.99,31,94,Critical,Medium,5,Yes,"50,001–80,000"
V2303,SUV,13,32869,96,1803,33,7.3,12.92,38,106,Worn,Low,7,No,"80,001+"
V2304,SUV,1,128640,87,2462,29,16.7,12.2,39,57,Worn,Low,3,Yes,"80,001+"
V2305,Hatchback,6,88223,94,2724,24,5.5,11.81,33,98,Good,Low,8,Yes,"80,001+"
V2306,Truck,11,23079,106,1697,38,18.4,12.99,33,59,Good,High,2,No,"25,001–50,000"
V2307,SUV,10,120216,86,2326,28,19.1,12.71,41,32,Good,High,5,No,"50,001–80,000"
V2308,Truck,1,76892,102,2589,40,8.1,12.3,39,79,Worn,High,1,Yes,"50,001–80,000"
V2309,Sedan,5,153092,91,2009,45,10.4,12.66,44,64,Moderate,Low,12,Yes,"80,001+"
V2310,Truck,15,54380,94,2875,21,6.0,11.09,34,55,Good,High,11,Yes,"25,001–50,000"
V2311,SUV,13,141531,102,2582,39,13.1,11.28,42,75,Good,High,1,No,"25,001–50,000"
V2312,Truck,13,81321,87,2591,21,18.5,11.82,43,79,Critical,High,7,No,"10,001–25,000"
V2313,Sedan,6,8648,90,2483,25,9.2,11.6,44,77,Good,Low,12,Yes,"50,001–80,000"
V2314,Truck,9,116890,106,2193,27,8.3,12.24,32,82,Good,Low,10,No,"25,001–50,000"
V2315,Hatchback,3,95393,89,2418,27,6.0,12.34,44,109,Good,Medium,5,Yes,"80,001+"
V2316,SUV,15,102952,104,2214,23,16.2,11.47,35,77,Critical,Medium,4,No,"10,001–25,000"
V2317,Hatchback,6,8410,88,2417,27,16.5,12.65,37,33,Moderate,High,10,No,"25,001–50,000"
V2318,SUV,6,156163,110,2749,24,19.3,11.02,35,75,Worn,Medium,1,Yes,"50,001–80,000"
V2319,SUV,9,116530,88,1552,50,8.2,12.93,38,35,Worn,Low,4,Yes,"80,001+"
V2320,Sedan,15,195218,107,2402,46,20.0,11.82,37,91,Critical,Medium,5,No,"25,001–50,000"
V2321,Hatchback,9,128839,100,2364,21,15.2,12.21,41,33,Worn,Medium,2,No,"80,001+"
V2322,Hatchback,15,33447,105,2656,21,5.5,12.3,40,107,Moderate,Low,2,Yes,"25,001–50,000"
V2323,Sedan,13,187924,96,2230,23,16.6,12.87,44,51,Critical,Medium,3,Yes,"25,001–50,000"
V2324,SUV,10,158218,96,2046,31,12.2,12.13,38,64,Moderate,High,8,Yes,"80,001+"
V2325,Hatchback,13,30970,102,1965,37,19.4,11.64,32,93,Good,Medium,9,No,"50,001–80,000"
V2326,SUV,13,114738,86,1528,38,6.1,11.72,42,53,Critical,Low,9,Yes,"50,001–80,000"
V2327,SUV,4,26255,100,2152,34,10.8,12.47,36,69,Good,High,2,No,"80,001+"
V2328,Sedan,2,172794,102,2911,46,11.1,12.32,32,51,Worn,High,11,No,"25,001–50,000"
V2329,Hatchback,7,124680,97,2466,26,6.0,12.57,40,49,Good,High,7,Yes,"50,001–80,000"
V2330,Sedan,7,196532,93,2787,47,15.5,12.65,31,99,Critical,Low,6,No,"80,001+"
V2331,SUV,7,132695,104,1677,30,17.8,11.94,43,69,Worn,Medium,3,No,"80,001+"
V2332,Hatchback,15,79578,94,2301,48,9.0,11.9,43,103,Critical,Low,8,No,"50,001–80,000"
V2333,SUV,1,79608,91,2012,25,5.6,12.62,39,87,Worn,Low,4,No,"80,001+"
V2334,Truck,2,70655,110,2431,22,16.0,11.6,34,49,Critical,High,1,Yes,"10,001–25,000"
V2335,Sedan,2,80965,99,1711,26,18.6,12.46,40,103,Worn,High,5,No,"50,001–80,000"
V2336,SUV,7,98097,107,2871,40,17.2,11.96,31,101,Worn,High,9,Yes,"25,001–50,000"
V2337,Sedan,12,79134,105,2872,30,9.3,11.57,33,61,Worn,Low,6,No,"50,001–80,000"
V2338,SUV,8,28638,92,2289,30,13.7,12.87,44,87,Worn,Low,3,No,"80,001+"
V2339,Sedan,11,105972,91,1888,43,14.7,11.96,36,76,Worn,High,4,Yes,"50,001–80,000"
V2340,SUV,11,164988,90,1893,28,20.0,12.08,40,100,Moderate,High,9,No,"25,001–50,000"
V2341,SUV,5,137982,105,1699,40,14.4,12.01,34,93,Critical,Low,2,Yes,"50,001–80,000"
V2342,SUV,3,108511,90,2594,34,5.7,12.16,32,52,Moderate,Low,12,No,"80,001+"
V2343,Truck,1,192239,102,2598,32,8.6,12.59,33,51,Critical,Medium,4,Yes,"50,001–80,000"
V2344,Hatchback,2,53076,104,2667,43,19.8,12.39,44,99,Good,High,6,Yes,"50,001–80,000"
V2345,Hatchback,3,159942,102,2733,21,7.6,11.72,31,37,Worn,High,6,Yes,"25,001–50,000"
V2346,Sedan,15,195836,94,1914,24,7.4,12.34,45,34,Worn,High,4,No,"25,001–50,000"
V2347,Hatchback,12,79556,104,1564,34,11.6,12.48,33,103,Good,Low,4,No,"50,001–80,000"
V2348,SUV,1,142489,97,1656,46,6.2,12.34,32,31,Critical,High,9,Yes,"25,001–50,000"
V2349,Sedan,1,25119,102,1772,41,18.8,12.28,43,57,Good,Medium,1,Yes,"80,001+"
V2350,Sedan,7,112638,108,2810,29,7.9,12.62,45,68,Critical,Medium,5,No,"25,001–50,000"
V2351,Hatchback,9,12341,88,2803,36,13.6,11.49,40,79,Critical,Medium,2,No,"80,001+"
V2352,Sedan,3,124736,88,2313,22,17.4,11.7,44,63,Good,Low,10,No,"50,001–80,000"
V2353,Hatchback,15,49189,98,1660,38,11.8,11.33,43,52,Good,Medium,5,Yes,"80,001+"
V2354,Truck,12,125525,96,1870,39,10.5,12.89,44,75,Critical,High,9,Yes,"25,001–50,000"
V2355,Sedan,9,186188,86,1629,42,7.2,11.09,31,48,Good,High,5,No,"80,001+"
V2356,Hatchback,3,99416,102,1906,21,5.6,12.69,38,47,Critical,High,8,Yes,"10,001–25,000"
V2357,Hatchback,13,31184,108,2248,33,8.9,11.99,32,56,Worn,Medium,5,Yes,"50,001–80,000"
V2358,Sedan,4,35715,104,2058,35,7.0,11.18,42,37,Moderate,High,8,No,"50,001–80,000"
V2359,Sedan,10,81387,104,1978,35,12.8,11.68,37,80,Worn,Low,6,No,"80,001+"
V2360,Truck,1,102579,107,1600,22,7.6,11.24,39,58,Moderate,Medium,4,Yes,"50,001–80,000"
V2361,SUV,15,98407,92,1533,24,12.1,11.68,32,77,Worn,Medium,7,Yes,"50,001–80,000"
V2362,Hatchback,14,130327,93,2096,34,11.9,11.39,33,39,Moderate,High,7,No,"50,001–80,000"
V2363,Sedan,7,146304,95,2479,45,6.9,11.22,34,38,Moderate,High,1,Yes,"80,001+"
V2364,SUV,7,48837,110,2078,46,17.7,11.99,33,31,Moderate,Low,10,Yes,"50,001–80,000"
V2365,SUV,6,154260,106,2216,38,17.9,12.35,45,48,Good,High,5,Yes,"50,001–80,000"
V2366,Truck,5,29584,87,2046,20,17.1,11.27,41,37,Moderate,High,9,No,"25,001–50,000"
V2367,Hatchback,12,68724,98,2499,42,9.7,12.69,45,61,Critical,Low,10,No,"50,001–80,000"
V2368,Sedan,2,79797,96,1885,31,9.3,11.53,43,64,Good,High,12,Yes,"50,001–80,000"
V2369,Truck,11,143510,86,1649,48,17.5,11.57,41,45,Critical,Medium,3,No,"50,001–80,000"
V2370,Truck,10,38188,99,1656,32,8.7,11.88,32,109,Moderate,High,3,Yes,"80,001+"
V2371,Sedan,8,80743,89,2700,48,8.3,12.94,35,74,Critical,Medium,1,No,"80,001+"
V2372,Sedan,5,180761,110,1902,24,11.8,12.22,39,108,Worn,Low,5,Yes,"50,001–80,000"
V2373,Hatchback,2,79647,86,2574,34,19.4,11.83,42,64,Moderate,Medium,10,No,"80,001+"
V2374,Sedan,1,137254,100,2426,28,14.3,11.82,35,43,Moderate,Medium,3,No,"80,001+"
V2375,SUV,3,18961,108,2772,47,5.8,11.56,32,40,Worn,Low,1,No,"80,001+"
V2376,SUV,13,165358,100,2028,46,17.5,11.98,40,61,Critical,Medium,1,No,"50,001–80,000"
V2377,Sedan,3,142229,89,2909,28,17.1,11.15,31,96,Critical,Low,5,No,"50,001–80,000"
V2378,SUV,2,153752,90,2985,42,19.4,12.39,30,76,Good,Low,7,No,"80,001+"
V2379,Truck,7,30079,92,2013,24,15.1,12.34,34,49,Critical,Low,9,Yes,"25,001–50,000"
V2380,Hatchback,14,193136,110,2848,24,9.3,11.16,45,87,Critical,Low,1,Yes,"10,001–25,000"
V2381,Hatchback,14,126689,96,2769,28,17.3,12.97,44,51,Critical,Low,8,Yes,"25,001–50,000"
V2382,Truck,1,64378,91,1660,37,12.3,12.4,31,91,Good,Medium,12,No,"80,001+"
V2383,Sedan,7,179312,85,2790,49,5.8,12.47,42,89,Worn,Medium,12,Yes,"80,001+"
V2384,SUV,2,164031,95,2110,25,5.5,11.41,42,94,Critical,High,2,No,"25,001–50,000"
V2385,Sedan,12,123021,97,1611,39,10.0,12.9,37,87,Moderate,Low,7,Yes,"80,001+"
V2386,SUV,14,169884,109,2922,48,19.3,11.32,38,107,Worn,Low,10,Yes,"50,001–80,000"
V2387,Truck,8,58377,87,2993,34,11.4,12.53,34,83,Critical,Low,8,Yes,"80,001+"
V2388,Truck,1,59305,100,2048,43,11.3,12.85,31,72,Moderate,High,1,No,"80,001+"
V2389,SUV,6,70900,95,2007,48,17.2,11.95,39,97,Moderate,Low,9,Yes,"80,001+"
V2390,Truck,11,32685,97,2469,40,16.3,12.73,38,106,Worn,Medium,7,Yes,"80,001+"
V2391,Hatchback,12,157733,94,1790,42,18.0,12.66,44,90,Critical,Low,8,Yes,"50,001–80,000"
V2392,SUV,4,153465,87,1501,47,8.1,11.09,33,74,Moderate,High,10,No,"50,001–80,000"
V2393,Sedan,11,108101,102,1791,25,6.9,11.2,31,93,Worn,Low,11,No,"25,001–50,000"
V2394,SUV,2,53167,94,2751,32,19.2,11.22,32,61,Critical,Medium,5,Yes,"80,001+"
V2395,Truck,6,46026,89,1892,31,13.0,12.18,38,35,Good,High,9,No,"50,001–80,000"
V2396,Sedan,4,133844,86,1579,23,6.1,12.61,33,101,Moderate,Medium,12,Yes,"50,001–80,000"
V2397,Sedan,10,113734,103,1936,42,9.9,12.56,31,51,Critical,High,1,Yes,"25,001–50,000"
V2398,Hatchback,12,33934,99,2864,45,11.5,11.68,37,78,Worn,High,4,No,"50,001–80,000"
V2399,Truck,4,59917,108,2279,26,7.0,11.73,37,36,Worn,Low,1,Yes,"50,001–80,000"
V2400,Sedan,10,33274,98,2452,31,19.1,11.82,30,110,Moderate,Low,9,Yes,"80,001+"
V2401,Hatchback,13,7456,92,2853,48,15.5,11.96,43,107,Moderate,High,12,Yes,"50,001–80,000"
V2402,Truck,10,182494,102,1719,24,11.4,11.79,33,65,Worn,High,4,Yes,"25,001–50,000"
V2403,Hatchback,6,65010,105,2198,22,13.6,12.23,34,40,Moderate,Low,11,No,"25,001–50,000"
V2404,SUV,4,87729,99,1758,31,19.1,12.73,36,59,Critical,High,5,Yes,"50,001–80,000"
V2405,SUV,5,68852,95,2711,39,7.6,11.18,39,80,Good,Low,9,Yes,"80,001+"
V2406,Hatchback,11,16196,93,1791,32,5.2,12.74,33,59,Moderate,Medium,11,No,"80,001+"
V2407,Truck,12,67253,98,2331,39,12.1,12.32,31,83,Critical,Medium,5,Yes,"50,001–80,000"
V2408,Sedan,3,88266,103,2400,47,15.9,12.63,41,96,Critical,Low,5,Yes,"50,001–80,000"
V2409,Sedan,14,27087,90,2911,45,16.5,11.23,33,52,Good,Low,3,Yes,"80,001+"
V2410,Sedan,2,90334,87,2492,35,14.8,11.41,38,88,Critical,Low,3,Yes,"80,001+"
V2411,SUV,6,111317,98,1651,25,12.0,12.78,41,34,Moderate,Medium,10,Yes,"50,001–80,000"
V2412,SUV,4,83462,87,2559,41,11.4,11.78,38,66,Moderate,Low,3,No,"80,001+"
V2413,SUV,13,112393,99,2781,41,14.3,11.92,41,94,Good,Low,10,Yes,"80,001+"
V2414,SUV,8,130964,108,2961,38,11.0,12.34,34,50,Worn,Low,9,No,"50,001–80,000"
V2415,SUV,9,16366,94,2062,21,14.2,11.77,44,98,Moderate,Medium,12,Yes,"50,001–80,000"
V2416,Sedan,4,49702,102,2170,43,6.8,11.64,38,81,Worn,High,3,Yes,"50,001–80,000"
V2417,Hatchback,15,174876,88,2638,21,11.4,11.89,43,84,Good,Medium,8,Yes,"50,001–80,000"
V2418,SUV,6,99139,103,2035,29,14.6,11.3,37,45,Moderate,Medium,12,Yes,"25,001–50,000"
V2419,SUV,12,60214,104,2788,45,6.8,12.93,34,34,Moderate,Medium,8,No,"50,001–80,000"
V2420,Hatchback,8,142840,96,1653,30,8.5,11.51,44,58,Moderate,Low,2,Yes,"80,001+"
V2421,Sedan,3,170048,105,1821,33,14.5,11.57,45,77,Moderate,Medium,9,No,"50,001–80,000"
V2422,Truck,13,34485,92,1963,48,15.7,11.5,42,99,Good,Medium,4,No,"80,001+"
V2423,SUV,3,19293,92,2749,22,14.8,12.84,30,65,Worn,Medium,12,No,"50,001–80,000"
V2424,Truck,3,185201,96,2471,40,13.4,12.56,43,47,Moderate,High,12,Yes,"50,001–80,000"
V2425,Truck,11,159618,89,2228,33,18.7,11.79,37,43,Moderate,Medium,3,Yes,"80,001+"
V2426,SUV,2,165677,88,1602,24,15.3,12.01,33,93,Critical,Medium,9,No,"25,001–50,000"
V2427,Hatchback,4,31920,92,1760,21,11.0,12.92,37,55,Worn,High,3,Yes,"50,001–80,000"
V2428,Hatchback,4,18245,89,2785,28,17.0,11.85,36,97,Critical,High,3,Yes,"25,001–50,000"
V2429,Hatchback,3,64863,95,2778,41,6.9,12.82,35,78,Moderate,High,1,No,"80,001+"
V2430,SUV,14,174790,88,1926,30,13.7,12.31,38,98,Critical,High,1,Yes,"25,001–50,000"
V2431,SUV,8,131892,88,2252,42,10.0,12.81,35,42,Moderate,Low,12,Yes,"80,001+"
V2432,SUV,7,118665,100,1721,50,15.7,12.13,42,109,Moderate,Low,9,Yes,"80,001+"
V2433,Sedan,9,186243,88,2993,41,12.1,12.93,38,47,Moderate,Medium,6,No,"80,001+"
V2434,SUV,7,100204,108,2126,30,5.0,12.03,33,56,Moderate,High,4,No,"50,001–80,000"
V2435,Hatchback,3,161079,95,1983,50,18.9,12.5,38,76,Critical,High,9,Yes,"25,001–50,000"
V2436,SUV,12,188055,102,1524,34,8.0,12.64,30,52,Good,Low,3,Yes,"50,001–80,000"
V2437,Hatchback,9,193026,85,2373,24,5.7,11.54,45,102,Good,Low,3,No,"80,001+"
V2438,Truck,13,11575,85,1811,20,18.0,12.74,30,48,Good,Low,4,No,"50,001–80,000"
V2439,SUV,15,46769,92,1706,34,16.2,11.24,43,63,Critical,Medium,7,No,"50,001–80,000"
V2440,SUV,1,152873,92,2628,42,14.2,11.68,39,38,Critical,Low,9,Yes,"50,001–80,000"
V2441,Truck,11,119013,91,2738,41,16.7,11.24,31,76,Critical,Low,2,Yes,"50,001–80,000"
V2442,SUV,2,139917,107,1945,25,16.4,12.32,45,91,Moderate,Medium,7,No,"50,001–80,000"
V2443,Hatchback,4,31821,100,2668,31,10.3,12.84,35,92,Good,Low,9,Yes,"80,001+"
V2444,SUV,14,67702,109,1588,50,7.4,11.21,32,43,Critical,High,10,Yes,"10,001–25,000"
V2445,Sedan,11,161441,103,2162,48,18.0,12.21,44,69,Good,Medium,2,No,"50,001–80,000"
V2446,Truck,11,194951,88,1573,38,8.5,12.67,31,68,Good,High,11,Yes,"50,001–80,000"
V2447,Sedan,9,16878,86,2972,32,7.9,12.02,37,92,Critical,High,1,Yes,"50,001–80,000"
V2448,SUV,10,92979,85,2551,41,6.0,12.74,45,39,Worn,Low,5,Yes,"80,001+"
V2449,Hatchback,7,178952,89,2379,29,19.0,11.84,34,53,Worn,Medium,6,Yes,"80,001+"
V2450,Hatchback,5,143381,87,2032,20,14.9,11.12,34,105,Critical,Low,4,No,"50,001–80,000"
V2451,Hatchback,8,97063,89,1685,21,19.9,11.55,43,73,Good,Medium,8,Yes,"80,001+"
V2452,Truck,8,63081,92,2140,33,18.3,12.92,42,79,Critical,High,8,No,"50,001–80,000"
V2453,SUV,13,139922,90,2408,22,17.8,12.09,33,71,Good,High,9,No,"25,001–50,000"
V2454,Hatchback,13,183320,107,2170,37,17.2,11.04,43,90,Moderate,High,8,No,"25,001–50,000"
V2455,Hatchback,7,117939,85,1726,40,5.5,11.21,37,79,Good,Medium,12,Yes,"80,001+"
V2456,Sedan,5,191690,96,2801,32,11.3,12.41,44,99,Good,Low,7,Yes,"80,001+"
V2457,Truck,4,37932,91,1727,36,6.2,11.04,42,35,Critical,High,6,Yes,"50,001–80,000"
V2458,Hatchback,13,102239,85,2083,50,10.2,12.6,30,64,Worn,Low,6,No,"80,001+"
V2459,SUV,8,133633,87,2092,31,15.3,11.88,30,39,Critical,Medium,4,Yes,"80,001+"
V2460,Sedan,15,115008,102,2554,50,16.8,11.03,38,108,Critical,Medium,7,Yes,"25,001–50,000"
V2461,Sedan,9,92812,101,2669,48,15.0,12.86,30,50,Critical,High,12,No,"10,001–25,000"
V2462,Sedan,7,98461,92,2821,45,6.4,11.49,36,109,Good,Low,10,No,"80,001+"
V2463,SUV,7,12171,88,1611,27,17.8,12.58,40,91,Good,Medium,11,No,"50,001–80,000"
V2464,SUV,4,117089,87,2906,23,19.7,11.17,44,68,Critical,Low,4,No,"50,001–80,000"
V2465,Hatchback,5,161892,103,1831,33,10.7,11.91,38,91,Critical,Medium,10,No,"25,001–50,000"
V2466,Hatchback,6,42546,99,2201,26,9.4,11.24,35,64,Worn,Medium,1,Yes,"80,001+"
V2467,Sedan,1,84102,99,1843,43,13.2,12.08,36,48,Critical,Low,3,No,"80,001+"
V2468,SUV,2,160788,94,2591,48,9.3,12.68,38,59,Critical,Low,1,No,"80,001+"
V2469,Sedan,12,51351,90,2940,50,14.4,11.48,43,50,Good,Medium,5,Yes,"80,001+"
V2470,Sedan,3,8989,90,1985,38,13.7,11.68,34,48,Critical,High,2,Yes,"50,001–80,000"
V2471,Sedan,10,13120,106,2212,29,14.6,12.08,31,33,Worn,Low,1,Yes,"50,001–80,000"
V2472,SUV,12,58889,85,2599,32,17.2,12.86,43,75,Worn,Low,12,Yes,"80,001+"
V2473,Hatchback,3,97630,109,1914,27,18.9,11.0,37,86,Critical,Low,1,No,"25,001–50,000"
V2474,Truck,10,93259,102,2494,40,17.2,12.52,33,40,Good,Low,5,No,"80,001+"
V2475,Truck,15,128901,106,1537,49,18.7,11.06,35,86,Good,High,10,Yes,"25,001–50,000"
V2476,Truck,15,22522,101,1913,46,13.1,12.24,37,79,Critical,High,2,No,"10,001–25,000"
V2477,Sedan,3,80283,109,2869,48,18.2,11.32,41,43,Worn,Medium,10,No,"50,001–80,000"
V2478,Truck,9,138347,109,2025,29,17.1,12.01,35,58,Critical,High,7,No,"10,001–25,000"
V2479,SUV,4,30336,87,2683,29,10.5,12.68,42,47,Good,High,8,No,"50,001–80,000"
V2480,SUV,4,28928,107,2577,34,13.9,11.62,32,75,Moderate,Medium,9,No,"50,001–80,000"
V2481,Sedan,7,168454,106,2304,22,6.6,11.93,33,98,Good,Low,12,No,"25,001–50,000"
V2482,Sedan,14,67844,85,1804,25,18.1,11.92,42,39,Worn,Medium,1,Yes,"50,001–80,000"
V2483,Sedan,2,127521,101,2718,37,17.5,11.96,31,100,Worn,Medium,11,No,"50,001–80,000"
V2484,Hatchback,10,97287,106,1893,46,15.4,11.85,40,54,Good,High,1,No,"50,001–80,000"
V2485,SUV,7,184849,98,2521,24,15.2,12.0,34,49,Moderate,Low,2,Yes,"80,001+"
V2486,SUV,15,24561,96,2521,44,13.4,11.39,37,32,Moderate,High,4,Yes,"50,001–80,000"
V2487,Truck,5,146735,97,2293,23,16.0,11.74,30,62,Worn,Medium,12,No,"50,001–80,000"
V2488,SUV,9,116329,91,2549,38,10.6,11.46,41,94,Worn,Medium,8,Yes,"80,001+"
V2489,Truck,1,112674,91,1713,29,8.5,11.38,33,55,Critical,Medium,7,Yes,"50,001–80,000"
V2490,Sedan,3,74107,105,2591,37,16.9,11.21,30,90,Moderate,Low,4,Yes,"80,001+"
V2491,SUV,4,16563,100,2304,25,5.4,12.82,41,79,Worn,High,7,Yes,"50,001–80,000"
V2492,Sedan,1,14472,98,1525,38,8.4,12.36,40,64,Worn,High,9,Yes,"50,001–80,000"
V2493,Hatchback,13,152839,87,2903,34,5.8,11.3,30,86,Moderate,Low,2,No,"80,001+"
V2494,Hatchback,15,137211,109,1904,41,8.2,12.08,43,50,Moderate,Medium,5,No,"50,001–80,000"
V2495,Sedan,12,137252,95,2307,50,9.8,12.88,30,50,Worn,Low,2,No,"80,001+"
V2496,Sedan,11,80880,86,2769,39,16.5,11.95,39,83,Worn,Low,2,No,"80,001+"
V2497,SUV,14,195851,90,1765,44,8.2,11.92,34,41,Worn,Medium,11,No,"80,001+"
V2498,Sedan,2,114549,91,2883,24,15.1,11.29,36,106,Critical,High,11,Yes,"10,001–25,000"
V2499,Sedan,7,95789,98,2883,31,11.5,11.1,44,52,Worn,Medium,8,No,"80,001+"
V2500,Truck,5,182189,94,1649,22,13.9,11.5,44,33,Critical,Medium,5,Yes,"50,001–80,000"
V2501,SUV,14,27849,96,2574,21,7.0,12.9,41,98,Good,High,1,Yes,"25,001–50,000"
V2502,Sedan,8,72395,85,2772,23,12.5,12.3,43,36,Worn,Medium,10,Yes,"50,001–80,000"
V2503,Truck,3,77222,85,2353,32,5.5,12.95,43,45,Moderate,Low,1,No,"80,001+"
V2504,SUV,3,21783,86,1533,21,9.7,12.35,37,63,Critical,Medium,1,No,"50,001–80,000"
V2505,Hatchback,14,170619,101,2972,30,10.7,12.14,43,87,Moderate,Medium,10,Yes,"50,001–80,000"
V2506,Sedan,9,21069,106,2522,30,12.8,12.75,34,82,Good,Low,7,No,"80,001+"
V2507,Sedan,10,167753,95,2273,49,16.4,12.26,35,97,Worn,Low,6,Yes,"80,001+"
V2508,SUV,1,95985,104,2862,40,7.3,11.05,40,50,Moderate,Low,7,Yes,"80,001+"
V2509,Hatchback,6,33420,105,1929,29,10.2,11.07,32,89,Critical,Low,7,Yes,"25,001–50,000"
V2510,Sedan,11,177136,88,2956,49,8.2,12.65,39,101,Critical,High,1,Yes,"25,001–50,000"
V2511,Truck,14,16233,98,2641,37,6.1,11.32,44,67,Critical,Low,12,No,"50,001–80,000"
V2512,SUV,10,122675,105,2697,32,14.3,11.17,44,52,Good,Low,3,No,"80,001+"
V2513,Sedan,11,113378,92,2647,38,19.2,11.73,42,103,Good,High,6,Yes,"50,001–80,000"
V2514,Truck,4,104555,89,2174,45,16.5,11.47,31,100,Moderate,High,1,Yes,"80,001+"
V2515,Hatchback,14,91553,109,2262,48,14.5,11.76,40,45,Worn,Low,3,No,"50,001–80,000"
V2516,Hatchback,9,100529,100,2358,49,16.4,11.76,39,69,Good,Low,9,No,"80,001+"
V2517,Truck,2,154927,90,1838,34,14.6,11.16,36,65,Good,High,4,Yes,"80,001+"
V2518,Sedan,15,139510,99,2721,23,16.9,12.25,36,34,Critical,High,6,No,"10,001–25,000"
V2519,Hatchback,1,54843,102,2052,42,17.7,11.33,37,71,Moderate,Low,11,No,"50,001–80,000"
V2520,SUV,3,143000,92,1564,20,11.8,11.81,31,89,Good,High,6,Yes,"50,001–80,000"
V2521,Hatchback,3,180017,88,1924,37,14.2,12.08,37,84,Critical,Medium,1,No,"80,001+"
V2522,Hatchback,5,158682,95,1901,34,10.6,12.25,31,41,Critical,Low,3,Yes,"80,001+"
V2523,SUV,13,81002,97,2371,34,16.7,12.4,38,99,Worn,High,12,No,"50,001–80,000"
V2524,SUV,2,79415,87,2492,41,17.5,11.39,31,71,Moderate,Medium,8,No,"80,001+"
V2525,SUV,1,165248,108,2722,47,16.8,12.47,36,85,Critical,Low,3,Yes,"50,001–80,000"
V2526,Truck,15,155685,91,1685,29,7.2,12.3,38,90,Worn,Medium,5,No,"50,001–80,000"
V2527,Truck,4,71158,95,2957,34,9.3,11.16,45,83,Critical,Medium,9,Yes,"50,001–80,000"
V2528,Hatchback,5,125849,91,1960,23,17.4,11.47,30,109,Good,Medium,9,No,"50,001–80,000"
V2529,SUV,11,136664,94,2029,39,18.7,11.81,42,44,Critical,Low,1,Yes,"50,001–80,000"
V2530,Hatchback,12,182821,99,2059,48,16.6,12.99,31,107,Good,Medium,6,No,"80,001+"
V2531,SUV,9,118916,100,2723,36,20.0,11.08,31,99,Worn,High,1,No,"80,001+"
V2532,Truck,14,11023,107,1688,35,12.4,11.85,39,78,Moderate,Low,11,No,"50,001–80,000"
V2533,Sedan,1,197723,100,2490,23,18.7,12.73,36,106,Moderate,High,4,Yes,"50,001–80,000"
V2534,Truck,7,93345,90,1725,27,7.4,11.14,31,37,Good,Medium,4,No,"80,001+"
V2535,Hatchback,4,104553,104,1845,24,6.4,12.89,39,80,Worn,High,5,Yes,"25,001–50,000"
V2536,SUV,9,130349,87,2850,20,11.3,12.94,35,44,Moderate,High,6,Yes,"50,001–80,000"
V2537,Hatchback,5,69318,102,1609,50,12.3,11.11,40,72,Good,Low,4,No,"80,001+"
V2538,SUV,11,62260,106,1875,28,14.8,12.67,41,42,Good,Medium,5,Yes,"25,001–50,000"
V2539,SUV,6,173881,107,2963,22,10.0,12.64,30,66,Good,Medium,9,No,"25,001–50,000"
V2540,Sedan,9,57368,89,2218,27,9.1,11.21,30,53,Good,Medium,11,No,"50,001–80,000"
V2541,SUV,7,132336,100,2893,31,7.7,12.29,34,88,Moderate,Medium,8,No,"80,001+"
V2542,Sedan,1,9388,85,2353,46,12.2,11.31,37,106,Worn,Medium,2,Yes,"80,001+"
V2543,Truck,14,23830,90,2067,25,10.8,11.8,39,30,Good,Medium,2,Yes,"50,001–80,000"
V2544,SUV,13,114390,98,2784,50,17.2,11.21,34,58,Moderate,High,2,Yes,"50,001–80,000"
V2545,Hatchback,11,78962,89,2506,49,5.3,11.15,30,39,Critical,Medium,4,Yes,"50,001–80,000"
V2546,Hatchback,13,39262,101,2221,27,6.1,11.38,34,73,Critical,Medium,1,No,"10,001–25,000"
V2547,Hatchback,10,83601,100,1753,41,5.4,11.57,39,50,Critical,Medium,10,Yes,"50,001–80,000"
V2548,SUV,9,49002,95,2368,25,12.8,12.52,32,109,Critical,Low,1,Yes,"50,001–80,000"
V2549,SUV,3,196361,105,2152,40,9.8,12.69,39,89,Moderate,Medium,5,No,"80,001+"
V2550,SUV,7,146447,89,2762,45,15.6,11.51,31,70,Good,High,9,Yes,"50,001–80,000"
V2551,Sedan,11,183032,95,2742,39,11.5,11.19,45,52,Worn,High,3,Yes,"50,001–80,000"
V2552,Truck,12,176977,107,1547,47,8.0,12.53,36,79,Worn,High,8,No,"25,001–50,000"
V2553,Hatchback,9,155846,85,2964,22,7.2,11.53,35,76,Good,Medium,4,Yes,"80,001+"
V2554,Sedan,12,141765,109,2370,43,18.4,12.01,44,84,Good,High,10,Yes,"25,001–50,000"
V2555,SUV,1,149780,103,1866,37,14.1,12.24,42,79,Good,Low,7,Yes,"80,001+"
