Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
Truck,1,119248,110,1855,39,12.5,12.24,43,51,Worn,High,2,Yes,"35,001–60,000"
SUV,11,35450,102,1698,37,5.8,12.95,39,52,Moderate,Low,5,No,"35,001–60,000"
Hatchback,4,25823,106,2236,49,18.2,11.45,44,63,Good,Medium,8,No,"35,001–60,000"
SUV,8,198904,96,2553,31,19.3,12.21,37,42,Worn,Medium,6,No,"60,001+"
Hatchback,5,50967,92,1896,30,8.8,12.13,34,80,Critical,Low,7,Yes,"35,001–60,000"
Truck,9,186591,103,2966,20,11.3,12.6,42,59,Critical,Low,5,Yes,"5,001–15,000"
Truck,8,119149,87,2170,34,13.0,12.74,38,38,Worn,Medium,6,No,"60,001+"
Truck,14,31680,91,2264,40,17.3,12.97,41,86,Worn,Low,11,Yes,"35,001–60,000"
Sedan,11,144982,89,2675,24,10.3,12.94,39,99,Critical,High,4,No,"0–5,000"
SUV,6,145132,107,1914,31,5.9,12.88,37,85,Moderate,High,4,Yes,"15,001–35,000"
Sedan,14,179856,86,2429,29,18.1,11.15,30,82,Good,Medium,7,Yes,"15,001–35,000"
Truck,9,136652,96,2628,23,11.6,12.96,43,56,Moderate,Medium,8,No,"15,001–35,000"
SUV,15,29965,87,2680,32,19.4,11.01,41,80,Moderate,High,5,Yes,"35,001–60,000"
Sedan,10,74392,85,2806,28,18.4,12.68,37,84,Critical,Medium,2,Yes,"15,001–35,000"
Hatchback,8,24033,105,1727,20,17.8,12.4,34,86,Worn,High,8,No,"5,001–15,000"
SUV,14,93565,98,1840,37,10.2,11.94,40,108,Moderate,Medium,7,No,"60,001+"
Truck,13,133273,99,2354,38,15.9,12.34,42,56,Worn,Medium,1,Yes,"60,001+"
SUV,4,181621,100,2874,47,10.6,12.33,30,108,Worn,Low,10,Yes,"60,001+"
Hatchback,4,156829,101,2995,30,18.0,11.83,39,39,Moderate,Low,4,Yes,"35,001–60,000"
Truck,13,85074,92,2025,25,19.4,11.21,32,72,Moderate,Low,9,No,"35,001–60,000"
Sedan,8,55914,103,2231,35,8.4,12.6,38,81,Good,Low,7,No,"60,001+"
SUV,3,168522,93,1826,47,19.7,11.35,37,57,Good,Low,4,No,"60,001+"
Truck,10,94741,105,2239,32,9.5,12.45,43,34,Good,Medium,11,No,"15,001–35,000"
Hatchback,2,190594,92,1778,22,6.1,11.28,45,50,Good,Medium,8,No,"15,001–35,000"
Hatchback,13,50292,94,2737,25,15.9,12.01,31,42,Critical,Low,3,Yes,"15,001–35,000"
SUV,14,161984,97,2114,49,17.0,11.3,43,30,Moderate,Low,7,Yes,"35,001–60,000"
Hatchback,1,169805,87,1663,41,16.7,12.18,38,98,Critical,Medium,12,Yes,"15,001–35,000"
Sedan,5,76918,87,1904,27,9.5,12.49,38,62,Moderate,Low,3,Yes,"35,001–60,000"
Sedan,13,183244,106,2715,43,17.7,11.44,38,56,Critical,Medium,2,Yes,"5,001–15,000"
Sedan,14,178160,91,2423,22,12.4,11.07,32,52,Critical,Low,5,Yes,"5,001–15,000"
Hatchback,10,154169,86,2811,33,17.3,11.2,41,78,Worn,High,11,Yes,"15,001–35,000"
Hatchback,4,29884,107,2569,37,5.5,12.31,32,33,Worn,Low,1,No,"35,001–60,000"
SUV,1,99789,87,1882,26,18.0,11.07,45,65,Worn,High,12,No,"5,001–15,000"
Sedan,11,189542,96,2465,28,12.8,11.43,42,39,Worn,High,1,No,"15,001–35,000"
Sedan,14,89030,107,2627,21,17.3,12.09,43,43,Critical,Low,7,Yes,"5,001–15,000"
SUV,14,7173,99,1635,41,17.0,12.87,45,33,Worn,Low,9,No,"35,001–60,000"
Truck,13,179015,108,1984,22,7.3,11.39,42,106,Good,High,4,Yes,"5,001–15,000"
Sedan,1,114620,88,2777,43,14.4,11.52,43,97,Moderate,Low,5,Yes,"60,001+"
Truck,3,174606,101,2075,29,19.7,11.23,45,75,Moderate,Medium,3,Yes,"15,001–35,000"
Sedan,13,184446,90,2575,27,18.9,11.03,40,77,Good,Low,2,Yes,"35,001–60,000"
SUV,11,61565,97,1708,35,9.9,12.04,32,83,Critical,High,6,Yes,"15,001–35,000"
Hatchback,4,74829,102,2164,47,16.3,11.89,31,79,Critical,Low,4,No,"15,001–35,000"
Sedan,1,39439,106,1551,50,5.6,12.13,44,99,Critical,High,11,No,"5,001–15,000"
Sedan,3,196771,101,1737,27,9.0,11.23,36,97,Good,High,6,Yes,"5,001–15,000"
Sedan,9,22363,95,2083,39,14.0,11.75,31,32,Worn,Low,7,No,"60,001+"
SUV,13,151244,105,2956,32,11.8,12.76,39,77,Good,Medium,5,No,"35,001–60,000"
SUV,6,125557,105,1595,24,15.1,12.37,45,75,Worn,Medium,4,Yes,"15,001–35,000"
SUV,4,49515,106,2300,24,19.4,12.14,31,47,Moderate,High,4,Yes,"5,001–15,000"
SUV,8,94835,110,2393,30,7.8,11.29,42,89,Good,High,4,No,"15,001–35,000"
Sedan,4,82663,102,2878,22,12.7,12.84,37,44,Good,Medium,2,No,"15,001–35,000"
SUV,13,138023,100,1531,20,12.4,12.95,36,98,Worn,Low,4,Yes,"15,001–35,000"
Truck,13,65648,85,2398,44,5.7,12.8,45,87,Critical,High,10,No,"15,001–35,000"
SUV,8,26553,88,2395,33,15.0,11.04,42,101,Good,Low,8,No,"60,001+"
Hatchback,9,50180,104,2395,23,11.3,12.14,43,57,Critical,Medium,4,No,"5,001–15,000"
Hatchback,1,60818,92,2604,43,8.1,11.77,30,79,Moderate,Medium,1,No,"60,001+"
Sedan,14,27043,100,2794,47,19.0,11.31,41,77,Critical,High,10,No,"5,001–15,000"
Sedan,9,20138,87,1576,46,8.4,11.5,35,91,Worn,Low,12,Yes,"60,001+"
SUV,5,108255,99,2341,32,11.2,11.22,33,45,Critical,Medium,9,No,"35,001–60,000"
Sedan,6,196258,105,2741,39,14.4,11.93,34,83,Moderate,Low,3,Yes,"15,001–35,000"
Hatchback,5,24368,87,1909,47,16.6,11.06,33,100,Critical,Medium,11,No,"15,001–35,000"
Sedan,9,27228,94,2846,45,12.4,12.65,32,35,Worn,Medium,2,Yes,"60,001+"
Hatchback,3,75014,89,2275,38,8.2,11.89,40,33,Worn,Low,6,Yes,"60,001+"
Truck,9,37866,96,1931,48,18.7,11.16,44,57,Worn,High,4,Yes,"35,001–60,000"
Truck,10,123593,98,2151,39,7.1,12.06,35,30,Critical,Low,6,Yes,"35,001–60,000"
Truck,7,34311,107,2240,27,14.1,12.86,39,63,Critical,Medium,1,No,"15,001–35,000"
Hatchback,7,117856,101,1563,34,18.2,11.4,36,109,Good,Medium,7,Yes,"60,001+"
Hatchback,1,156640,90,1608,23,14.4,11.2,43,68,Moderate,Medium,11,No,"15,001–35,000"
Sedan,14,62355,105,2937,31,11.3,11.21,40,49,Worn,Low,8,No,"15,001–35,000"
Truck,2,176322,98,2146,39,9.7,12.79,32,49,Critical,High,8,No,"15,001–35,000"
Hatchback,5,146802,101,2928,37,19.5,12.1,31,100,Moderate,Low,3,No,"35,001–60,000"
Hatchback,14,81811,89,2906,23,13.0,12.58,40,44,Critical,Low,5,Yes,"15,001–35,000"
Hatchback,3,197867,101,1521,31,6.5,12.36,45,52,Good,Low,5,Yes,"35,001–60,000"
SUV,10,40195,100,2225,39,13.7,11.23,44,67,Worn,Low,9,No,"60,001+"
Sedan,13,170119,102,1798,39,13.3,12.83,42,102,Good,Low,1,Yes,"35,001–60,000"
Sedan,7,13656,85,1755,34,17.5,11.71,33,60,Moderate,High,1,Yes,"35,001–60,000"
Truck,15,21553,85,1602,22,13.2,11.62,31,110,Moderate,Low,6,No,"35,001–60,000"
Sedan,4,9013,109,2549,43,17.1,11.57,32,77,Worn,High,2,No,"15,001–35,000"
Truck,7,32463,85,1751,46,12.1,12.98,32,77,Worn,Medium,5,No,"60,001+"
Hatchback,9,79232,88,1701,38,9.0,11.33,38,64,Good,Medium,7,Yes,"60,001+"
Truck,13,64979,107,1512,33,12.4,11.95,35,51,Good,Medium,1,No,"35,001–60,000"
Hatchback,9,184414,100,2687,42,11.7,12.13,37,87,Worn,Low,3,Yes,"60,001+"
SUV,3,162066,89,1971,21,12.6,11.71,30,90,Worn,Low,12,No,"15,001–35,000"
SUV,14,130430,92,2141,26,7.8,12.3,36,44,Worn,Low,8,No,"35,001–60,000"
Hatchback,15,53428,91,2649,41,10.3,11.14,38,46,Good,Low,7,Yes,"35,001–60,000"
Sedan,7,112113,96,1522,33,5.8,12.84,34,92,Good,Medium,9,No,"60,001+"
Sedan,7,50026,106,2239,50,12.7,12.27,35,84,Critical,Low,1,Yes,"15,001–35,000"
Sedan,14,114086,107,2927,45,15.0,11.95,36,67,Critical,High,8,No,"5,001–15,000"
SUV,11,88916,93,1626,25,11.8,11.39,31,72,Moderate,Low,3,Yes,"15,001–35,000"
Sedan,13,147059,95,2282,38,5.8,12.7,37,31,Moderate,Low,12,Yes,"35,001–60,000"
Sedan,15,183104,89,2053,26,6.7,12.96,43,39,Worn,Low,6,Yes,"15,001–35,000"
Hatchback,2,153485,105,2106,30,5.0,11.31,34,36,Moderate,High,2,Yes,"15,001–35,000"
Hatchback,15,128164,110,1622,37,17.8,12.15,42,70,Worn,Low,11,No,"5,001–15,000"
Sedan,10,17616,110,2728,48,19.6,12.08,45,30,Critical,Medium,3,Yes,"15,001–35,000"
Truck,5,72939,94,2844,25,7.9,12.84,42,78,Worn,Low,5,Yes,"35,001–60,000"
Sedan,2,170265,87,2352,37,14.1,12.64,43,42,Good,High,7,Yes,"35,001–60,000"
Truck,11,164117,99,1782,35,18.2,11.61,38,56,Moderate,High,7,No,"15,001–35,000"
Truck,14,177335,88,1588,38,19.0,11.66,39,93,Moderate,Low,2,No,"60,001+"
Hatchback,1,24286,107,1951,38,16.3,12.01,35,72,Worn,High,9,Yes,"15,001–35,000"
SUV,10,60465,88,2363,27,18.4,12.03,32,79,Good,High,10,No,"5,001–15,000"
Hatchback,8,199656,89,2007,46,10.5,12.36,39,82,Critical,High,1,Yes,"15,001–35,000"
Truck,4,134663,89,1833,21,16.0,11.61,44,63,Critical,Medium,10,No,"15,001–35,000"
Hatchback,3,163113,101,1622,38,17.2,12.97,31,74,Worn,Low,4,Yes,"35,001–60,000"
Hatchback,3,69526,95,2262,44,11.0,12.71,35,90,Critical,High,12,Yes,"15,001–35,000"
Hatchback,10,93028,91,2565,22,15.2,11.44,35,86,Moderate,High,4,Yes,"35,001–60,000"
Truck,13,94015,105,1549,32,18.8,11.77,34,43,Moderate,High,8,No,"15,001–35,000"
SUV,6,46300,95,2261,47,9.0,11.17,38,98,Critical,Low,8,No,"35,001–60,000"
Truck,12,174580,103,2828,44,15.1,12.91,37,71,Critical,Low,3,Yes,"5,001–15,000"
SUV,6,46716,89,1510,44,12.9,12.21,33,48,Worn,Medium,12,No,"60,001+"
SUV,9,76287,91,2100,43,19.0,11.26,31,89,Moderate,Low,11,Yes,"60,001+"
Sedan,4,51319,100,2720,46,6.7,12.79,35,69,Worn,Low,8,Yes,"60,001+"
Sedan,11,23420,106,2913,42,13.3,12.11,32,73,Moderate,High,1,Yes,"15,001–35,000"
Sedan,12,48683,100,1520,48,13.2,12.36,35,39,Moderate,Medium,5,Yes,"35,001–60,000"
SUV,13,148344,93,2084,44,17.1,11.56,34,107,Worn,High,3,No,"15,001–35,000"
Sedan,8,117641,86,2987,48,16.8,12.36,44,86,Moderate,Low,4,No,"60,001+"
Hatchback,7,63963,88,2156,38,8.9,11.24,34,92,Good,Medium,3,No,"60,001+"
SUV,1,108414,106,1921,32,16.0,12.01,39,69,Good,Low,11,Yes,"35,001–60,000"
Sedan,7,119497,86,2825,49,6.8,11.1,43,107,Critical,Medium,3,Yes,"35,001–60,000"
Hatchback,6,191123,106,1961,27,8.1,12.42,45,104,Moderate,Low,8,Yes,"15,001–35,000"
Hatchback,11,140159,93,2087,35,17.6,12.48,36,77,Critical,High,9,Yes,"5,001–15,000"
SUV,9,193425,88,2521,33,14.8,11.57,30,55,Critical,Medium,12,No,"15,001–35,000"
SUV,10,115105,106,1671,32,5.6,11.67,42,63,Worn,Medium,8,No,"35,001–60,000"
Hatchback,3,184715,88,2311,37,7.5,11.98,32,110,Good,High,5,No,"35,001–60,000"
SUV,11,120217,94,1922,47,5.8,11.08,37,55,Critical,Medium,4,No,"15,001–35,000"
SUV,1,43348,93,1853,29,13.9,11.82,35,63,Worn,High,5,No,"15,001–35,000"
Sedan,15,12212,88,2378,38,18.7,12.13,31,43,Worn,Low,10,No,"35,001–60,000"
Hatchback,12,97274,104,1563,39,17.5,11.52,38,89,Worn,Medium,11,No,"15,001–35,000"
Hatchback,7,166738,104,2069,23,9.1,12.02,45,68,Critical,Low,4,Yes,"0–5,000"
Sedan,9,8938,87,2644,29,18.4,11.15,40,61,Worn,High,1,No,"15,001–35,000"
Hatchback,7,65328,100,1867,21,13.9,12.03,41,36,Good,Medium,12,No,"35,001–60,000"
Truck,8,83668,92,1667,26,10.6,12.56,43,58,Moderate,High,8,Yes,"15,001–35,000"
Sedan,14,17601,87,2399,39,8.4,12.9,34,84,Good,Medium,7,Yes,"35,001–60,000"
Hatchback,5,179102,98,1787,25,6.4,11.6,33,58,Good,High,8,No,"15,001–35,000"
Sedan,9,8951,90,2113,32,19.9,11.33,37,66,Worn,Low,5,Yes,"60,001+"
Truck,11,75388,92,1906,27,18.6,12.89,33,77,Worn,Medium,12,No,"15,001–35,000"
Truck,10,173673,107,1743,48,20.0,11.34,33,53,Moderate,Medium,10,No,"15,001–35,000"
Truck,15,46550,109,2401,27,9.3,11.57,32,35,Critical,High,7,Yes,"0–5,000"
SUV,11,185470,97,2095,20,15.1,11.04,44,96,Moderate,Low,5,Yes,"15,001–35,000"
SUV,5,99008,91,2104,32,7.2,11.43,34,33,Moderate,Low,2,No,"60,001+"
Sedan,6,31781,95,1667,46,11.4,12.67,32,51,Worn,Low,12,Yes,"60,001+"
Sedan,7,10117,97,2524,35,16.9,12.8,44,102,Worn,Medium,11,No,"60,001+"
Hatchback,10,199530,105,2262,41,5.1,12.76,45,78,Critical,Medium,2,Yes,"15,001–35,000"
Truck,8,88155,106,2934,37,15.8,11.54,32,98,Critical,Low,12,No,"5,001–15,000"
Truck,2,96099,106,2110,32,12.7,12.63,32,46,Good,Medium,2,Yes,"35,001–60,000"
SUV,8,122828,107,2748,30,8.9,11.7,34,68,Good,Low,9,Yes,"35,001–60,000"
Hatchback,15,162740,92,2358,45,11.2,12.97,36,93,Moderate,Medium,3,No,"35,001–60,000"
Hatchback,4,130558,110,2212,35,7.6,12.76,42,87,Moderate,Low,8,No,"15,001–35,000"
Truck,11,122332,98,2711,40,5.0,11.89,37,109,Moderate,Low,3,No,"35,001–60,000"
Hatchback,6,34674,102,2710,46,10.1,12.64,42,43,Worn,High,6,Yes,"15,001–35,000"
Truck,12,140813,91,2853,32,18.7,12.45,43,70,Worn,Medium,5,Yes,"60,001+"
Sedan,12,136773,91,1624,47,18.7,13.0,41,59,Critical,Low,5,No,"15,001–35,000"
SUV,15,197517,93,1641,44,17.5,12.62,45,75,Worn,Medium,5,Yes,"35,001–60,000"
Truck,11,81936,108,2155,35,12.9,11.51,31,82,Moderate,Low,12,No,"15,001–35,000"
Truck,12,196800,94,2817,40,19.7,12.59,43,33,Critical,Low,1,Yes,"35,001–60,000"
Hatchback,9,131655,89,2249,26,16.2,12.73,40,71,Worn,Medium,2,Yes,"35,001–60,000"
Truck,5,65868,94,2290,45,11.7,12.48,44,62,Worn,High,10,No,"35,001–60,000"
Truck,7,172668,110,2222,33,14.6,12.04,41,107,Good,Medium,9,Yes,"15,001–35,000"
SUV,6,82102,103,2502,40,18.2,12.93,30,79,Worn,Low,9,No,"35,001–60,000"
SUV,6,20350,92,1623,26,17.7,12.1,39,57,Critical,Low,9,Yes,"15,001–35,000"
Sedan,1,182217,87,2918,23,16.3,12.45,42,63,Moderate,Medium,1,No,"35,001–60,000"
Hatchback,3,29271,109,2682,47,5.7,12.77,33,40,Worn,Medium,9,Yes,"15,001–35,000"
Truck,3,67922,97,2774,28,17.4,11.13,34,55,Good,Medium,9,Yes,"35,001–60,000"
Hatchback,6,154316,99,1847,38,19.7,12.65,34,84,Good,High,8,Yes,"35,001–60,000"
Sedan,14,34960,102,2649,42,10.4,11.1,31,41,Moderate,Low,4,No,"35,001–60,000"
Truck,4,39712,102,2150,50,5.0,12.32,39,71,Critical,Low,2,Yes,"15,001–35,000"
Sedan,11,77958,100,2642,25,5.1,12.86,37,89,Critical,High,7,Yes,"5,001–15,000"
SUV,13,118017,95,2615,45,12.0,11.35,45,86,Moderate,Medium,5,Yes,"60,001+"
Hatchback,7,92094,104,1855,39,18.2,11.68,34,62,Critical,Medium,7,Yes,"35,001–60,000"
Truck,12,12994,94,1824,48,6.2,12.78,37,78,Worn,Medium,10,Yes,"35,001–60,000"
Sedan,3,109847,95,2104,46,11.0,12.1,37,108,Good,Medium,12,Yes,"35,001–60,000"
Truck,12,14905,93,2448,30,7.1,12.53,33,99,Critical,Low,6,No,"35,001–60,000"
Truck,4,33426,106,2332,23,13.0,11.72,36,90,Critical,Low,4,No,"5,001–15,000"
Hatchback,7,98848,94,1819,28,12.4,11.99,45,36,Critical,Medium,4,No,"35,001–60,000"
Hatchback,9,74944,104,2152,22,13.7,12.41,40,99,Worn,Medium,12,No,"15,001–35,000"
Hatchback,15,100081,109,1907,23,10.0,12.68,35,99,Worn,Low,7,No,"15,001–35,000"
Hatchback,4,84257,93,2281,22,18.2,12.48,40,49,Critical,Low,7,No,"15,001–35,000"
SUV,1,43218,103,2855,21,7.5,11.83,44,37,Worn,Medium,5,Yes,"15,001–35,000"
Hatchback,9,139006,93,2538,42,5.4,11.4,43,30,Worn,High,12,Yes,"35,001–60,000"
SUV,12,153183,92,2642,48,11.2,11.41,39,61,Good,Low,1,No,"35,001–60,000"
Sedan,2,50288,90,1774,49,8.2,12.41,42,78,Moderate,Low,3,Yes,"60,001+"
Sedan,14,182928,94,2938,28,16.8,11.59,30,36,Critical,Low,6,No,"5,001–15,000"
Truck,7,84368,109,1569,26,5.8,11.66,40,59,Worn,High,6,Yes,"5,001–15,000"
SUV,3,24116,109,1810,48,18.6,11.34,45,47,Worn,Low,6,No,"35,001–60,000"
SUV,1,10079,87,1686,25,6.3,12.93,36,41,Critical,High,10,No,"5,001–15,000"
Truck,12,162717,102,2571,39,13.3,11.34,31,37,Good,Medium,10,Yes,"15,001–35,000"
SUV,7,123911,102,2156,24,9.2,11.91,33,104,Moderate,Medium,4,No,"15,001–35,000"
Sedan,3,187242,94,2314,48,6.1,11.66,33,35,Good,High,10,Yes,"15,001–35,000"
Sedan,7,66270,100,2397,29,11.4,11.58,33,110,Critical,Medium,8,Yes,"15,001–35,000"
Sedan,15,32736,100,2714,20,14.9,11.88,42,50,Critical,High,3,No,"5,001–15,000"
Sedan,4,103828,95,1677,27,9.9,12.69,44,57,Good,Low,12,Yes,"35,001–60,000"
SUV,2,65947,99,2180,25,19.6,11.49,35,34,Good,Low,3,No,"35,001–60,000"
SUV,3,87027,102,1514,32,5.6,12.68,42,104,Good,High,7,No,"15,001–35,000"
Sedan,4,117445,102,2153,50,6.1,12.52,43,67,Moderate,High,8,Yes,"35,001–60,000"
SUV,12,122186,110,1532,25,13.1,11.81,30,65,Good,Medium,11,Yes,"5,001–15,000"
Truck,3,22314,103,1719,40,16.7,12.94,38,47,Worn,Low,6,Yes,"35,001–60,000"
Sedan,1,157087,95,2740,20,16.1,12.13,43,89,Worn,Low,12,Yes,"15,001–35,000"
Truck,10,81360,104,2884,28,19.8,11.86,37,74,Critical,Low,6,Yes,"15,001–35,000"
Truck,8,180501,90,2557,31,18.3,11.12,35,97,Critical,Medium,1,No,"35,001–60,000"
Sedan,6,137328,109,2567,26,19.2,12.49,30,99,Critical,Low,9,Yes,"0–5,000"
SUV,3,37835,94,1500,25,9.3,12.86,37,58,Worn,Low,5,Yes,"60,001+"
SUV,2,144132,98,2576,26,11.0,11.18,36,34,Good,Low,6,Yes,"35,001–60,000"
Truck,3,26260,95,1524,35,14.2,11.6,30,41,Moderate,Low,1,No,"60,001+"
Hatchback,2,188067,97,2867,25,16.6,11.28,37,67,Worn,Low,9,No,"15,001–35,000"
Hatchback,3,150061,101,2489,20,8.8,12.93,30,34,Worn,High,12,Yes,"0–5,000"
Truck,14,94634,105,2042,40,16.7,12.63,36,42,Good,Low,12,No,"35,001–60,000"
Truck,2,133628,98,1970,48,12.5,11.04,33,104,Good,Low,4,Yes,"35,001–60,000"
Truck,14,148844,107,2348,43,7.8,12.89,34,50,Moderate,Medium,2,No,"15,001–35,000"
Hatchback,4,132246,93,2455,23,5.6,11.67,31,106,Worn,Low,1,Yes,"15,001–35,000"
SUV,12,192148,107,2427,40,12.8,12.98,34,52,Critical,Low,6,No,"5,001–15,000"
Truck,4,54856,101,1729,48,18.3,12.3,38,86,Good,Medium,8,No,"60,001+"
Truck,5,86376,92,2485,48,11.9,11.53,42,56,Good,High,10,Yes,"35,001–60,000"
Truck,1,95261,98,1623,21,6.4,12.29,32,108,Good,High,6,Yes,"15,001–35,000"
SUV,11,132662,97,2333,45,12.1,12.45,31,104,Moderate,Low,11,No,"35,001–60,000"
Truck,6,123293,100,1958,33,9.4,11.48,32,53,Moderate,High,3,Yes,"35,001–60,000"
Truck,1,83577,96,2865,33,5.2,12.64,44,54,Worn,High,4,No,"35,001–60,000"
Hatchback,14,43817,97,2898,48,19.2,12.41,37,57,Moderate,Low,10,Yes,"35,001–60,000"
Sedan,5,17683,93,2249,25,17.7,12.9,39,31,Good,High,11,Yes,"15,001–35,000"
Truck,15,90817,108,2083,26,13.2,11.85,35,97,Critical,Low,1,Yes,"5,001–15,000"
Truck,8,190473,105,2566,25,9.3,12.34,36,51,Critical,Medium,5,Yes,"5,001–15,000"
Hatchback,11,115570,91,2719,33,13.2,11.4,31,98,Critical,High,6,No,"15,001–35,000"
Hatchback,7,125316,110,1927,40,18.6,12.89,33,110,Critical,Medium,6,Yes,"15,001–35,000"
SUV,15,133221,105,2586,47,17.7,12.06,33,43,Good,High,8,Yes,"5,001–15,000"
Hatchback,13,113386,94,2003,50,12.9,11.92,44,36,Worn,High,7,No,"35,001–60,000"
Truck,12,58839,93,2556,22,8.0,12.95,35,47,Worn,High,10,No,"5,001–15,000"
Sedan,13,12837,89,2168,46,10.6,12.38,30,102,Critical,High,8,No,"15,001–35,000"
Sedan,10,32344,102,2330,40,16.2,12.89,40,46,Good,High,10,Yes,"15,001–35,000"
Truck,1,54036,102,1824,40,13.2,11.05,37,65,Good,Low,12,No,"35,001–60,000"
Sedan,13,21485,101,2987,48,18.8,11.51,40,67,Moderate,High,8,Yes,"15,001–35,000"
Hatchback,4,29218,101,1554,47,9.8,12.43,31,109,Good,Low,9,Yes,"15,001–35,000"
Hatchback,9,141657,93,2651,25,14.8,12.83,42,79,Moderate,High,2,No,"15,001–35,000"
Truck,7,10648,91,2138,40,8.5,11.17,30,58,Good,High,7,No,"60,001+"
Truck,1,69117,99,1815,26,5.1,11.01,38,83,Good,Medium,6,Yes,"60,001+"
SUV,1,80925,101,1621,24,13.9,12.99,35,79,Worn,Low,11,Yes,"15,001–35,000"
Sedan,2,188692,90,2866,27,6.2,11.66,40,48,Good,Medium,11,Yes,"15,001–35,000"
SUV,3,7876,104,1829,25,13.3,12.89,37,108,Moderate,High,10,Yes,"5,001–15,000"
Sedan,4,27125,88,2119,42,10.2,12.77,30,72,Moderate,High,4,Yes,"35,001–60,000"
Truck,1,160638,87,1715,31,13.6,11.29,39,55,Moderate,Low,3,Yes,"60,001+"
Sedan,3,180934,94,2087,28,18.5,11.18,34,92,Worn,Medium,9,Yes,"15,001–35,000"
SUV,3,165130,105,2465,33,11.7,11.8,33,71,Good,High,8,No,"15,001–35,000"
Truck,7,25199,100,2375,36,13.8,12.78,36,46,Moderate,Medium,5,No,"60,001+"
Sedan,14,125567,108,2530,35,19.3,11.61,40,73,Worn,Low,2,Yes,"15,001–35,000"
SUV,10,98800,101,1922,22,17.1,11.35,34,47,Worn,Low,6,Yes,"35,001–60,000"
Hatchback,2,141318,98,2237,48,13.2,12.65,42,98,Critical,High,7,No,"15,001–35,000"
Hatchback,9,158115,108,2286,23,5.1,12.28,39,89,Good,Medium,5,No,"15,001–35,000"
SUV,13,80127,109,2300,43,17.8,12.92,41,42,Good,Medium,8,Yes,"35,001–60,000"
SUV,8,168457,109,1971,50,17.1,11.07,39,78,Critical,Low,10,No,"5,001–15,000"
Sedan,12,126846,90,1879,26,10.1,11.12,36,50,Worn,High,3,Yes,"5,001–15,000"
Sedan,7,199035,107,2159,45,17.6,11.96,40,96,Moderate,High,6,No,"15,001–35,000"
Sedan,11,91932,92,1934,47,9.7,11.71,35,68,Worn,High,4,No,"35,001–60,000"
Sedan,9,171594,90,2200,49,10.0,12.13,42,82,Moderate,Medium,11,Yes,"35,001–60,000"
Truck,12,159772,105,2844,43,17.0,12.29,37,75,Good,High,3,No,"15,001–35,000"
SUV,8,132331,108,2339,45,8.6,11.07,36,33,Critical,Low,8,Yes,"15,001–35,000"
Truck,4,134478,91,2336,27,6.3,11.45,33,89,Moderate,High,5,No,"5,001–15,000"
Truck,15,62598,105,1663,47,12.8,12.07,35,106,Good,Low,3,No,"35,001–60,000"
SUV,10,175923,95,1947,45,11.9,11.33,40,66,Good,Medium,1,No,"60,001+"
Hatchback,8,153223,107,1908,28,12.0,12.51,39,55,Worn,Medium,1,No,"15,001–35,000"
Sedan,15,172091,101,2480,33,14.8,12.2,43,35,Worn,Low,7,Yes,"15,001–35,000"
Hatchback,13,178209,103,1943,20,19.2,12.46,41,33,Worn,Medium,9,No,"5,001–15,000"
SUV,8,142997,104,1817,34,18.3,11.28,40,80,Moderate,Low,6,No,"35,001–60,000"
Sedan,7,78519,102,2507,25,8.7,11.65,36,57,Critical,High,11,No,"0–5,000"
SUV,9,17751,105,2006,48,9.5,11.31,40,48,Moderate,Medium,8,No,"60,001+"
Sedan,8,112575,97,2546,47,5.8,12.68,39,81,Good,Low,6,Yes,"60,001+"
SUV,15,81812,91,1501,36,15.9,11.6,34,49,Good,Medium,10,No,"35,001–60,000"
Sedan,6,77946,98,2954,41,7.8,12.23,35,90,Worn,High,12,Yes,"35,001–60,000"
SUV,15,165656,100,2323,34,19.5,11.95,42,105,Good,High,9,Yes,"5,001–15,000"
Hatchback,9,93517,102,1767,31,8.6,12.27,35,78,Good,Medium,8,Yes,"60,001+"
Sedan,9,131890,100,2384,35,6.4,12.36,36,49,Worn,Low,12,Yes,"35,001–60,000"
Sedan,7,48924,99,2891,28,6.4,12.25,34,66,Worn,Low,5,No,"35,001–60,000"
Sedan,10,115357,85,2582,36,18.9,12.54,35,41,Critical,Medium,2,Yes,"35,001–60,000"
Hatchback,8,161603,95,2050,25,11.2,11.36,31,75,Worn,Low,6,No,"35,001–60,000"
SUV,1,63902,104,2377,33,14.7,12.75,41,34,Worn,High,9,No,"5,001–15,000"
SUV,11,108115,110,2021,37,18.3,11.9,38,101,Worn,Medium,7,No,"15,001–35,000"
Truck,10,123137,93,2148,32,15.7,12.95,31,80,Worn,Low,2,Yes,"60,001+"
SUV,8,93264,105,2065,50,12.8,11.5,41,100,Good,High,5,Yes,"15,001–35,000"
Truck,4,60029,101,2716,32,6.4,11.77,43,94,Critical,Medium,9,Yes,"15,001–35,000"
SUV,9,31218,94,1804,33,17.1,12.41,41,61,Worn,High,12,No,"35,001–60,000"
Truck,15,198413,104,2927,29,7.2,11.32,42,53,Moderate,Medium,6,No,"5,001–15,000"
