Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect
SUV,7,65601,99,1612,28,6.2,12.76,32,61,Good,High,10,Yes,25001–50000
Sedan,7,15336,104,1860,40,7.9,11.87,40,53,Worn,Low,10,Yes,50001–80000
Truck,14,150849,90,1820,31,19.7,12.08,34,100,Critical,Medium,1,No,50001–80000
SUV,3,191038,97,1527,23,16.7,12.08,30,44,Critical,High,10,Yes,25001–50000
Truck,15,63927,98,2358,40,11.6,11.49,41,60,Worn,Low,11,No,50001–80000
SUV,10,178521,110,2851,37,15.0,11.1,43,57,Moderate,High,5,Yes,25001–50000
Sedan,8,93308,107,2381,47,19.3,11.74,33,52,Critical,Medium,11,No,50001–80000
SUV,10,12351,100,2493,38,15.4,12.01,44,65,Worn,Low,1,Yes,50001–80000
Sedan,15,23281,103,2289,39,13.6,12.87,39,91,Moderate,Low,11,Yes,25001–50000
Sedan,7,173967,101,1812,23,6.9,11.48,35,89,Moderate,High,10,Yes,25001–50000
SUV,10,130241,87,3000,44,10.0,11.08,36,101,Critical,Medium,11,Yes,50001–80000
SUV,8,50598,94,2996,31,13.5,12.78,44,96,Good,High,1,No,50001–80000
Hatchback,9,73645,110,2542,26,10.7,11.42,34,87,Worn,Low,5,No,50001–80000
Truck,5,5779,109,2797,20,12.9,11.52,34,32,Critical,High,1,Yes,50001–80000
Truck,15,136932,104,1744,41,16.2,12.24,43,77,Good,Low,5,Yes,50001–80000
Truck,9,15850,86,2385,45,11.5,12.66,44,68,Moderate,Low,3,No,50001–80000
SUV,11,35645,88,2910,24,9.3,11.36,45,103,Moderate,Medium,10,Yes,50001–80000
SUV,12,127764,103,2275,44,13.4,11.31,42,62,Critical,Medium,5,Yes,50001–80000
Hatchback,3,28584,108,1762,29,17.2,12.43,43,77,Good,High,5,No,50001–80000
SUV,12,165170,109,2770,24,8.7,11.13,44,84,Good,Medium,8,Yes,25001–50000
Sedan,3,37274,95,2525,36,9.1,12.34,42,96,Critical,High,1,Yes,50001–80000
SUV,14,98606,99,2847,47,15.3,11.4,35,79,Good,Low,7,Yes,50001–80000
SUV,6,178515,86,2397,38,11.3,12.22,35,41,Critical,High,7,No,25001–50000
Truck,11,185670,90,2543,26,5.9,11.1,42,30,Good,Medium,1,Yes,50001–80000
Truck,8,28889,103,2201,38,5.4,11.88,41,99,Good,Medium,10,No,50001–80000
Sedan,15,142528,91,2392,24,8.6,12.75,33,36,Good,Low,6,No,50001–80000
Sedan,10,55236,102,2696,20,9.0,11.59,34,93,Moderate,Medium,4,No,50001–80000
Truck,13,84831,86,1764,38,10.3,11.71,45,106,Critical,High,5,Yes,25001–50000
SUV,10,111335,88,2021,28,17.1,11.61,38,51,Moderate,Low,7,No,50001–80000
Sedan,9,181464,95,2235,28,12.4,12.42,45,52,Critical,Medium,12,No,50001–80000
Hatchback,6,6881,105,2815,44,9.7,12.57,38,96,Good,Medium,12,Yes,50001–80000
Hatchback,11,16612,96,1900,44,6.1,11.37,34,34,Good,High,12,No,25001–50000
Hatchback,9,96034,94,2578,47,19.1,11.92,31,82,Worn,Medium,12,No,50001–80000
SUV,3,50598,93,2900,36,8.1,11.96,34,47,Moderate,High,1,No,50001–80000
Hatchback,1,146660,98,2867,28,8.4,12.52,31,39,Worn,Medium,7,Yes,50001–80000
Sedan,2,72899,95,2016,32,15.2,12.88,45,66,Moderate,Medium,7,Yes,50001–80000
Truck,3,43532,109,1735,42,13.3,12.51,40,77,Good,Low,7,Yes,50001–80000
Truck,14,189443,89,1511,29,12.1,12.65,31,107,Critical,Low,10,Yes,25001–50000
SUV,1,133719,107,2682,47,5.7,11.72,40,81,Worn,Low,4,Yes,80001–120000
Truck,4,34453,88,2565,43,16.2,11.01,34,90,Moderate,Medium,7,No,50001–80000
Hatchback,4,112582,103,1510,24,16.2,11.76,35,91,Moderate,High,8,Yes,50001–80000
SUV,11,16640,89,2123,39,5.6,12.11,45,60,Moderate,Low,10,No,50001–80000
Hatchback,13,87234,100,1905,29,10.0,11.06,34,105,Moderate,High,9,No,25001–50000
Sedan,9,199497,101,2124,32,9.9,12.62,43,80,Worn,High,1,No,50001–80000
SUV,8,159494,95,1724,46,19.6,11.43,44,98,Moderate,High,6,No,25001–50000
Hatchback,3,118302,108,2901,31,14.2,11.19,44,106,Moderate,High,6,Yes,25001–50000
Truck,7,19114,88,1855,37,17.1,12.0,30,65,Moderate,Medium,5,No,50001–80000
Truck,14,115577,87,1918,32,6.8,11.07,30,46,Worn,Low,11,No,50001–80000
Hatchback,4,12501,100,2107,25,16.2,12.14,30,47,Critical,Medium,6,No,50001–80000
Truck,12,174650,109,1850,35,13.3,11.15,35,109,Worn,Low,12,Yes,25001–50000
Hatchback,15,17990,107,2517,31,13.2,12.94,43,101,Critical,High,4,Yes,25001–50000
SUV,12,108096,90,2007,41,8.2,12.21,41,67,Good,High,10,Yes,25001–50000
Hatchback,3,62564,102,1794,46,19.0,11.77,44,33,Moderate,Low,3,Yes,80001–120000
Truck,4,69942,104,2148,40,16.2,11.41,41,81,Moderate,High,9,Yes,50001–80000
SUV,8,26255,105,2832,31,17.4,12.32,34,45,Moderate,Low,10,Yes,50001–80000
Truck,8,118557,87,2606,34,16.9,11.52,43,55,Moderate,High,1,No,50001–80000
Sedan,4,190690,102,2576,22,15.7,11.93,38,39,Critical,High,7,No,50001–80000
Sedan,1,8743,99,2677,23,17.8,11.57,32,80,Good,High,1,No,50001–80000
Sedan,6,50159,108,2691,32,16.4,11.05,37,88,Critical,Low,9,Yes,50001–80000
Truck,7,61743,93,1950,38,13.7,11.86,31,74,Critical,High,1,No,50001–80000
Truck,3,12937,105,2461,42,6.0,11.02,42,64,Critical,Low,2,No,80001–120000
Hatchback,6,146580,89,1595,34,12.9,11.05,39,84,Moderate,High,3,No,50001–80000
Truck,4,16844,90,2102,31,17.0,11.52,40,62,Worn,Medium,1,Yes,50001–80000
SUV,5,102813,99,2959,30,5.3,11.09,37,83,Critical,Medium,10,Yes,50001–80000
SUV,10,77981,103,1683,33,17.9,12.84,44,67,Critical,Low,6,Yes,50001–80000
SUV,14,155545,110,1836,25,10.2,12.12,39,74,Good,Medium,4,Yes,25001–50000
SUV,9,150067,93,1943,30,10.6,11.42,33,51,Critical,Medium,3,Yes,50001–80000
SUV,10,112335,104,2215,37,13.7,12.39,31,91,Good,High,11,No,25001–50000
Truck,8,67571,110,2749,40,15.8,11.26,34,55,Critical,Medium,7,Yes,50001–80000
Hatchback,1,179981,102,1541,41,19.6,12.02,34,70,Worn,Medium,6,No,50001–80000
Hatchback,6,101390,110,2088,33,14.2,11.21,43,31,Moderate,Medium,6,Yes,50001–80000
Hatchback,3,142516,85,2413,38,7.2,11.37,36,110,Good,High,3,No,50001–80000
SUV,8,13140,98,2929,44,9.7,11.42,35,75,Good,Medium,2,No,50001–80000
Sedan,12,136465,106,1539,24,14.2,12.81,31,80,Worn,Medium,2,No,50001–80000
Sedan,10,191202,102,2778,21,16.6,11.6,42,91,Worn,Medium,11,No,25001–50000
Truck,14,172604,105,2167,21,13.4,12.65,32,35,Worn,High,3,Yes,25001–50000
Truck,7,15393,92,2352,43,9.1,11.97,44,30,Good,Medium,2,Yes,50001–80000
SUV,5,99030,97,2431,34,13.0,11.79,34,100,Good,Medium,11,No,50001–80000
Truck,2,93314,95,2289,38,18.8,12.51,34,97,Worn,Medium,1,Yes,50001–80000
Truck,7,29903,107,1820,21,13.6,12.27,40,59,Moderate,Low,10,No,50001–80000
Truck,3,22982,102,2312,40,10.7,11.88,39,102,Worn,Low,1,No,50001–80000
SUV,7,175995,106,1707,46,7.0,11.6,39,97,Moderate,Low,3,No,50001–80000
Truck,8,63550,104,2202,46,13.5,12.83,36,43,Moderate,High,10,Yes,25001–50000
Hatchback,12,104016,94,2587,50,6.0,11.34,34,74,Moderate,Low,8,No,50001–80000
SUV,1,91374,101,2988,47,12.4,11.72,31,33,Good,Medium,5,Yes,50001–80000
Hatchback,14,43592,95,2786,25,5.5,12.67,30,31,Good,High,11,Yes,25001–50000
Sedan,11,182552,91,2580,32,19.7,11.66,43,84,Moderate,Medium,11,No,25001–50000
Truck,8,157587,101,1588,41,5.1,11.47,38,43,Worn,High,7,No,50001–80000
Truck,15,144482,99,1549,23,16.4,11.65,38,104,Critical,High,6,No,25001–50000
SUV,10,130396,110,2355,20,7.4,12.0,30,88,Critical,Medium,9,No,25001–50000
Truck,9,139873,101,1702,39,19.8,12.65,41,60,Critical,Medium,1,Yes,50001–80000
Truck,11,39945,97,1718,23,7.7,12.47,41,46,Good,High,8,No,25001–50000
Sedan,11,12606,98,2653,48,18.7,12.52,31,38,Good,Medium,12,Yes,50001–80000
SUV,8,144678,110,3000,43,12.2,11.41,43,35,Critical,High,7,Yes,25001–50000
Hatchback,4,197601,96,1820,36,11.1,12.06,32,61,Worn,Low,5,No,50001–80000
SUV,12,43770,110,2501,28,8.0,12.5,39,30,Moderate,Medium,4,No,50001–80000
Truck,2,171132,92,1725,35,8.8,11.37,43,44,Moderate,Low,11,No,50001–80000
Sedan,2,47474,106,1693,35,10.2,12.38,35,40,Good,Medium,9,No,50001–80000
SUV,2,36732,95,1597,30,5.4,11.14,31,38,Critical,Low,4,Yes,80001–120000
Sedan,13,159135,94,1759,42,14.9,12.95,40,75,Moderate,High,9,Yes,25001–50000
Hatchback,9,60875,87,2735,47,14.3,11.22,43,88,Moderate,Low,4,No,50001–80000
SUV,14,18892,105,2531,20,12.0,11.59,38,63,Critical,Medium,11,Yes,25001–50000
Truck,7,134437,85,2576,29,17.2,11.95,41,37,Critical,Medium,2,No,50001–80000
Truck,15,156196,90,1616,49,7.6,12.02,43,88,Worn,Medium,9,Yes,25001–50000
Hatchback,5,190035,86,2435,34,13.3,12.41,31,103,Good,Low,11,Yes,50001–80000
Hatchback,4,149972,87,2683,31,14.9,11.32,33,72,Critical,Medium,3,Yes,50001–80000
Sedan,15,87045,100,2411,39,19.0,12.88,40,96,Critical,Low,7,No,50001–80000
SUV,7,110754,93,2283,48,16.0,11.98,35,93,Worn,Low,7,No,50001–80000
Sedan,7,81145,92,1756,25,15.3,12.43,37,88,Moderate,Low,5,No,50001–80000
Sedan,11,49944,109,1513,49,13.1,12.41,35,109,Critical,High,10,No,25001–50000
Hatchback,9,50699,87,2976,20,12.1,11.9,31,84,Worn,High,1,No,50001–80000
SUV,13,128725,93,1783,45,12.2,11.29,43,49,Good,Medium,11,Yes,25001–50000
Hatchback,4,64545,86,2603,30,7.4,11.05,34,98,Critical,High,4,Yes,50001–80000
SUV,7,79052,100,2133,35,10.5,11.73,44,97,Critical,High,3,Yes,50001–80000
Sedan,11,51232,92,1550,23,13.8,11.13,30,72,Good,Medium,12,No,25001–50000
SUV,1,141538,97,1703,41,14.4,12.06,31,32,Good,High,5,Yes,50001–80000
Truck,5,23924,99,2937,33,10.7,11.62,35,75,Good,Medium,1,Yes,50001–80000
Sedan,3,67661,91,1700,42,17.8,11.8,35,61,Worn,Low,7,Yes,50001–80000
Sedan,2,150895,106,1614,41,10.1,12.07,32,81,Good,Medium,10,No,50001–80000
Truck,4,73278,105,2937,40,9.1,11.07,33,76,Worn,High,3,No,50001–80000
SUV,4,128449,89,1799,30,9.1,12.08,35,70,Moderate,Medium,7,Yes,50001–80000
SUV,5,161020,104,1608,25,6.3,12.26,43,91,Good,Medium,2,No,50001–80000
Sedan,9,198661,89,2571,31,16.0,11.32,30,45,Critical,Medium,11,No,50001–80000
Sedan,9,18693,104,1920,28,11.4,11.1,32,55,Critical,Medium,7,Yes,50001–80000
Sedan,12,114478,88,2764,29,17.5,12.49,41,98,Critical,Medium,3,Yes,50001–80000
Truck,14,183679,95,2497,46,12.9,12.88,44,81,Good,Low,3,No,50001–80000
SUV,12,59562,89,2285,38,9.1,11.82,32,64,Critical,Low,7,Yes,50001–80000
Truck,1,142229,94,2144,48,8.1,12.52,42,50,Moderate,Low,4,Yes,50001–80000
SUV,14,42358,101,2425,28,15.2,12.06,33,37,Moderate,Medium,3,Yes,50001–80000
Sedan,1,137731,107,2540,38,14.4,11.85,36,88,Critical,Low,9,No,50001–80000
Sedan,3,179098,87,1828,43,5.2,11.9,30,107,Moderate,High,4,No,50001–80000
SUV,9,61415,91,1658,27,18.6,12.46,33,82,Good,High,7,No,50001–80000
SUV,7,149552,101,2432,33,11.7,11.61,32,52,Worn,Low,4,Yes,50001–80000
SUV,14,89755,105,2606,42,11.1,12.46,35,53,Moderate,High,11,No,25001–50000
Hatchback,12,48235,104,2228,39,11.1,12.94,43,52,Good,High,1,No,25001–50000
Sedan,11,138688,92,2353,43,5.3,11.09,34,49,Worn,Medium,8,No,50001–80000
SUV,9,86861,88,2731,35,12.1,12.02,38,93,Critical,Low,6,Yes,50001–80000
SUV,7,186563,102,1522,20,6.6,12.43,37,46,Moderate,Medium,9,No,50001–80000
Truck,4,87964,96,2735,22,17.0,12.56,31,38,Good,Medium,11,No,50001–80000
SUV,7,160382,87,2070,39,17.4,11.77,40,107,Critical,Medium,1,No,50001–80000
Sedan,8,8856,105,1986,47,11.3,12.5,32,61,Critical,Medium,10,Yes,50001–80000
Truck,15,69675,107,2358,25,13.0,11.69,44,31,Good,High,8,No,25001–50000
SUV,2,83550,92,2255,26,14.0,12.13,30,57,Good,High,11,No,50001–80000
Sedan,14,178624,110,2741,20,17.1,12.95,40,80,Worn,High,8,No,25001–50000
Hatchback,13,183462,88,2436,47,16.2,12.79,30,101,Moderate,Medium,4,Yes,50001–80000
Hatchback,1,49293,103,2597,48,16.7,12.76,39,100,Critical,High,3,No,50001–80000
SUV,3,30731,94,2059,38,12.9,12.3,45,53,Critical,Low,8,No,50001–80000
Truck,11,47895,103,2032,45,12.3,11.48,35,55,Worn,Low,12,Yes,50001–80000
Sedan,3,142028,96,1551,49,14.0,11.93,30,75,Worn,Medium,7,No,50001–80000
Hatchback,2,199827,97,2550,44,6.7,11.62,37,62,Good,High,11,Yes,50001–80000
Sedan,8,157669,88,2346,30,15.1,11.36,39,91,Critical,Low,9,Yes,50001–80000
Sedan,7,99576,94,2563,30,17.3,12.83,45,53,Good,Low,1,Yes,50001–80000
Hatchback,2,194025,99,2626,29,7.3,12.18,36,42,Critical,Low,10,Yes,50001–80000
SUV,11,109425,90,2726,49,19.4,12.25,41,54,Worn,High,6,No,25001–50000
Hatchback,8,189478,110,2191,41,5.1,12.21,31,91,Worn,Low,4,Yes,50001–80000
SUV,1,199511,102,2683,32,10.9,12.82,38,77,Good,Medium,5,No,50001–80000
Hatchback,10,18321,109,2110,34,11.9,12.53,33,64,Worn,Low,2,Yes,50001–80000
SUV,15,127291,104,1874,34,9.9,12.17,36,95,Worn,Medium,1,No,50001–80000
Sedan,11,115613,87,2220,23,12.8,12.99,40,40,Worn,Medium,6,Yes,50001–80000
Truck,3,148151,100,1898,24,9.8,12.92,33,32,Critical,Medium,4,No,50001–80000
Hatchback,15,138544,106,2367,43,18.9,11.94,31,38,Good,High,8,No,25001–50000
Hatchback,9,50126,105,2889,47,15.6,12.69,36,90,Critical,High,2,Yes,50001–80000
SUV,10,153869,106,2558,20,19.9,12.36,35,33,Worn,Medium,9,No,25001–50000
Truck,8,90542,106,2532,23,6.6,11.78,39,93,Moderate,Medium,11,Yes,50001–80000
Truck,2,8461,107,1745,31,7.0,11.58,30,64,Critical,High,8,No,50001–80000
Truck,3,158387,100,2498,33,11.9,12.93,39,78,Moderate,Low,12,No,50001–80000
Hatchback,5,8520,86,2049,31,10.9,11.91,43,102,Moderate,High,3,No,50001–80000
SUV,3,23365,98,1975,24,10.8,12.14,41,105,Moderate,High,12,Yes,50001–80000
Truck,11,8181,107,2186,31,17.5,12.16,44,62,Moderate,Low,10,No,50001–80000
Sedan,15,59307,88,2035,33,5.1,12.84,40,41,Moderate,Medium,4,No,25001–50000
SUV,4,126689,105,2534,22,5.9,11.01,37,42,Worn,Medium,3,Yes,50001–80000
Truck,11,59832,97,2528,34,8.4,11.07,42,59,Moderate,Low,5,Yes,50001–80000
Hatchback,15,137252,109,2355,44,16.5,11.95,35,72,Critical,Medium,6,Yes,25001–50000
Truck,8,74104,102,1742,43,19.8,11.28,34,58,Critical,Low,3,Yes,50001–80000
Hatchback,2,104671,95,2749,30,5.3,11.76,45,83,Good,Low,4,Yes,50001–80000
Truck,15,31494,94,2324,49,10.7,12.76,30,39,Worn,Medium,8,No,25001–50000
Sedan,8,68347,91,1939,40,8.7,11.24,45,76,Critical,Medium,2,No,50001–80000
Sedan,6,63791,105,2016,47,10.2,11.89,44,32,Good,High,11,No,25001–50000
Hatchback,14,62517,90,2619,44,7.6,11.75,32,40,Moderate,Medium,6,Yes,50001–80000
Sedan,13,154283,108,1541,32,11.5,12.53,35,66,Critical,Medium,4,Yes,25001–50000
Hatchback,3,49790,101,1778,43,12.1,11.43,31,73,Worn,Low,11,Yes,50001–80000
Hatchback,3,113564,109,2797,28,17.7,11.34,45,88,Critical,High,8,Yes,50001–80000
Sedan,5,61361,95,2135,31,14.9,12.91,45,90,Good,Low,11,Yes,50001–80000
Truck,7,22715,90,1705,33,6.7,12.32,36,66,Critical,Low,7,No,50001–80000
Truck,5,27224,100,2614,22,6.4,11.92,31,50,Critical,Medium,2,Yes,50001–80000
Sedan,3,38024,98,1953,32,17.9,11.71,35,100,Good,High,8,No,50001–80000
Sedan,7,148204,88,2292,37,14.2,12.98,34,56,Critical,Medium,10,No,50001–80000
Truck,4,39634,90,1505,31,6.5,11.36,30,96,Critical,Medium,8,Yes,50001–80000
SUV,6,78366,96,2308,28,14.2,11.92,42,56,Good,High,11,No,50001–80000
Hatchback,4,167515,109,2915,24,14.4,11.35,44,102,Critical,Low,12,No,50001–80000
SUV,8,145149,107,2927,21,18.6,11.08,39,94,Worn,Medium,2,No,50001–80000
SUV,5,47209,89,2254,50,19.0,11.86,32,49,Worn,Medium,8,Yes,50001–80000
SUV,3,173726,109,2334,39,19.5,12.5,45,104,Worn,Low,5,No,50001–80000
SUV,15,76008,85,2044,37,18.3,12.05,34,44,Moderate,Medium,6,Yes,25001–50000
SUV,12,20440,110,1792,44,12.8,12.23,41,80,Moderate,Medium,9,No,50001–80000
Hatchback,2,77562,100,2240,38,13.5,12.7,40,95,Good,Low,3,Yes,80001–120000
SUV,7,70873,96,2042,43,16.0,12.51,32,54,Good,Low,7,No,50001–80000
Truck,9,65090,93,2190,26,9.4,12.31,32,59,Good,High,8,Yes,25001–50000
SUV,2,132408,97,1959,36,16.5,12.1,45,43,Critical,Low,4,No,80001–120000
Hatchback,7,173979,104,2206,43,8.6,12.67,31,32,Worn,High,8,No,25001–50000
SUV,6,132043,96,2204,50,13.1,12.32,41,83,Critical,Medium,2,Yes,50001–80000
SUV,9,182405,100,1902,35,11.1,12.31,38,45,Worn,High,9,No,25001–50000
SUV,10,107553,100,2053,42,17.3,12.03,30,71,Moderate,High,9,No,25001–50000
Sedan,12,123041,89,2829,33,13.6,11.73,38,93,Moderate,High,9,Yes,25001–50000
Sedan,2,163272,100,2885,27,8.0,11.88,31,46,Moderate,High,5,No,50001–80000
Hatchback,4,65247,85,1889,28,12.0,12.99,42,71,Critical,High,7,No,50001–80000
Sedan,11,198223,96,2243,38,6.1,11.94,36,104,Moderate,High,6,No,25001–50000
Hatchback,7,158631,105,1782,37,11.7,12.2,34,46,Worn,Low,11,Yes,50001–80000
Sedan,4,168322,103,2608,47,19.5,12.39,33,82,Good,High,3,Yes,50001–80000
Hatchback,2,174347,85,1970,29,16.5,11.45,30,105,Moderate,Medium,5,No,50001–80000
Sedan,10,77252,97,2199,22,9.1,11.66,32,47,Moderate,Low,3,Yes,50001–80000
Truck,6,156480,93,2808,35,13.7,12.26,42,105,Worn,Medium,12,Yes,50001–80000
Truck,2,63328,94,2273,31,11.8,12.74,44,55,Good,Medium,1,Yes,50001–80000
Truck,15,152904,103,2965,39,16.6,11.51,32,31,Worn,High,10,Yes,25001–50000
SUV,4,114564,91,2001,43,19.1,11.34,42,68,Moderate,Low,2,No,50001–80000
SUV,13,9890,93,1676,34,11.3,12.83,42,96,Moderate,High,11,No,25001–50000
Truck,8,20698,103,2843,43,10.4,12.32,36,103,Critical,High,12,No,25001–50000
Truck,6,21293,104,2967,21,19.5,11.63,34,109,Worn,Medium,4,Yes,50001–80000
Hatchback,15,164241,87,1799,20,8.0,11.81,43,51,Worn,High,1,Yes,25001–50000
Hatchback,14,146980,105,2434,29,10.1,11.04,44,101,Moderate,Low,6,Yes,50001–80000
Truck,8,39347,108,1873,46,15.4,11.34,43,54,Worn,Medium,12,Yes,50001–80000
Hatchback,9,181383,86,1836,29,19.9,12.06,34,73,Critical,High,2,No,50001–80000
Hatchback,3,188840,85,2456,47,15.1,11.59,34,72,Good,Low,6,Yes,50001–80000
Truck,11,112540,99,1993,31,5.8,11.89,39,51,Worn,High,10,No,25001–50000
Sedan,12,39783,99,1775,37,17.1,11.87,30,74,Good,Low,11,Yes,50001–80000
SUV,9,143000,96,1541,43,13.4,12.07,38,91,Good,Low,12,No,50001–80000
Truck,12,111066,109,1937,30,11.9,11.65,40,31,Critical,High,2,No,25001–50000
Truck,1,85393,86,2842,40,13.4,12.63,32,93,Moderate,Low,10,No,50001–80000
Sedan,14,57335,110,2333,38,8.3,12.78,35,102,Good,Medium,1,No,50001–80000
Sedan,13,50259,88,2064,28,14.0,12.98,35,94,Critical,High,6,Yes,25001–50000
Hatchback,7,171433,89,2350,33,11.2,11.33,32,64,Critical,High,1,Yes,50001–80000
SUV,9,32546,110,2716,46,16.0,11.36,40,82,Moderate,High,8,Yes,25001–50000
Truck,2,167828,87,1907,27,13.7,12.45,31,109,Good,Medium,8,Yes,50001–80000
Hatchback,9,165979,101,2286,28,18.4,11.11,38,90,Good,Low,5,Yes,50001–80000
Hatchback,8,45194,92,1629,22,11.1,11.35,38,65,Critical,High,4,Yes,50001–80000
Truck,12,198710,102,1675,21,11.7,12.55,43,45,Worn,Low,7,Yes,50001–80000
SUV,12,112925,91,1532,42,19.6,11.72,42,92,Critical,Medium,10,No,50001–80000
Hatchback,13,5684,97,2018,34,5.1,11.04,30,39,Good,High,6,Yes,25001–50000
Sedan,2,56819,87,2282,35,14.0,11.94,45,95,Worn,Low,10,Yes,50001–80000
Sedan,3,115148,88,1845,36,11.9,12.79,40,70,Critical,Medium,11,No,50001–80000
Truck,9,189132,110,1806,36,16.2,11.82,34,55,Moderate,High,7,No,25001–50000
Sedan,9,83764,98,1527,40,5.2,12.93,40,85,Worn,High,9,No,25001–50000
Truck,2,15813,87,2474,35,9.6,11.22,42,55,Moderate,Low,2,Yes,50001–80000
Hatchback,10,129472,86,1661,22,11.6,11.93,37,97,Critical,Medium,9,No,50001–80000
Sedan,12,56345,89,1972,39,9.4,11.35,45,100,Critical,Medium,3,Yes,50001–80000
Truck,10,12016,97,2048,36,9.3,11.76,33,67,Critical,High,1,Yes,25001–50000
Truck,3,76311,109,1763,49,5.0,11.46,42,39,Critical,Low,10,No,50001–80000
Sedan,9,179576,86,2333,40,15.6,12.64,32,88,Good,High,12,No,25001–50000
Truck,4,148245,110,1968,32,20.0,12.53,31,105,Moderate,High,1,No,50001–80000
Truck,10,192002,108,1548,36,17.3,12.44,36,48,Moderate,Low,1,No,50001–80000
SUV,13,150847,96,1669,37,6.1,12.51,44,61,Good,Low,12,Yes,50001–80000
Truck,5,150954,102,1798,27,6.2,12.94,33,42,Moderate,High,11,Yes,25001–50000
Truck,12,92821,94,2100,34,5.9,12.04,40,49,Worn,High,8,Yes,25001–50000
Hatchback,11,70766,85,2323,43,6.2,11.28,41,53,Critical,Medium,8,Yes,25001–50000
Sedan,2,71890,100,2664,35,11.0,11.98,30,100,Moderate,Low,10,Yes,50001–80000
Hatchback,13,103487,85,2485,44,10.5,11.08,32,91,Worn,Medium,7,No,25001–50000
Hatchback,8,63944,104,2420,43,6.9,12.4,43,53,Worn,High,6,No,50001–80000
SUV,12,7514,100,2634,47,18.4,12.21,45,68,Good,Low,2,No,50001–80000
Sedan,9,171299,90,2862,37,9.1,12.4,36,96,Good,Medium,9,Yes,50001–80000
Hatchback,11,140866,92,2968,28,17.5,11.78,36,74,Worn,Low,6,No,50001–80000
Sedan,15,116945,91,1703,50,5.7,11.44,40,50,Critical,Low,9,No,50001–80000
SUV,10,169272,90,2861,50,12.2,12.07,42,75,Critical,Medium,9,Yes,50001–80000
Sedan,7,42989,105,1565,43,8.5,12.37,40,50,Worn,High,8,Yes,25001–50000
SUV,11,126279,92,2137,29,17.1,11.4,43,86,Worn,Low,1,Yes,50001–80000
Sedan,11,16117,101,2684,29,6.3,11.86,32,88,Worn,Low,5,No,50001–80000
Hatchback,3,93638,103,2779,45,19.7,11.4,41,96,Good,Low,2,Yes,80001–120000
Truck,14,190428,86,2959,20,12.5,11.76,38,67,Good,Medium,4,Yes,50001–80000
Truck,11,50318,85,1663,26,8.2,11.73,34,59,Good,High,2,No,50001–80000
Hatchback,8,10883,98,2946,41,14.0,11.5,39,43,Moderate,High,6,No,25001–50000
Sedan,2,187044,109,1918,46,8.3,11.33,44,102,Worn,Medium,1,No,50001–80000
Truck,13,146685,108,2169,24,12.3,12.03,41,82,Moderate,Low,3,No,50001–80000
Truck,1,130889,87,2007,29,9.5,12.35,42,43,Moderate,High,9,Yes,50001–80000
Sedan,2,136693,105,1526,33,8.3,12.84,42,86,Worn,High,6,Yes,50001–80000
Truck,11,57145,94,2140,27,19.2,11.36,36,63,Moderate,Medium,8,Yes,50001–80000
Truck,6,87318,97,2545,27,9.6,12.46,39,53,Good,High,1,No,50001–80000
Hatchback,13,114904,96,2823,20,8.2,11.99,33,96,Critical,High,12,No,25001–50000
Sedan,1,19498,88,1535,42,8.3,11.35,32,107,Good,Low,5,Yes,80001–120000
Truck,8,181739,90,2421,24,18.6,12.38,42,101,Worn,Medium,2,No,50001–80000
SUV,14,10400,86,1835,27,17.2,11.5,40,84,Good,Medium,7,No,50001–80000
SUV,8,124156,90,1811,28,9.6,11.8,36,51,Good,Medium,4,Yes,50001–80000
Truck,2,142256,86,1989,32,12.8,11.84,44,106,Worn,High,2,No,50001–80000
Sedan,10,137620,106,2652,22,15.5,11.22,30,48,Moderate,Medium,7,Yes,50001–80000
SUV,5,184893,110,2482,50,15.3,11.08,37,93,Critical,Low,4,No,50001–80000
Truck,12,199654,103,1839,20,17.8,11.41,45,85,Worn,Medium,12,Yes,25001–50000
SUV,15,198811,89,1507,20,19.3,12.02,40,30,Worn,Low,3,Yes,50001–80000
Hatchback,10,6153,95,2388,23,14.9,12.13,42,60,Worn,Low,8,No,50001–80000
Truck,3,50039,110,1786,48,16.7,11.21,32,44,Worn,High,6,No,50001–80000
SUV,8,79786,90,1625,27,6.2,12.48,39,55,Worn,Medium,11,No,25001–50000
Truck,7,60482,100,1592,28,7.8,11.33,33,62,Worn,Medium,1,Yes,50001–80000
Hatchback,13,181733,102,1591,38,16.2,12.17,34,38,Good,High,9,No,25001–50000
SUV,6,89929,96,2230,28,6.9,11.01,30,49,Good,Low,10,No,50001–80000
Hatchback,9,92589,90,2880,50,15.6,11.81,41,91,Worn,High,10,Yes,25001–50000
Sedan,14,37662,90,1834,46,18.5,12.81,33,72,Moderate,Medium,4,No,25001–50000
SUV,10,192244,107,2993,30,6.2,12.2,32,43,Critical,High,4,No,25001–50000
Truck,15,57374,86,2426,30,13.4,11.08,33,81,Good,Low,1,Yes,50001–80000
Truck,1,160782,104,2223,36,16.5,11.79,31,44,Worn,Medium,10,Yes,50001–80000
Truck,13,28206,103,2928,26,15.6,12.66,41,54,Worn,Low,12,Yes,50001–80000
